league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,_league_id,_season,_stat_type,_scraped_at
GER-Bundesliga,2324,Bochum,Erhan Mašović,SRB,"DF,MF",24,1998,29,2219,77,72.5,24.7,24,87,21,5,24,3,1.0,25,53,-28,-1.14,-0.71,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Felix Passlack,GER,"DF,MF",25,1998,15,960,64,31.4,10.7,13,72,3,2,11,11,0.93,14,23,-9,-0.84,0.14,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Gonçalo Paciência,POR,FW,28,1994,19,650,34,21.2,7.2,6,67,0,13,19,8,0.79,13,14,-1,-0.14,1.02,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Hugo Rölleke,GER,GK,18,2005,0,,,,,0,,0,0,,2,,,,,,,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Ivan Ordets,UKR,DF,31,1992,24,1880,78,61.4,20.9,21,87,20,3,16,2,0.83,25,57,-32,-1.53,-1.53,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Jordi Osei-Tutu,ENG,"DF,MF",24,1998,0,,,,,0,,0,0,,1,,,,,,,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Keven Schlotterbeck,GER,DF,26,1997,27,2185,81,71.4,24.3,24,90,23,3,10,2,1.07,33,48,-15,-0.62,1.13,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Kevin Stöger,AUT,MF,29,1993,32,2668,83,87.2,29.6,32,83,21,0,,0,0.94,38,65,-27,-0.91,0.24,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Lukas Daschner,GER,"FW,MF",24,1998,20,536,27,17.5,6.0,3,73,0,17,19,13,0.7,8,16,-8,-1.34,-0.49,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Manuel Riemann,GER,GK,34,1988,33,2970,90,97.1,33.0,33,90,33,0,,0,1.0,41,70,-29,-0.88,2.12,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Matúš Bero,SVK,"MF,FW",27,1995,24,1661,69,54.3,18.5,20,78,8,4,25,0,0.96,24,44,-20,-1.08,-0.31,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Maximilian Wittek,GER,"MF,DF",27,1995,21,1070,51,35.0,11.9,13,73,6,8,15,11,0.81,14,36,-22,-1.85,-1.4,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Michael Esser,GER,GK,35,1987,0,,,,,0,,0,0,,1,,,,,,,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Moritz Broschinski,GER,"FW,MF",22,2000,26,1247,48,40.8,13.9,14,71,3,12,21,4,1.12,20,26,-6,-0.43,0.86,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Moritz Römling,GER,FW,22,2001,0,,,,,0,,0,0,,2,,,,,,,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Moritz-Broni Kwarteng,GHA,"MF,FW",25,1998,11,281,26,9.2,3.1,2,63,0,9,17,6,1.36,3,7,-4,-1.28,-0.37,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Niclas Thiede,GER,GK,24,1999,0,,,,,0,,0,0,,20,,,,,,,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Noah Loosli,SUI,DF,26,1997,10,346,35,11.3,3.8,2,90,2,8,21,16,1.4,3,9,-6,-1.56,-0.7,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Patrick Osterhage,GER,MF,23,2000,24,1861,78,60.8,20.7,21,86,15,3,18,3,1.0,22,36,-14,-0.68,0.67,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Philipp Förster,GER,MF,28,1995,13,385,30,12.6,4.3,3,63,0,10,20,12,0.85,6,8,-2,-0.47,0.54,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Philipp Hofmann,GER,FW,30,1993,29,1571,54,51.3,17.5,18,72,4,11,25,2,0.86,24,39,-15,-0.86,0.17,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Simon Zoller,GER,"FW,MF",32,1991,1,45,45,1.5,0.5,0,,0,1,45,0,0.0,0,3,-3,-6.0,-5.13,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Takuma Asano,JPN,"FW,MF",28,1994,29,1986,68,64.9,22.1,26,74,5,3,21,0,0.86,26,53,-27,-1.22,-0.8,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Bochum,Tim Oermann,GER,DF,19,2003,16,714,45,23.3,7.9,8,71,3,8,18,2,1.38,12,13,-1,-0.13,1.06,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Aaron Seydel,GER,FW,27,1996,16,619,39,20.2,6.9,5,72,2,11,23,2,0.5,6,15,-9,-1.31,0.42,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Alexander Brunst,GER,GK,28,1995,3,270,90,8.8,3.0,3,90,3,0,,21,0.2,2,16,-14,-4.67,-3.31,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Andreas Müller,GER,MF,23,2000,11,349,32,11.4,3.9,2,45,0,9,29,11,0.55,3,7,-4,-1.03,0.69,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Asaf Arania,ISR,FW,17,2005,1,6,6,0.2,0.1,0,,0,1,6,2,0.0,0,1,-1,-15.0,-13.38,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Bartol Franjić,CRO,MF,23,2000,20,1229,61,40.2,13.7,14,79,7,6,21,6,0.5,6,45,-39,-2.86,-2.02,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Braydon Manu,GHA,MF,26,1997,4,171,43,5.6,1.9,3,52,0,1,15,0,0.25,1,6,-5,-2.63,-1.04,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Christoph Klarer,AUT,DF,23,2000,30,2354,78,76.9,26.2,28,83,22,2,14,1,0.47,24,65,-41,-1.57,0.34,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Christoph Zimmermann,GER,DF,30,1993,19,1220,64,39.9,13.6,12,81,8,7,35,5,0.42,8,34,-26,-1.92,-0.45,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Clemens Riedel,GER,"DF,MF",20,2003,14,755,54,24.7,8.4,9,80,7,5,8,6,0.71,9,20,-11,-1.31,0.45,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Emir Karic,BIH,"MF,DF",26,1997,27,1783,66,58.3,19.8,18,87,12,9,25,2,0.37,15,56,-41,-2.07,-1.01,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Fabian Holland,GER,"MF,DF",33,1990,23,1835,80,60.0,20.4,23,80,11,0,,0,0.48,21,48,-27,-1.32,0.81,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Fabian Nürnberger,BUL,MF,24,1999,21,1513,72,49.4,16.8,17,81,10,4,32,0,0.71,14,41,-27,-1.61,0.08,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Fabian Schnellhardt,GER,MF,29,1994,10,235,24,7.7,2.6,2,64,0,8,13,13,0.3,1,7,-6,-2.3,-0.7,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Fabio Torsiello,ITA,FW,18,2005,10,156,16,5.1,1.7,1,45,0,9,12,7,0.1,2,5,-3,-1.73,-0.09,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Filip Stojilković,SUI,FW,23,2000,6,154,26,5.0,1.7,0,,0,6,26,2,0.0,0,4,-4,-2.34,-0.73,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Frank Ronstadt,GER,"DF,MF",26,1997,4,76,19,2.5,0.8,0,,0,4,19,2,1.0,2,2,0,0.0,1.69,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
GER-Bundesliga,2324,Darmstadt 98,Fraser Hornby,SCO,FW,23,1999,7,217,31,7.1,2.4,1,61,0,6,26,1,1.0,1,6,-5,-2.07,-0.46,GER,2023-2024,playing_time,2026-08-06T23:02:03.548586
