league,season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,_league_id,_season,_stat_type,_scraped_at
ESP-La Liga,2324,Alavés,Abde Rebbach,ALG,MF,24,1998,8.0,1,0,0,13,10,3,63,4,5,,,0,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
ESP-La Liga,2324,Alavés,Abdel Abqar,MAR,DF,24,1999,25.7,10,0,0,32,23,1,2,25,21,,,1,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
ESP-La Liga,2324,Alavés,Aleksandar Sedlar,SRB,DF,31,1991,10.5,2,0,0,14,4,1,0,15,8,,,0,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
ESP-La Liga,2324,Alavés,Alex Sola,ESP,MF,24,1999,14.0,2,0,0,11,28,10,82,10,15,,,0,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
ESP-La Liga,2324,Alavés,Ander Guevara,ESP,MF,26,1997,32.6,7,0,0,49,30,0,10,14,34,,,0,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
ESP-La Liga,2324,Alavés,Andoni Gorosabel,ESP,DF,26,1996,31.7,6,0,0,29,41,0,83,25,40,,,0,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
ESP-La Liga,2324,Alavés,Antonio Blanco,ESP,MF,23,2000,27.0,5,1,0,35,40,0,14,33,37,,,0,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
ESP-La Liga,2324,Alavés,Antonio Sivera,ESP,GK,26,1996,34.0,3,0,0,0,2,0,0,0,0,,,0,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
ESP-La Liga,2324,Alavés,Carlos Benavídez,URU,MF,25,1998,12.6,5,0,0,37,9,1,6,18,35,,,0,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
ESP-La Liga,2324,Alavés,Carlos Vicente,ESP,MF,24,1999,12.4,1,0,0,18,25,9,90,5,7,,,0,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
ESP-La Liga,2324,Alavés,Eneko Ortiz,ESP,MF,20,2003,0.2,0,0,0,0,0,0,1,0,0,,,0,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
ESP-La Liga,2324,Alavés,Giuliano Simeone,ARG,MF,20,2002,7.0,1,0,0,11,6,2,14,5,5,,,0,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
ESP-La Liga,2324,Alavés,Ianis Hagi,ROU,MF,24,1998,8.9,3,0,0,13,19,1,54,4,12,,,0,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
ESP-La Liga,2324,Alavés,Javi López,ESP,DF,21,2002,26.5,3,0,0,26,28,1,102,11,12,,,0,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
ESP-La Liga,2324,Alavés,Jesús Owono,EQG,GK,22,2001,4.0,1,0,0,0,0,0,0,0,0,,,0,ESP,2023-2024,misc,2026-08-06T22:52:14.474425
