country,tournament,tournament_id,season_id,team_name,team_id,position,matches,wins,draws,losses,scores_for,scores_against,points,category,_league_id,_season,_source,_scraped_at
Netherlands,VriendenLoterij Eredivisie,37,52554,PSV Eindhoven,2952,1,34,29,4,1,111,21,91,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,Feyenoord,2959,2,34,26,6,2,92,26,84,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,FC Twente,2955,3,34,21,6,7,69,36,69,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,AZ Alkmaar,2950,4,34,19,8,7,70,39,65,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,AFC Ajax,2953,5,34,15,11,8,74,61,56,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,NEC Nijmegen,2962,6,34,14,11,9,68,51,53,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,FC Utrecht,2948,7,34,13,11,10,49,47,50,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,Sparta Rotterdam,2960,8,34,14,7,13,51,48,49,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,Go Ahead Eagles,2979,9,34,12,10,12,47,46,46,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,Fortuna Sittard,2957,10,34,9,11,14,37,56,38,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,SC Heerenveen,2964,11,34,10,7,17,53,70,37,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,PEC Zwolle,2971,12,34,9,9,16,45,67,36,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,Almere City FC,2990,13,34,7,13,14,33,59,34,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,Heracles Almelo,2977,14,34,9,6,19,41,74,33,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,RKC Waalwijk,2956,15,34,7,8,19,38,56,29,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,Excelsior,2967,16,34,6,11,17,50,73,29,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,FC Volendam,2968,17,34,4,7,23,34,88,19,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,Vitesse,2958,18,34,6,6,22,30,74,6,Total,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,PSV Eindhoven,2952,1,17,16,1,0,54,11,49,Home,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,FC Twente,2955,2,17,14,1,2,40,17,43,Home,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,Feyenoord,2959,3,17,13,3,1,51,10,42,Home,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,AZ Alkmaar,2950,4,17,11,3,3,41,18,36,Home,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,AFC Ajax,2953,5,17,9,6,2,39,21,33,Home,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,FC Utrecht,2948,6,17,8,5,4,29,23,29,Home,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,NEC Nijmegen,2962,7,17,8,4,5,35,25,28,Home,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,Fortuna Sittard,2957,8,17,7,6,4,27,20,27,Home,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,Go Ahead Eagles,2979,9,17,7,4,6,31,23,25,Home,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,Sparta Rotterdam,2960,10,17,6,5,6,25,25,23,Home,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,Heracles Almelo,2977,11,17,6,4,7,25,35,22,Home,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
Netherlands,VriendenLoterij Eredivisie,37,52554,SC Heerenveen,2964,12,17,6,3,8,30,36,21,Home,NED,2023-2024,datafc_sofascore,2026-08-09T08:45:28.146903
