tournament_id,season_id,player_name,player_id,team_name,team_id,rating,goals,assists,expectedGoals,expectedAssists,shotsOnTarget,totalShots,bigChancesCreated,bigChancesMissed,accuratePasses,accuratePassesPercentage,keyPasses,accurateLongBalls,accurateLongBallsPercentage,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,clearances,possessionLost,minutesPlayed,appearances,yellowCards,redCards,_league_id,_season,_source,_scraped_at
38,42404,Junya Ito,783278,KRC Genk,2890,8.0,0,1,,,3,3,1,0,28,75.68,3,0,0.0,1,33.33,2,1,0,17,90,1,0,0,BEL,2022-2023,datafc_sofascore,2026-08-12 07:03:22
38,42404,Emmanual Fernandes,1391873,RFC Seraing,204712,7.7,0,0,,,0,3,1,0,23,63.89,5,0,0.0,0,0.0,0,1,0,26,90,1,0,0,BEL,2022-2023,datafc_sofascore,2026-08-12 07:03:22
38,42404,Cyriel Dessers,541464,KRC Genk,2890,7.57,3,1,,,11,13,1,3,35,71.43,4,3,100.0,3,75.0,0,0,1,23,233,3,0,0,BEL,2022-2023,datafc_sofascore,2026-08-12 07:03:22
38,42404,Teddy Teuma,829643,Royale Union Saint-Gilloise,4860,7.49,10,12,,,30,71,15,0,1677,81.61,87,134,58.52,35,57.38,89,33,2,660,2998,36,10,0,BEL,2022-2023,datafc_sofascore,2026-08-12 07:03:22
38,42404,Erdon Daci,889761,KVC Westerlo,2893,7.45,1,0,,,2,7,3,1,28,82.35,6,1,50.0,1,33.33,1,0,1,22,173,2,0,0,BEL,2022-2023,datafc_sofascore,2026-08-12 07:03:22
38,42404,Gift Orban,1217613,KAA Gent,2903,7.43,15,2,,,31,59,6,7,214,71.1,15,23,65.71,14,50.0,6,1,0,181,1229,16,3,0,BEL,2022-2023,datafc_sofascore,2026-08-12 07:03:22
38,42404,Andreas Skov Olsen,888537,Club Brugge KV,2888,7.4,7,6,,,22,56,7,3,482,78.89,50,33,67.35,30,51.72,14,13,5,302,1575,23,4,0,BEL,2022-2023,datafc_sofascore,2026-08-12 07:03:22
38,42404,Shion Homma,882205,Club Brugge KV,2888,7.4,1,1,,,1,1,1,0,5,71.43,1,0,0.0,0,0.0,0,0,0,2,22,2,0,0,BEL,2022-2023,datafc_sofascore,2026-08-12 07:03:22
38,42404,Hugo Siquet,983041,Cercle Brugge,2929,7.39,2,2,,,8,19,5,0,223,53.86,50,28,35.44,10,58.82,48,26,19,403,1439,20,2,0,BEL,2022-2023,datafc_sofascore,2026-08-12 07:03:22
38,42404,Milan Robberechts,1128428,KV Mechelen,5044,7.37,2,0,,,2,2,0,0,7,70.0,0,0,0.0,0,0.0,5,0,1,5,49,3,0,0,BEL,2022-2023,datafc_sofascore,2026-08-12 07:03:22
38,42404,Islam Slimani,238708,RSC Anderlecht,2900,7.33,8,0,,,16,31,2,6,161,70.61,10,3,37.5,6,66.67,4,2,9,103,633,10,2,0,BEL,2022-2023,datafc_sofascore,2026-08-12 07:03:22
38,42404,Kyriani Sabbe,1101258,Club Brugge KV,2888,7.3,0,1,,,1,2,1,0,70,80.46,2,6,75.0,5,71.43,3,2,0,26,130,3,0,0,BEL,2022-2023,datafc_sofascore,2026-08-12 07:03:22
38,42404,Hans Vanaken,118085,Club Brugge KV,2888,7.29,14,6,,,31,69,9,6,2060,83.13,66,197,77.25,26,54.17,39,34,20,560,3574,40,5,0,BEL,2022-2023,datafc_sofascore,2026-08-12 07:03:22
38,42404,Geoffry Hairemans,58917,KV Mechelen,5044,7.28,9,8,,,18,40,5,2,1125,79.39,70,89,58.94,14,63.64,41,21,12,536,2489,32,2,0,BEL,2022-2023,datafc_sofascore,2026-08-12 07:03:22
