league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,_league_id,_season,_stat_type,_scraped_at
ITA-Serie A,2425,Atalanta,Raoul Bellanova,ITA,MF,24,2000,34,27,2402,26.7,0,9,9,0,0,0,3,0,0.0,0.34,0.34,0.0,0.34,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Atalanta,Rui Patrício,POR,GK,36,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Atalanta,Sead Kolašinac,BIH,DF,31,1993,23,23,1903,21.1,0,2,2,0,0,0,7,0,0.0,0.09,0.09,0.0,0.09,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Atalanta,Stefan Posch,AUT,DF,27,1997,5,4,387,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Atalanta,Vanja Vlahović,SRB,MF,20,2004,3,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Atalanta,Éderson Silva,BRA,MF,25,1999,37,32,2881,32.0,4,1,5,4,0,0,5,1,0.12,0.03,0.16,0.12,0.16,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Babis Lykogiannis,GRE,DF,30,1993,17,12,1048,11.6,0,4,4,0,0,0,3,0,0.0,0.34,0.34,0.0,0.34,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Benjamín Domínguez,ARG,MF,20,2003,24,16,1281,14.2,3,2,5,3,0,0,0,0,0.21,0.14,0.35,0.21,0.35,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Dan Ndoye,SUI,"MF,FW",23,2000,30,26,2143,23.8,8,4,12,6,2,2,4,0,0.34,0.17,0.5,0.25,0.42,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Davide Calabria,ITA,DF,27,1996,11,7,632,7.0,0,1,1,0,0,0,3,0,0.0,0.14,0.14,0.0,0.14,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Emil Holm,SWE,DF,24,2000,21,12,1137,12.6,1,1,2,1,0,0,3,0,0.08,0.08,0.16,0.08,0.16,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Estanis,ESP,FW,20,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Federico Ravaglia,ITA,GK,24,1999,12,11,1056,11.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Giovanni Fabbian,ITA,MF,21,2003,30,9,1023,11.4,3,1,4,3,0,0,2,0,0.26,0.09,0.35,0.26,0.35,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Jens Odgaard,DEN,MF,25,1999,29,24,1952,21.7,6,1,7,6,0,0,1,0,0.28,0.05,0.32,0.28,0.32,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Jesper Karlsson,SWE,"MF,FW",26,1998,7,3,298,3.3,1,0,1,1,0,0,1,0,0.3,0.0,0.3,0.3,0.3,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Jhon Lucumí,COL,DF,26,1998,32,29,2614,29.0,0,1,1,0,0,0,8,1,0.0,0.03,0.03,0.0,0.03,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Juan Miranda,ESP,DF,24,2000,31,25,2277,25.3,0,6,6,0,0,0,4,1,0.0,0.24,0.24,0.0,0.24,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Kacper Urbanski,POL,MF,19,2004,7,1,247,2.7,1,0,1,1,0,0,2,0,0.36,0.0,0.36,0.36,0.36,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Lewis Ferguson,SCO,MF,24,1999,16,10,983,10.9,1,1,2,0,1,1,0,0,0.09,0.09,0.18,0.0,0.09,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Lorenzo De Silvestri,ITA,DF,36,1988,18,13,1060,11.8,1,0,1,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Martin Erlić,CRO,DF,26,1998,8,5,334,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Michel Aebischer,SUI,MF,27,1997,14,9,724,8.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Nicolò Cambiaghi,ITA,"MF,FW",23,2000,18,4,620,6.9,1,3,4,1,0,0,0,0,0.15,0.44,0.58,0.15,0.58,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Nicolò Casale,ITA,DF,26,1998,15,9,900,10.0,0,1,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Nikola Moro,CRO,MF,26,1998,22,15,1208,13.4,0,2,2,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Oussama El Azzouzi,MAR,MF,23,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Remo Freuler,SUI,MF,32,1992,37,37,3204,35.6,1,2,3,1,0,0,6,0,0.03,0.06,0.08,0.03,0.08,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Riccardo Orsolini,ITA,"MF,FW",27,1997,30,23,1878,20.9,15,4,19,12,3,3,2,0,0.72,0.19,0.91,0.58,0.77,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Sam Beukema,NED,DF,25,1998,35,33,3012,33.5,0,1,1,0,0,0,1,0,0.0,0.03,0.03,0.0,0.03,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Samuel Iling-Junior,ENG,MF,20,2003,7,0,118,1.3,1,0,1,1,0,0,0,0,0.76,0.0,0.76,0.76,0.76,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Santiago Castro,ARG,FW,19,2004,36,27,2294,25.5,8,4,12,8,0,1,7,0,0.31,0.16,0.47,0.31,0.47,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Stefan Posch,AUT,DF,27,1997,14,7,714,7.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Thijs Dallinga,NED,FW,23,2000,31,11,1154,12.8,3,2,5,3,0,0,1,0,0.23,0.16,0.39,0.23,0.39,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Tommaso Pobega,ITA,MF,25,1999,21,13,1178,13.1,2,2,4,2,0,0,6,2,0.15,0.15,0.31,0.15,0.31,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Bologna,Łukasz Skorupski,POL,GK,33,1991,27,27,2364,26.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Adam Obert,SVK,"DF,MF",21,2002,21,13,1077,12.0,1,1,2,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Alen Sherri,ALB,GK,26,1997,7,7,621,6.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Alessandro Deiola,ITA,MF,28,1995,29,16,1432,15.9,2,1,3,2,0,0,6,0,0.13,0.06,0.19,0.13,0.19,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Antoine Makoumbou,CGO,MF,26,1998,33,27,2150,23.9,0,3,3,0,0,0,4,1,0.0,0.13,0.13,0.0,0.13,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Elia Caprile,ITA,GK,22,2001,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Florinel Coman,ROU,"MF,FW",26,1998,9,2,263,2.9,1,0,1,1,0,0,2,0,0.34,0.0,0.34,0.34,0.34,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Gabriele Zappa,ITA,DF,24,1999,37,35,3060,34.0,2,0,2,2,0,0,4,0,0.06,0.0,0.06,0.06,0.06,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Gianluca Gaetano,ITA,"MF,FW",24,2000,28,8,1009,11.2,2,4,6,2,0,0,0,0,0.18,0.36,0.54,0.18,0.54,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Gianluca Lapadula,PER,FW,34,1990,12,1,310,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Giuseppe Ciocci,ITA,GK,22,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,José Luis Palomino,ARG,DF,34,1990,18,10,1081,12.0,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Kingstone Mutandwa,ZAM,FW,21,2003,6,0,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Leonardo Pavoletti,ITA,FW,35,1988,26,1,445,4.9,2,0,2,2,0,0,5,0,0.4,0.0,0.4,0.4,0.4,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Mateusz Wieteska,POL,DF,27,1997,5,1,184,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Matteo Prati,ITA,MF,20,2003,12,8,570,6.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Mattia Felici,ITA,MF,23,2001,20,9,925,10.3,0,3,3,0,0,0,1,0,0.0,0.29,0.29,0.0,0.29,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Michel Ndary Adopo,FRA,MF,24,2000,35,27,2409,26.8,1,1,2,1,0,0,5,1,0.04,0.04,0.07,0.04,0.07,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Nadir Zortea,ITA,MF,25,1999,35,33,2713,30.1,6,2,8,6,0,0,2,0,0.2,0.07,0.27,0.2,0.27,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Nicola Pintus,ITA,DF,19,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Nicolas Viola,ITA,"MF,FW",34,1989,27,18,1267,14.1,3,1,4,3,0,0,2,0,0.21,0.07,0.28,0.21,0.28,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Paulo Azzi,BRA,MF,30,1994,6,5,426,4.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Roberto Piccoli,ITA,FW,23,2001,37,37,3127,34.7,10,1,11,9,1,1,6,0,0.29,0.03,0.32,0.26,0.29,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Răzvan Marin,ROU,MF,28,1996,33,13,1406,15.6,3,2,5,1,2,2,4,0,0.19,0.13,0.32,0.06,0.19,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Sebastiano Luperto,ITA,DF,27,1996,36,36,3240,36.0,1,3,4,1,0,0,4,0,0.03,0.08,0.11,0.03,0.11,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Simone Scuffet,ITA,GK,28,1996,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Tommaso Augello,ITA,"MF,DF",29,1994,38,30,2713,30.1,0,7,7,0,0,0,3,0,0.0,0.23,0.23,0.0,0.23,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Yerry Mina,COL,DF,29,1994,31,31,2569,28.5,1,0,1,1,0,0,6,1,0.04,0.0,0.04,0.04,0.04,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Cagliari,Zito Luvumbo,ANG,"FW,MF",22,2002,26,19,1606,17.8,2,2,4,2,0,0,2,0,0.11,0.11,0.22,0.11,0.22,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Alberto Cerri,ITA,FW,28,1996,5,0,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Alberto Dossena,ITA,DF,25,1998,23,20,1825,20.3,0,2,2,0,0,0,1,1,0.0,0.1,0.1,0.0,0.1,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Alberto Moreno,ESP,DF,32,1992,24,21,1727,19.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Alessandro Gabrielloni,ITA,FW,30,1994,15,0,142,1.6,1,1,2,1,0,0,1,0,0.63,0.63,1.27,0.63,1.27,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Alessio Iovine,ITA,DF,33,1991,10,3,387,4.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Ali Jasim,IRQ,MF,20,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Alieu Fadera,GAM,MF,22,2001,28,20,1644,18.3,1,3,4,1,0,0,2,1,0.05,0.16,0.22,0.05,0.22,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Anastasios Douvikas,GRE,FW,24,1999,13,6,580,6.4,2,2,4,2,0,0,1,0,0.31,0.31,0.62,0.31,0.62,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Andrea Belotti,ITA,FW,30,1993,18,7,593,6.6,2,0,2,2,0,0,1,0,0.3,0.0,0.3,0.3,0.3,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Assane Diao,SEN,"MF,FW",18,2005,15,14,1252,13.9,8,1,9,8,0,0,2,0,0.58,0.07,0.65,0.58,0.65,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Ben Lhassine Kone,CIV,MF,24,2000,4,0,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Daniele Baselli,ITA,MF,32,1992,2,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Dele Alli,ENG,"FW,MF",28,1996,1,0,9,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Edoardo Goldaniga,ITA,DF,30,1993,32,28,2532,28.1,1,0,1,1,0,0,12,1,0.04,0.0,0.04,0.04,0.04,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Emil Audero,IDN,GK,27,1997,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Federico Barba,ITA,DF,30,1993,7,5,431,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Fellipe Jack,BRA,DF,18,2006,7,1,171,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Gabriel Strefezza,BRA,"MF,FW",27,1997,37,32,2619,29.1,6,4,10,6,0,0,5,0,0.21,0.14,0.34,0.21,0.34,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Ignace Van Der Brempt,BEL,DF,22,2002,20,14,1257,14.0,0,1,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Ivan Smolčić,CRO,DF,23,2000,9,7,630,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Jean Butez,FRA,GK,29,1995,19,18,1666,18.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Jonathan Ikone,FRA,"MF,FW",26,1998,13,5,540,6.0,2,0,2,2,0,0,1,0,0.33,0.0,0.33,0.33,0.33,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Luca Mazzitelli,ITA,MF,28,1995,11,3,335,3.7,1,1,2,1,0,0,1,0,0.27,0.27,0.54,0.27,0.54,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Lucas Da Cunha,FRA,MF,23,2001,36,30,2613,29.0,3,2,5,3,0,0,4,0,0.1,0.07,0.17,0.1,0.17,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Marc-Oliver Kempf,GER,DF,29,1995,31,30,2615,29.1,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Marco Sala,ITA,DF,25,1999,8,3,261,2.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Matthias Braunöder,AUT,MF,22,2002,8,3,268,3.0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
ITA-Serie A,2425,Como,Maxence Caqueret,FRA,MF,24,2000,18,15,1087,12.1,2,3,5,2,0,0,4,0,0.17,0.25,0.41,0.17,0.41,ITA,2024-2025,standard,2026-08-06T23:08:50.039947
