country,tournament,tournament_id,season_id,team_name,team_id,position,matches,wins,draws,losses,scores_for,scores_against,points,category,_league_id,_season,_source,_scraped_at
Belgium,"Pro League, Championship Round",38,61459,Royale Union Saint-Gilloise,4860,1,40,24,11,5,71,28,56,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,"Pro League, Championship Round",38,61459,Club Brugge KV,2888,2,40,24,10,6,86,42,53,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,"Pro League, Championship Round",38,61459,KRC Genk,2890,3,40,25,6,9,69,44,47,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,"Pro League, Championship Round",38,61459,RSC Anderlecht,2900,4,40,18,7,15,62,40,36,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,"Pro League, Championship Round",38,61459,Royal Antwerp FC,2889,5,40,14,13,13,57,50,32,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,"Pro League, Championship Round",38,61459,KAA Gent,2903,6,40,12,12,16,45,65,26,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,"Pro League, Relegation Round",38,61459,Sint-Truidense VV,2895,1,36,10,11,15,50,66,41,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,"Pro League, Relegation Round",38,61459,Cercle Brugge,2929,2,36,9,12,15,39,57,39,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,"Pro League, Relegation Round",38,61459,KV Kortrijk,4858,3,36,10,7,19,40,63,37,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,"Pro League, Relegation Round",38,61459,K. Beerschot V.A.,169260,4,36,5,9,22,36,70,24,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,KRC Genk,2890,1,30,21,5,4,55,33,68,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,Club Brugge KV,2888,2,30,17,8,5,65,36,59,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,Royale Union Saint-Gilloise,4860,3,30,15,10,5,49,25,55,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,RSC Anderlecht,2900,4,30,15,6,9,50,27,51,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,Royal Antwerp FC,2889,5,30,12,10,8,47,32,46,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,KAA Gent,2903,6,30,11,12,7,41,33,45,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,Standard Liège,2901,7,30,10,9,11,22,35,39,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,KV Mechelen,5044,8,30,10,8,12,45,40,38,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,KVC Westerlo,2893,9,30,10,7,13,50,49,37,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,RC Sporting Charleroi,2898,10,30,10,7,13,36,36,37,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,Oud-Heverlee Leuven,2918,11,30,8,13,9,28,33,37,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,FCV Dender,389232,12,30,8,8,14,33,51,32,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,Cercle Brugge,2929,13,30,7,11,12,29,44,32,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,Sint-Truidense VV,2895,14,30,7,10,13,41,56,31,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,KV Kortrijk,4858,15,30,7,5,18,28,55,26,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,Pro League,38,61459,K. Beerschot V.A.,169260,16,30,3,9,18,26,60,18,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,"Pro League, Conference League Playoffs",38,61459,RC Sporting Charleroi,2898,1,40,16,10,14,55,46,40,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,"Pro League, Conference League Playoffs",38,61459,KVC Westerlo,2893,2,40,13,12,15,69,65,33,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,"Pro League, Conference League Playoffs",38,61459,KV Mechelen,5044,3,40,12,14,14,62,57,31,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
Belgium,"Pro League, Conference League Playoffs",38,61459,FCV Dender,389232,4,40,11,12,17,53,72,29,Total,BEL,2024-2025,datafc_sofascore,2026-08-09T07:54:04.559921
