league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,_league_id,_season,_stat_type,_scraped_at
ENG-Premier League,2425,Brighton,Eiran Cashin,IRL,DF,22,2001,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Evan Ferguson,IRL,FW,19,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Ferdi Kadioglu,TUR,"DF,MF",24,1999,6,5,385,4.3,1,0,1,1,0,0,1,0,0.23,0.0,0.23,0.23,0.23,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Georginio Rutter,FRA,"MF,FW",22,2002,28,19,1656,18.4,5,3,8,5,0,0,2,0,0.27,0.16,0.43,0.27,0.43,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Harry Howell,ENG,MF,16,2008,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Igor,BRA,DF,26,1998,13,10,961,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Jack Hinshelwood,ENG,"MF,DF",19,2005,26,22,1842,20.5,5,2,7,5,0,0,5,0,0.24,0.1,0.34,0.24,0.34,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Jakub Moder,POL,MF,25,1999,4,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,James Milner,ENG,MF,38,1986,4,3,170,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Jan Paul van Hecke,NED,DF,24,2000,34,33,2958,32.9,1,1,2,1,0,0,8,1,0.03,0.03,0.06,0.03,0.06,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Jason Steele,ENG,GK,33,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Jeremy Sarmiento,ECU,MF,22,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,João Pedro,BRA,"FW,MF",22,2001,27,23,1948,21.6,10,6,16,5,5,5,4,1,0.46,0.28,0.74,0.23,0.51,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Joël Veltman,NED,DF,32,1992,21,19,1697,18.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Julio Enciso,PAR,MF,20,2004,12,2,294,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Kaoru Mitoma,JPN,MF,27,1997,36,28,2603,28.9,10,4,14,10,0,0,1,0,0.35,0.14,0.48,0.35,0.48,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Lewis Dunk,ENG,DF,32,1991,25,23,2083,23.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Mats Wieffer,NED,"DF,MF",24,1999,25,10,1015,11.3,1,3,4,1,0,0,6,0,0.09,0.27,0.35,0.09,0.35,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Matt O'Riley,DEN,MF,23,2000,21,11,938,10.4,2,2,4,1,1,1,1,0,0.19,0.19,0.38,0.1,0.29,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Pervis Estupiñán,ECU,DF,26,1998,30,26,2402,26.7,1,1,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Simon Adingra,CIV,MF,22,2002,29,12,1097,12.2,2,2,4,2,0,0,0,0,0.16,0.16,0.33,0.16,0.33,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Solly March,ENG,MF,30,1994,8,1,168,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Tariq Lamptey,GHA,"DF,MF",23,2000,15,10,860,9.6,2,2,4,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Yankuba Minteh,GAM,MF,20,2004,32,20,1838,20.4,6,4,10,6,0,0,6,0,0.29,0.2,0.49,0.29,0.49,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Brighton,Yasin Ayari,SWE,MF,20,2003,34,22,1965,21.8,2,1,3,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Axel Disasi,FRA,DF,26,1998,6,4,364,4.0,1,0,1,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Benoît Badiashile,FRA,DF,23,2001,5,3,334,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Christopher Nkunku,FRA,"MF,FW",26,1997,27,9,921,10.2,3,2,5,3,0,0,2,0,0.29,0.2,0.49,0.29,0.49,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Cole Palmer,ENG,MF,22,2002,37,36,3191,35.5,15,8,23,11,4,5,7,0,0.42,0.23,0.65,0.31,0.54,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Enzo Fernández,ARG,MF,23,2001,36,32,2947,32.7,6,7,13,6,0,0,8,0,0.18,0.21,0.4,0.18,0.4,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Filip Jørgensen,DEN,GK,22,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Jadon Sancho,ENG,MF,24,2000,31,19,1764,19.6,3,4,7,3,0,0,2,0,0.15,0.2,0.36,0.15,0.36,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Joshua Acheampong,ENG,DF,18,2006,4,2,170,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,João Félix,POR,MF,24,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,0.24,0.24,0.49,0.24,0.49,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Kiernan Dewsbury-Hall,ENG,MF,25,1998,13,2,264,2.9,0,1,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Levi Colwill,ENG,DF,21,2003,35,35,3149,35.0,2,1,3,2,0,0,9,0,0.06,0.03,0.09,0.06,0.09,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Malo Gusto,FRA,DF,21,2003,32,19,1862,20.7,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Marc Cucurella,ESP,DF,26,1998,36,33,2988,33.2,5,1,6,5,0,0,10,1,0.15,0.03,0.18,0.15,0.18,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Marc Guiu,ESP,FW,18,2006,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Mathis Amougou,FRA,MF,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Moisés Caicedo,ECU,"MF,DF",22,2001,38,38,3351,37.2,1,2,3,1,0,0,11,0,0.03,0.05,0.08,0.03,0.08,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Mykhailo Mudryk,UKR,MF,23,2001,7,1,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Nicolas Jackson,SEN,FW,23,2001,30,28,2220,24.7,10,5,15,10,0,0,7,1,0.41,0.2,0.61,0.41,0.61,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Noni Madueke,ENG,MF,22,2002,32,27,2033,22.6,7,3,10,7,0,0,3,0,0.31,0.13,0.44,0.31,0.44,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Pedro Neto,POR,"MF,FW",24,2000,35,24,2269,25.2,4,6,10,4,0,0,8,0,0.16,0.24,0.4,0.16,0.4,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Reece James,ENG,"DF,MF",24,1999,19,12,1063,11.8,1,1,2,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Renato Veiga,POR,MF,21,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Robert Sánchez,ESP,GK,26,1997,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Roméo Lavia,BEL,MF,20,2004,16,11,797,8.9,0,1,1,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Shumaira Mheuka,ENG,FW,16,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Tosin Adarabioyo,ENG,DF,26,1997,22,15,1409,15.7,1,1,2,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Trevoh Chalobah,ENG,DF,25,1999,13,11,910,10.1,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Tyrique George,ENG,FW,18,2006,8,1,183,2.0,1,1,2,1,0,0,1,0,0.49,0.49,0.98,0.49,0.98,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Chelsea,Wesley Fofana,FRA,DF,23,2000,14,14,1172,13.0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Adam Wharton,ENG,MF,20,2004,20,16,1318,14.6,0,2,2,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Asher Agbinone,ENG,MF,18,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Ben Chilwell,ENG,MF,27,1996,8,1,259,2.9,1,0,1,1,0,0,1,0,0.35,0.0,0.35,0.35,0.35,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Caleb Kporha,ENG,DF,18,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Chadi Riad,MAR,DF,21,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Cheick Doucouré,MLI,MF,24,2000,13,4,452,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Chris Richards,USA,DF,24,2000,24,22,1922,21.4,1,0,1,1,0,0,4,1,0.05,0.0,0.05,0.05,0.05,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Daichi Kamada,JPN,MF,27,1996,34,15,1564,17.4,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Daniel Muñoz,COL,MF,28,1996,37,37,3228,35.9,4,5,9,4,0,0,10,0,0.11,0.14,0.25,0.11,0.25,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Dean Henderson,ENG,GK,27,1997,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Eberechi Eze,ENG,MF,26,1998,34,31,2588,28.8,8,8,16,7,1,2,1,0,0.28,0.28,0.56,0.24,0.52,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,"FW,MF",25,1999,29,9,1034,11.5,3,1,4,3,0,0,6,1,0.26,0.09,0.35,0.26,0.35,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Ismaila Sarr,SEN,MF,26,1998,38,30,2711,30.1,8,6,14,8,0,0,4,0,0.27,0.2,0.46,0.27,0.46,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27,1997,37,33,2648,29.4,14,2,16,12,2,2,2,0,0.48,0.07,0.54,0.41,0.48,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Jefferson Lerma,COL,"MF,DF",29,1994,33,26,2274,25.3,0,1,1,0,0,0,9,0,0.0,0.04,0.04,0.0,0.04,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Jeffrey Schlupp,GHA,"DF,FW",31,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Joachim Andersen,DEN,DF,28,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Joel Ward,ENG,DF,34,1989,2,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",32,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Justin Devenny,NIR,MF,20,2003,23,4,507,5.6,1,1,2,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Marc Guéhi,ENG,DF,24,2000,34,34,3059,34.0,3,2,5,3,0,0,9,1,0.09,0.06,0.15,0.09,0.15,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Matheus França,BRA,FW,20,2004,4,0,55,0.6,1,0,1,1,0,0,0,0,1.64,0.0,1.64,1.64,1.64,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Maxence Lacroix,FRA,DF,24,2000,35,35,3116,34.6,1,1,2,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",33,1991,13,5,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Odsonne Édouard,FRA,MF,26,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Romain Esse,ENG,MF,19,2005,7,1,138,1.5,1,1,2,1,0,0,0,0,0.65,0.65,1.3,0.65,1.3,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25,1999,12,12,1060,11.8,3,0,3,3,0,0,1,0,0.25,0.0,0.25,0.25,0.25,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Tyrick Mitchell,ENG,MF,24,1999,37,37,3092,34.4,0,5,5,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Crystal Palace,Will Hughes,ENG,MF,29,1995,33,24,2108,23.4,0,3,3,0,0,0,11,0,0.0,0.13,0.13,0.0,0.13,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Abdoulaye Doucouré,MLI,MF,31,1993,33,31,2564,28.5,3,2,5,3,0,0,5,1,0.11,0.07,0.18,0.11,0.18,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Armando Broja,ALB,FW,22,2001,10,4,334,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Ashley Young,ENG,DF,39,1985,32,19,1875,20.8,1,3,4,1,0,0,7,1,0.05,0.14,0.19,0.05,0.19,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Beto,GNB,FW,26,1998,30,15,1534,17.0,8,0,8,8,0,0,2,0,0.47,0.0,0.47,0.47,0.47,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Carlos Alcaraz,ARG,MF,21,2002,15,7,764,8.5,2,3,5,2,0,0,4,0,0.24,0.35,0.59,0.24,0.59,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,27,1997,26,19,1609,17.9,3,1,4,3,0,0,2,0,0.17,0.06,0.22,0.17,0.22,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Dwight McNeil,ENG,MF,24,1999,21,15,1371,15.2,4,6,10,4,0,0,1,0,0.26,0.39,0.66,0.26,0.66,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Harrison Armstrong,ENG,MF,17,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Idrissa Gueye,SEN,MF,34,1989,37,35,3063,34.0,0,3,3,0,0,0,9,0,0.0,0.09,0.09,0.0,0.09,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Iliman Ndiaye,SEN,"MF,FW",24,2000,33,29,2430,27.0,9,0,9,7,2,2,3,0,0.33,0.0,0.33,0.26,0.26,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Jack Harrison,ENG,"MF,FW",27,1996,34,24,2076,23.1,1,0,1,1,0,0,0,0,0.04,0.0,0.04,0.04,0.04,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Jake O'Brien,IRL,DF,23,2001,20,17,1571,17.5,2,0,2,2,0,0,5,0,0.11,0.0,0.11,0.11,0.11,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,James Garner,ENG,"MF,DF",23,2001,21,17,1594,17.7,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,James Tarkowski,ENG,DF,31,1992,33,33,2922,32.5,1,1,2,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22,2002,30,28,2511,27.9,0,1,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Jesper Lindstrøm,DEN,MF,24,2000,25,15,1239,13.8,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Jordan Pickford,ENG,GK,30,1994,38,38,3420,38.0,0,1,1,0,0,0,7,0,0.0,0.03,0.03,0.0,0.03,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Mason Holgate,JAM,DF,27,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Michael Keane,ENG,DF,31,1993,14,11,1049,11.7,3,0,3,3,0,0,5,0,0.26,0.0,0.26,0.26,0.26,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Nathan Patterson,SCO,DF,22,2001,10,3,347,3.9,0,1,1,0,0,0,1,0,0.0,0.26,0.26,0.0,0.26,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Orel Mangala,BEL,MF,26,1998,19,14,1261,14.0,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Roman Dixon,ENG,DF,19,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Séamus Coleman,IRL,DF,35,1988,5,3,215,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21,2003,18,5,574,6.4,0,1,1,0,0,0,4,0,0.0,0.16,0.16,0.0,0.16,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25,1999,35,35,3082,34.2,1,2,3,1,0,0,4,0,0.03,0.06,0.09,0.03,0.09,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Everton,Youssef Chermiti,POR,FW,20,2004,4,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Fulham,Adama Traoré,ESP,MF,28,1996,36,18,1772,19.7,2,7,9,2,0,0,3,0,0.1,0.36,0.46,0.1,0.46,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Fulham,Alex Iwobi,NGA,MF,28,1996,38,35,2981,33.1,9,6,15,9,0,0,1,0,0.27,0.18,0.45,0.27,0.45,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Fulham,Andreas Pereira,BRA,MF,28,1996,33,25,2013,22.4,2,4,6,2,0,1,7,0,0.09,0.18,0.27,0.09,0.27,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Fulham,Antonee Robinson,USA,"DF,MF",26,1997,36,35,3167,35.2,0,10,10,0,0,0,8,0,0.0,0.28,0.28,0.0,0.28,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Fulham,Bernd Leno,GER,GK,32,1992,38,38,3420,38.0,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Fulham,Calvin Bassey,NGA,DF,24,1999,35,34,3074,34.2,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Fulham,Carlos Vinícius,BRA,FW,29,1995,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24,2000,34,25,2043,22.7,6,3,9,6,0,0,3,0,0.26,0.13,0.4,0.26,0.4,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Fulham,Harrison Reed,ENG,MF,29,1995,12,0,108,1.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"MF,FW",27,1997,25,12,1162,12.9,6,1,7,6,0,0,2,0,0.46,0.08,0.54,0.46,0.54,ENG,2024-2025,standard,2026-08-06T22:37:36.946061
