league,season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,_league_id,_season,_stat_type,_scraped_at
ESP-La Liga,2425,Alavés,Abde Rebbach,ALG,"MF,FW",25,1998,4.3,1,0,0,5,6,2,17,0,1,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Abdel Abqar,MAR,DF,25,1999,27.4,13,0,0,47,32,2,5,36,22,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Adrian Rodriguez,ESP,GK,23,2000,1.4,1,0,0,0,3,0,0,0,0,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Aleksandar Sedlar,SRB,DF,32,1991,6.6,1,1,0,9,5,0,0,11,10,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Ander Guevara,ESP,MF,27,1997,21.6,3,0,0,38,17,0,4,14,30,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Antonio Blanco,ESP,MF,24,2000,30.3,11,1,1,67,27,0,27,41,41,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Antonio Sivera,ESP,GK,27,1996,31.2,6,1,0,4,5,0,0,0,1,,,1,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Asier Villalibre,ESP,FW,26,1997,3.7,2,0,0,11,7,2,2,1,2,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Carles Aleñá,ESP,MF,26,1998,12.1,1,0,0,11,24,0,31,1,12,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Carlos Benavídez,URU,MF,26,1998,5.4,3,0,0,17,6,1,1,7,15,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Carlos Martín,ESP,"MF,FW",22,2002,14.8,3,0,0,31,28,6,24,5,20,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Carlos Vicente,ESP,MF,25,1999,34.4,3,0,0,38,63,10,266,14,33,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Facundo Garcés,MAS,DF,24,1999,7.5,2,0,0,7,2,0,1,6,2,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Hugo Novoa,ESP,"MF,DF",21,2003,2.6,0,0,0,1,1,2,7,0,5,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Jesús Owono,EQG,GK,23,2001,5.4,0,0,0,1,2,0,0,0,1,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Joan Jordán,ESP,MF,30,1994,15.7,4,0,0,29,11,1,107,9,18,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Jon Guridi,ESP,MF,29,1995,23.1,6,0,0,35,14,5,17,13,23,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Kiké,ESP,FW,34,1989,28.2,5,1,1,49,59,22,13,1,14,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Luis Rioja,ESP,"FW,MF",30,1993,0.3,0,0,0,1,1,0,6,0,1,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
ESP-La Liga,2425,Alavés,Luka Romero,ARG,"MF,FW",19,2004,2.2,0,0,0,3,3,1,10,1,4,,,0,ESP,2024-2025,misc,2026-08-06T22:58:43.635527
