league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,_league_id,_season,_stat_type,_scraped_at
ITA-Serie A,2526,Genoa,Johan Vásquez,MEX,DF,26,1998,36,36,3215,35.7,1,0,1,1,0,0,2,0,0.03,0.0,0.03,0.03,0.03,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Joi Nuredini,ALB,FW,17,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Junior Messias,BRA,MF,34,1991,20,5,685,7.6,3,1,4,2,1,1,1,0,0.39,0.13,0.53,0.26,0.39,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Justin Bijlow,NED,GK,27,1998,16,16,1395,15.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Latif Ouedraogo,BFA,DF,17,2007,2,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Leo Østigård,NOR,DF,25,1999,30,30,2622,29.1,5,1,6,5,0,0,7,0,0.17,0.03,0.21,0.17,0.21,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Lorenzo Colombo,ITA,FW,23,2002,38,30,2326,25.8,7,1,8,6,1,2,2,0,0.27,0.04,0.31,0.23,0.27,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Lorenzo Venturino,ITA,FW,19,2006,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Mamedi Doucouré,FRA,DF,18,2007,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Maxwel Cornet,CIV,MF,28,1996,8,1,118,1.3,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Mikael Ellertsson,ISL,MF,23,2002,36,31,2767,30.7,1,1,2,1,0,0,1,1,0.03,0.03,0.07,0.03,0.07,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Morten Frendrup,DEN,MF,24,2001,36,35,3081,34.2,1,0,1,1,0,0,5,0,0.03,0.0,0.03,0.03,0.03,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Morten Thorsby,NOR,MF,29,1996,13,8,731,8.1,2,1,3,2,0,0,2,0,0.25,0.12,0.37,0.25,0.37,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Nicola Leali,ITA,GK,32,1993,22,21,1847,20.5,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Nicolae Stanciu,ROU,MF,32,1993,4,2,180,2.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Nils Zätterström,SWE,DF,20,2005,3,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Patrizio Masini,ITA,MF,24,2001,28,13,1413,15.7,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Ruslan Malinovskyi,UKR,MF,32,1993,34,28,2235,24.8,6,3,9,3,3,3,10,0,0.24,0.12,0.36,0.12,0.24,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Sebastian Otoa,DEN,DF,21,2004,13,9,829,9.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Seydou Fini,ITA,FW,19,2006,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Stefano Sabelli,ITA,"MF,DF",32,1993,16,12,913,10.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Tommaso Baldanzi,ITA,MF,22,2003,8,5,399,4.4,0,2,2,0,0,0,0,0,0.0,0.45,0.45,0.0,0.45,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Valentin Carboni,ARG,MF,20,2005,12,3,359,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Genoa,Vitinha,POR,"FW,MF",25,2000,35,28,2226,24.7,5,1,6,5,0,0,5,0,0.2,0.04,0.24,0.2,0.24,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Abdou Harroui,NED,MF,27,1998,23,11,907,10.1,1,0,1,0,1,1,3,0,0.1,0.0,0.1,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Al-Musrati,LBY,MF,29,1996,18,8,844,9.4,0,1,1,0,0,0,6,1,0.0,0.11,0.11,0.0,0.11,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Amin Sarr,SWE,"FW,MF",24,2001,34,9,1102,12.2,0,1,1,0,0,0,2,1,0.0,0.08,0.08,0.0,0.08,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Andrias Edmundsson,FRO,DF,24,2000,15,15,1319,14.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Antoine Bernede,FRA,MF,26,1999,32,29,2301,25.6,1,2,3,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Armel Bella Kotchap,GER,DF,23,2001,19,14,1347,15.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Cheikh Niasse,SEN,MF,25,2000,19,11,970,10.8,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Daniel Mosquera,COL,FW,25,1999,22,5,597,6.6,0,2,2,0,0,0,1,0,0.0,0.3,0.3,0.0,0.3,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Daniel Oyegoke,ENG,"MF,DF",22,2003,15,8,594,6.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Domagoj Bradarić,CRO,MF,25,1999,29,23,1966,21.8,0,1,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Enzo Ebosse,CMR,DF,26,1999,4,3,214,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Fallou Cham,GAM,MF,19,2006,6,3,228,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Gift Orban,NGA,FW,23,2002,28,23,2027,22.5,7,2,9,5,2,2,4,1,0.31,0.09,0.4,0.22,0.31,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Giovane,BRA,"FW,MF",21,2003,21,19,1533,17.0,3,4,7,3,0,0,2,0,0.18,0.23,0.41,0.18,0.41,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Grigoris Kastanos,CYP,MF,27,1998,6,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Ioan Vermeșan,ROU,FW,18,2006,6,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Isaac,BRA,FW,21,2004,3,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Jean-Daniel Akpa-Akpro,CIV,MF,32,1992,22,17,1504,16.7,1,0,1,1,0,0,9,0,0.06,0.0,0.06,0.06,0.06,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Junior Ajayi,CIV,FW,20,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Kieron Bowie,SCO,FW,22,2002,14,14,1200,13.3,4,0,4,4,0,0,1,0,0.3,0.0,0.3,0.3,0.3,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Lorenzo Montipò,ITA,GK,29,1996,35,35,3150,35.0,0,1,1,0,0,0,0,0,0.0,0.03,0.03,0.0,0.03,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Martin Frese,DEN,"MF,DF",27,1998,31,27,2408,26.8,2,0,2,2,0,0,8,0,0.07,0.0,0.07,0.07,0.07,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Nicolás Valentini,ARG,DF,24,2001,21,15,1409,15.7,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Pol Lirola,ESP,MF,27,1997,6,3,305,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Rafik Belghali,ALG,MF,23,2002,26,22,1920,21.3,2,0,2,2,0,0,6,0,0.09,0.0,0.09,0.09,0.09,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Roberto Gagliardini,ITA,MF,31,1994,29,25,2272,25.2,1,0,1,1,0,0,9,0,0.04,0.0,0.04,0.04,0.04,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Sandi Lovrić,SVN,MF,27,1998,7,3,309,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Simone Perilli,ITA,GK,30,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Suat Serdar,GER,MF,28,1997,20,12,1108,12.3,2,0,2,2,0,0,3,0,0.16,0.0,0.16,0.16,0.16,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Tobias Slotsager,DEN,DF,19,2006,8,4,446,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Tomáš Suslov,SVK,FW,23,2002,11,5,446,5.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Unai Núñez,ESP,DF,28,1997,17,15,1265,14.1,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Victor Nelsson,DEN,DF,26,1998,38,37,3315,36.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Hellas Verona,Yellu Santiago,ESP,MF,21,2004,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Alessandro Bastoni,ITA,DF,26,1999,28,28,2239,24.9,1,4,5,1,0,0,6,0,0.04,0.16,0.2,0.04,0.2,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Andy Diouf,FRA,MF,22,2003,19,4,493,5.5,1,0,1,1,0,0,1,0,0.18,0.0,0.18,0.18,0.18,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Ange-Yoan Bonny,CIV,FW,21,2003,33,10,1142,12.7,5,4,9,5,0,0,1,0,0.39,0.32,0.71,0.39,0.71,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Benjamin Pavard,FRA,DF,29,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Carlos Augusto,BRA,"MF,DF",26,1999,34,18,1763,19.6,1,1,2,1,0,0,6,0,0.05,0.05,0.1,0.05,0.1,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Davide Frattesi,ITA,MF,25,1999,22,3,569,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Denzel Dumfries,NED,MF,29,1996,20,15,1325,14.7,3,1,4,3,0,0,2,0,0.2,0.07,0.27,0.2,0.27,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Federico Dimarco,ITA,MF,27,1997,35,30,2698,30.0,7,16,23,7,0,0,3,0,0.23,0.53,0.77,0.23,0.77,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Francesco Acerbi,ITA,DF,37,1988,18,15,1378,15.3,0,1,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Francesco Esposito,ITA,FW,20,2005,35,15,1571,17.5,7,3,10,7,0,0,1,0,0.4,0.17,0.57,0.4,0.57,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Hakan Çalhanoğlu,TUR,MF,31,1994,22,20,1639,18.2,9,4,13,5,4,5,7,0,0.49,0.22,0.71,0.27,0.49,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Henrikh Mkhitaryan,ARM,MF,36,1989,30,16,1560,17.3,4,1,5,4,0,0,5,0,0.23,0.06,0.29,0.23,0.29,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Josep Martinez,ESP,GK,27,1998,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Lautaro Martínez,ARG,FW,27,1997,30,27,2159,24.0,17,6,23,17,0,0,4,0,0.71,0.25,0.96,0.71,0.96,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Luis Henrique,BRA,MF,23,2001,30,18,1624,18.0,1,2,3,1,0,0,1,0,0.06,0.11,0.17,0.06,0.17,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Luka Topalović,SVN,MF,19,2006,1,0,10,0.1,0,1,1,0,0,0,0,0,0.0,9.0,9.0,0.0,9.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Manuel Akanji,SUI,DF,30,1995,33,31,2821,31.3,2,0,2,2,0,0,4,0,0.06,0.0,0.06,0.06,0.06,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Marcus Thuram,FRA,FW,27,1997,29,24,1900,21.1,13,6,19,13,0,0,2,0,0.62,0.28,0.9,0.62,0.9,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Matteo Cocchi,ITA,DF,18,2007,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Matteo Darmian,ITA,"MF,DF",35,1989,6,2,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Matteo Lavelli,ITA,FW,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Mattia Mosconi,ITA,FW,18,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Nicolò Barella,ITA,MF,28,1997,34,31,2517,28.0,3,8,11,3,0,0,7,0,0.11,0.29,0.39,0.11,0.39,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Petar Sučić,CRO,MF,21,2003,34,21,1765,19.6,2,2,4,2,0,0,5,0,0.1,0.1,0.2,0.1,0.2,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Piotr Zieliński,POL,MF,31,1994,34,22,2045,22.7,6,3,9,5,1,1,3,0,0.26,0.13,0.4,0.22,0.35,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Raffaele Di Gennaro,ITA,GK,31,1993,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Stefan de Vrij,NED,DF,33,1992,11,8,670,7.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Yann Aurel Bisseck,GER,DF,24,2000,23,21,1922,21.4,3,1,4,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Inter,Yann Sommer,SUI,GK,36,1988,33,33,2960,32.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Andrea Cambiaso,ITA,"MF,DF",25,2000,36,35,2769,30.8,3,4,7,3,0,0,3,1,0.1,0.13,0.23,0.1,0.23,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Arkadiusz Milik,POL,FW,31,1994,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Daniele Rugani,ITA,DF,31,1994,6,3,250,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Dušan Vlahović,SRB,FW,25,2000,19,11,968,10.8,7,1,8,6,1,1,0,0,0.65,0.09,0.74,0.56,0.65,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Edon Zhegrova,KVX,MF,26,1999,19,0,382,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Emil Holm,SWE,MF,25,2000,7,2,230,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Fabio Miretti,ITA,MF,21,2003,23,5,617,6.9,1,2,3,1,0,0,1,0,0.15,0.29,0.44,0.15,0.44,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Federico Gatti,ITA,DF,27,1998,21,12,1093,12.1,2,0,2,2,0,0,3,0,0.16,0.0,0.16,0.16,0.16,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Filip Kostić,SRB,MF,32,1992,18,4,479,5.3,3,1,4,3,0,0,1,0,0.56,0.19,0.75,0.56,0.75,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Francisco Conceição,POR,"MF,FW",22,2002,31,27,2078,23.1,3,5,8,3,0,0,3,0,0.13,0.22,0.35,0.13,0.35,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Gleison Bremer,BRA,DF,28,1997,26,25,2171,24.1,4,3,7,4,0,0,5,0,0.17,0.12,0.29,0.17,0.29,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Jeremie Boga,CIV,"MF,FW",28,1997,15,6,679,7.5,4,0,4,4,0,0,1,0,0.53,0.0,0.53,0.53,0.53,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Jonathan David,CAN,FW,25,2000,35,20,1781,19.8,6,4,10,6,0,1,0,0,0.3,0.2,0.51,0.3,0.51,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,João Mário Lopes,POR,MF,25,2000,10,2,258,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Juan David Cabal,COL,MF,24,2001,12,2,296,3.3,2,0,2,2,0,0,1,0,0.61,0.0,0.61,0.61,0.61,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Kenan Yıldız,TUR,"MF,FW",20,2005,36,33,2825,31.4,10,6,16,9,1,2,2,0,0.32,0.19,0.51,0.29,0.48,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Khéphren Thuram,FRA,MF,24,2001,35,30,2442,27.1,3,3,6,3,0,0,2,0,0.11,0.11,0.22,0.11,0.22,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Lloyd Kelly,ENG,DF,26,1998,35,33,2996,33.3,1,1,2,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Loïs Openda,BEL,"FW,MF",25,2000,24,6,666,7.4,1,0,1,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Manuel Locatelli,ITA,MF,27,1998,36,36,2994,33.3,1,2,3,1,0,1,9,0,0.03,0.06,0.09,0.03,0.09,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Mattia Perin,ITA,GK,32,1992,9,9,765,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Michele Di Gregorio,ITA,GK,28,1997,30,29,2655,29.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Nicolás González,ARG,"FW,MF",27,1998,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Pierre Kalulu,FRA,"DF,MF",25,2000,37,37,3281,36.5,2,4,6,2,0,0,4,1,0.05,0.11,0.16,0.05,0.16,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Teun Koopmeiners,NED,"MF,DF",27,1998,33,18,1827,20.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Vasilije Adžić,MNE,MF,19,2006,10,1,171,1.9,1,0,1,1,0,0,0,0,0.53,0.0,0.53,0.53,0.53,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Juventus,Weston McKennie,USA,MF,26,1998,36,32,2835,31.5,5,5,10,5,0,0,5,0,0.16,0.16,0.32,0.16,0.32,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Lazio,Adam Marušić,MNE,DF,32,1992,33,32,2778,30.9,1,2,3,1,0,0,1,1,0.03,0.06,0.1,0.03,0.1,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Lazio,Adrian Przyborek,POL,MF,18,2007,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Lazio,Alessio Furlanetto,ITA,GK,23,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Lazio,Alessio Romagnoli,ITA,DF,30,1995,32,31,2666,29.6,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
ITA-Serie A,2526,Lazio,Boulaye Dia,SEN,"FW,MF",28,1996,27,14,1253,13.9,1,2,3,1,0,0,1,0,0.07,0.14,0.22,0.07,0.22,ITA,2025-2026,standard,2026-08-08T22:19:44.013809
