league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,_league_id,_season,_stat_type,_scraped_at
FRA-Ligue 1,2526,Angers,Yassin Belkhdim,FRA,MF,23,2002,23.7,2,33,14,42.4,1.39,0.59,0.06,0.14,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Assane Dioussé,SEN,MF,27,1997,2.4,0,4,1,25.0,1.64,0.41,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Bryan Okoh,SUI,DF,22,2003,11.2,3,8,3,37.5,0.72,0.27,0.38,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Clément Akpa,CIV,DF,23,2001,21.6,0,6,0,0.0,0.28,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Danny Loader,CMR,"MF,FW",24,2000,28.0,3,62,17,27.4,2.22,0.61,0.05,0.18,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Donovan Léon,GUF,GK,32,1992,27.3,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Elisha Owusu,GHA,MF,27,1997,26.0,0,7,0,0.0,0.27,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Francisco Sierralta,CHI,DF,28,1997,9.6,1,7,2,28.6,0.73,0.21,0.14,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Fredrik Oppegard,NOR,"MF,DF",22,2002,13.8,0,10,2,20.0,0.72,0.14,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Gabriel Osho,NGA,DF,26,1998,1.5,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Gideon Mensah,GHA,DF,27,1998,25.9,0,1,0,0.0,0.04,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Ibrahim Osman,GHA,"MF,FW",20,2004,6.9,0,18,6,33.3,2.59,0.86,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Josué Casimir,HAI,"MF,FW",23,2001,16.9,1,22,12,54.5,1.3,0.71,0.05,0.08,0,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Kévin Danois,FRA,MF,21,2004,31.4,3,25,8,32.0,0.8,0.25,0.12,0.38,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Lamine Sy,MTN,DF,22,2002,17.1,0,13,2,15.4,0.76,0.12,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Lassine Sinayoko,MLI,"FW,MF",25,1999,30.8,12,93,39,41.9,3.02,1.27,0.1,0.23,3,4,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Lasso Coulibaly,CIV,MF,22,2002,3.6,0,3,0,0.0,0.84,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Mamoudou Cissokho,FRA,FW,17,2007,0.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Marvin Senaya,GHA,"DF,MF",24,2001,19.8,1,15,5,33.3,0.76,0.25,0.07,0.2,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Naouirou Ahamada,FRA,MF,23,2002,7.6,0,6,1,16.7,0.79,0.13,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Oussama El Azzouzi,MAR,"MF,DF",24,2001,9.0,1,5,1,20.0,0.56,0.11,0.2,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Romain Faivre,FRA,"MF,FW",27,1998,6.5,0,11,3,27.3,1.7,0.46,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Rudy Matondo,FRA,MF,17,2008,6.8,0,4,0,0.0,0.59,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Ryan Rodin,FRA,MF,19,2006,0.3,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Sekou Mara,FRA,FW,23,2002,13.6,3,33,12,36.4,2.42,0.88,0.09,0.25,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Sinaly Diomande,CIV,DF,24,2001,23.7,2,9,4,44.4,0.38,0.17,0.22,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Telli Siwe,FRA,DF,20,2004,3.5,0,2,1,50.0,0.57,0.29,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Theo Bair,CAN,FW,25,1999,0.1,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Théo De Percin,MTQ,GK,24,2001,6.6,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Tidiane Devernois,FRA,MF,17,2007,0.1,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Auxerre,Yvan Zaddy,CIV,MF,19,2006,0.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Axel Camblan,FRA,FW,21,2003,0.1,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Bradley Locko,FRA,DF,23,2002,14.3,0,2,1,50.0,0.14,0.07,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Brendan Chardonnet,FRA,DF,30,1994,28.3,1,12,6,50.0,0.42,0.21,0.08,0.17,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Daouda Guindo,MLI,DF,22,2002,18.7,1,21,5,23.8,1.12,0.27,0.05,0.2,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Grégoire Coudert,FRA,GK,26,1999,24.4,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Hamidou Makalou,MLI,MF,19,2006,3.8,0,4,1,25.0,1.06,0.26,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Hugo Magnetti,FRA,MF,27,1998,29.9,1,22,5,22.7,0.74,0.17,0.05,0.2,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Ibrahim Kanté,FRA,MF,18,2007,0.1,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Joris Chotard,FRA,MF,23,2001,30.8,2,25,8,32.0,0.81,0.26,0.08,0.25,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Julien Le Cardinal,FRA,DF,27,1997,3.6,1,5,2,40.0,1.37,0.55,0.2,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Junior Diaz,CIV,DF,22,2003,17.4,0,7,1,14.3,0.4,0.06,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Junior Dina Ebimbe,CMR,MF,24,2000,12.9,5,27,9,33.3,2.09,0.7,0.19,0.56,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Justin Bourgault,FRA,FW,19,2005,0.2,0,1,0,0.0,5.63,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Kamory Doumbia,MLI,MF,22,2003,19.4,5,43,14,32.6,2.21,0.72,0.12,0.36,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Kenny Lala,MAD,DF,33,1991,31.0,0,8,1,12.5,0.26,0.03,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Lucas Tousart,FRA,"MF,DF",28,1997,9.3,1,9,3,33.3,0.97,0.32,0.11,0.33,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Luck Zogbé,CIV,DF,20,2005,3.2,0,3,0,0.0,0.94,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Ludovic Ajorque,FRA,FW,31,1994,31.3,8,55,17,30.9,1.76,0.54,0.15,0.47,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Mama Samba Baldé,GNB,"FW,MF",29,1995,8.0,2,31,5,16.1,3.9,0.63,0.06,0.4,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Pathé Mboup,SEN,MF,21,2003,11.7,1,23,10,43.5,1.96,0.85,0.04,0.1,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Pierre Lees-Melou,FRA,MF,32,1993,2.0,0,4,0,0.0,2.0,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Radosław Majecki,POL,GK,25,1999,9.6,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Raphael Le Guen,FRA,DF,18,2006,4.2,0,4,1,25.0,0.96,0.24,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Romain Del Castillo,FRA,"MF,FW",29,1996,29.2,9,33,13,39.4,1.13,0.45,0.09,0.23,6,8,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Rémy Labeau Lascary,GLP,"MF,FW",22,2003,13.3,5,34,16,47.1,2.55,1.2,0.15,0.31,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Soumaïla Coulibaly,FRA,DF,21,2003,14.9,0,6,2,33.3,0.4,0.13,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Brest,Sérigné Diop,SEN,FW,20,2005,0.1,0,1,0,0.0,7.5,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Abdoulaye Touré,GUI,MF,31,1994,8.2,2,13,4,30.8,1.58,0.49,0.15,0.5,0,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Arouna Sangante,SEN,DF,23,2002,25.8,1,9,5,55.6,0.35,0.19,0.11,0.2,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Ayumu Seko,JPN,"MF,DF",25,2000,29.2,0,17,6,35.3,0.58,0.21,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Damián Pizarro,CHI,FW,20,2005,0.3,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Daren Mosengo,FRA,MF,18,2006,1.2,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Enzo Koffi Vinette,FRA,DF,19,2006,4.3,0,4,2,50.0,0.94,0.47,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Etienne Youte Kinkoue,FRA,"DF,MF",23,2002,4.7,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Felix Mambimbi,SUI,"FW,MF",24,2001,5.9,1,6,2,33.3,1.02,0.34,0.17,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Fodé Doucouré,MLI,"MF,FW",24,2001,13.8,3,20,8,40.0,1.45,0.58,0.15,0.38,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Gautier Lloris,FRA,DF,30,1995,26.6,1,12,4,33.3,0.45,0.15,0.08,0.25,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Georges Gomis,SEN,DF,17,2008,0.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Godson Kyeremeh,FRA,FW,25,2000,4.2,1,6,2,33.3,1.42,0.47,0.17,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Issa Soumaré,SEN,"FW,MF",24,2000,32.8,8,77,28,36.4,2.35,0.85,0.09,0.25,1,3,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Kenny Quetant,FRA,FW,19,2006,4.1,1,8,2,25.0,1.94,0.48,0.13,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Lionel Mpasi,COD,GK,30,1994,3.5,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Loïc Nego,HUN,"DF,MF",34,1991,26.0,0,16,3,18.8,0.62,0.12,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Lucas Gourna-Douath,FRA,MF,21,2003,14.1,0,9,2,22.2,0.64,0.14,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Mbwana Samatta,TAN,FW,32,1992,17.1,2,42,16,38.1,2.45,0.93,0.05,0.13,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Mory Diaw,SEN,GK,32,1993,29.5,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Noam Obougou Jacquet,FRA,FW,19,2006,1.2,1,4,3,75.0,3.46,2.6,0.25,0.33,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Paul Argney,FRA,GK,19,2006,1.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Rassoul Ndiaye,SEN,MF,23,2001,28.5,4,34,9,26.5,1.19,0.32,0.12,0.44,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Reda Khadra,GER,FW,24,2001,2.5,0,6,3,50.0,2.36,1.18,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Simon Ebonog,CMR,MF,20,2004,19.5,1,22,4,18.2,1.13,0.2,0.05,0.25,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Sofiane Boufal,MAR,"MF,FW",31,1993,11.3,1,19,4,21.1,1.68,0.35,0.05,0.25,0,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Stephan Zagadou,FRA,DF,16,2008,5.5,1,1,1,100.0,0.18,0.18,1.0,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Thomas Delaine,FRA,"MF,DF",33,1992,2.2,0,3,0,0.0,1.34,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Timothee Pembele,FRA,"MF,DF",22,2002,4.2,0,4,2,50.0,0.94,0.47,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Yanis Zouaoui,ALG,"DF,MF",27,1998,26.0,1,16,5,31.3,0.62,0.19,0.0,0.0,1,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Yassine Kechta,MAR,MF,23,2002,14.8,2,21,9,42.9,1.42,0.61,0.1,0.22,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Le Havre,Younes Namli,DEN,"FW,MF",31,1994,3.6,0,4,0,0.0,1.1,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Abdallah Sima,SEN,"MF,FW",24,2001,8.0,2,30,9,30.0,3.76,1.13,0.07,0.22,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Adrien Thomasson,FRA,MF,31,1993,29.8,3,43,13,30.2,1.44,0.44,0.07,0.23,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Allan Saint-Maximin,FRA,MF,28,1997,4.6,3,21,3,14.3,4.61,0.66,0.14,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Amadou Haidara,MLI,MF,27,1998,2.9,1,2,2,100.0,0.69,0.69,0.5,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Andrija Bulatović,MNE,MF,18,2006,8.5,0,11,5,45.5,1.3,0.59,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Andy Diouf,FRA,MF,22,2003,1.0,0,3,1,33.3,3.0,1.0,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Anthony Bermont,FRA,FW,20,2005,1.2,0,4,2,50.0,3.46,1.73,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Arthur Masuaku,COD,"DF,MF",31,1993,2.5,0,1,1,100.0,0.4,0.4,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Deiver Machado,COL,MF,31,1993,3.0,0,6,1,16.7,1.98,0.33,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Erawan Garnier,THA,DF,19,2006,0.1,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Florian Sotoca,FRA,"MF,FW",34,1990,5.6,1,13,1,7.7,2.31,0.18,0.08,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Florian Thauvin,FRA,MF,32,1993,27.1,11,74,27,36.5,2.73,0.99,0.12,0.33,2,3,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Fodé Sylla,FRA,MF,19,2006,1.1,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Ismaëlo Ganiou,FRA,DF,20,2005,22.4,3,22,4,18.2,0.98,0.18,0.14,0.75,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Lens,Jonathan Gradit,FRA,DF,32,1992,9.0,0,2,0,0.0,0.22,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
