league,season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,_league_id,_season,_stat_type,_scraped_at
GER-Bundesliga,2324,Augsburg,Arne Engels,BEL,"MF,DF",19,2003,15.6,1,1,0,24,15,1,82,14,21,,,0,GER,2023-2024,misc,2026-08-06T23:02:25.934184
GER-Bundesliga,2324,Augsburg,Arne Maier,GER,"MF,FW",24,1999,11.1,0,0,0,4,4,0,83,6,9,,,0,GER,2023-2024,misc,2026-08-06T23:02:25.934184
GER-Bundesliga,2324,Augsburg,Dion Drena Beljo,CRO,"FW,MF",21,2002,6.5,2,0,0,9,7,6,3,1,0,,,0,GER,2023-2024,misc,2026-08-06T23:02:25.934184
GER-Bundesliga,2324,Augsburg,Elvis Rexhbeçaj,KVX,MF,25,1997,22.1,4,0,0,20,42,2,22,20,21,,,0,GER,2023-2024,misc,2026-08-06T23:02:25.934184
GER-Bundesliga,2324,Augsburg,Ermedin Demirović,BIH,"FW,MF",25,1998,31.9,7,0,0,60,35,16,10,11,14,,,0,GER,2023-2024,misc,2026-08-06T23:02:25.934184
GER-Bundesliga,2324,Augsburg,Finn Dahmen,GER,GK,25,1998,31.0,4,0,0,2,4,0,0,0,0,,,1,GER,2023-2024,misc,2026-08-06T23:02:25.934184
GER-Bundesliga,2324,Augsburg,Fredrik Jensen,FIN,MF,25,1997,14.9,1,0,0,14,2,5,91,13,13,,,0,GER,2023-2024,misc,2026-08-06T23:02:25.934184
GER-Bundesliga,2324,Augsburg,Iago,BRA,"DF,MF",26,1997,18.0,4,0,0,15,23,4,45,17,17,,,0,GER,2023-2024,misc,2026-08-06T23:02:25.934184
GER-Bundesliga,2324,Augsburg,Irvin Cardona,MLT,"FW,MF",25,1997,0.6,1,0,0,1,0,0,5,0,1,,,0,GER,2023-2024,misc,2026-08-06T23:02:25.934184
GER-Bundesliga,2324,Augsburg,Jeffrey Gouweleeuw,NED,DF,32,1991,28.8,7,0,0,26,9,4,16,34,24,,,0,GER,2023-2024,misc,2026-08-06T23:02:25.934184
GER-Bundesliga,2324,Augsburg,Kevin Mbabu,SUI,"DF,MF",28,1995,22.7,5,0,0,45,26,2,100,22,40,,,0,GER,2023-2024,misc,2026-08-06T23:02:25.934184
