league,season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,_league_id,_season,_stat_type,_scraped_at
GER-Bundesliga,2425,Bochum,Aliou Badara Baldé,GUI,FW,21,2002,1.0,1,0,0,1,0,2,4,0,1,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Anthony Losilla,FRA,MF,38,1986,12.6,1,0,0,18,9,1,4,18,15,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Bernardo,BRA,DF,29,1995,19.8,5,0,0,24,11,0,15,26,26,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Cristian Gamboa,CRC,MF,34,1989,2.5,1,0,0,1,3,0,6,2,3,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Dani de Wit,NED,"MF,FW",26,1998,12.8,1,0,0,24,12,8,8,12,18,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Erhan Mašović,SRB,"DF,MF",25,1998,10.1,2,0,0,12,4,0,0,12,10,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Felix Passlack,GER,"MF,DF",26,1998,25.9,4,0,0,28,21,2,111,19,24,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Gerrit Holtmann,PHI,"MF,DF",29,1995,12.6,2,0,0,26,7,4,90,16,18,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Giorgos Masouras,GRE,FW,30,1994,11.7,1,0,0,12,10,15,27,4,10,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Ibrahima Sissoko,MLI,MF,26,1997,29.0,11,1,1,76,29,2,21,33,40,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Ivan Ordets,UKR,DF,32,1992,20.7,6,0,0,22,19,2,1,43,8,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Jakov Medić,CRO,DF,25,1998,17.8,2,0,0,10,7,2,1,22,10,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Kacper Koscierski,GER,DF,17,2007,0.1,0,0,0,0,0,0,0,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Koji Miyoshi,JPN,"MF,FW",27,1997,5.2,0,1,0,10,4,2,9,2,5,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Lukas Daschner,GER,"FW,MF",25,1998,4.6,0,0,0,4,2,0,19,0,2,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Mats Pannewig,GER,MF,19,2004,3.0,1,0,0,5,1,0,3,2,7,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Matúš Bero,SVK,MF,28,1995,28.5,11,0,0,50,34,1,123,18,36,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Maximilian Wittek,GER,"DF,MF",28,1995,30.1,8,0,0,34,34,0,166,26,40,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Moritz Broschinski,GER,"FW,MF",23,2000,15.4,1,0,0,28,18,5,28,1,16,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Moritz-Broni Kwarteng,GHA,MF,26,1998,1.9,1,0,0,3,1,0,1,0,3,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Myron Boadu,NED,FW,23,2001,11.6,2,0,0,11,6,12,2,1,1,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Patrick Drewes,GER,GK,31,1993,21.0,2,0,0,1,3,0,0,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Philipp Hofmann,GER,FW,31,1993,25.3,4,0,0,36,31,4,10,5,12,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Samuel Bamba,GER,FW,20,2004,0.3,0,0,0,0,1,1,5,0,1,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Tim Oermann,GER,DF,20,2003,24.6,0,0,0,16,8,0,14,24,30,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Timo Horn,GER,GK,31,1993,13.0,2,0,0,0,2,0,0,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bochum,Tom Krauß,GER,MF,23,2001,12.0,2,0,0,14,16,0,10,11,17,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Alexander Meyer,GER,GK,33,1991,2.0,0,0,0,0,0,0,0,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Almugera Kabar,GER,DF,18,2006,1.5,2,1,1,2,2,0,1,1,3,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Ayman Azhil,MAR,MF,23,2001,0.3,1,0,0,2,0,1,0,0,1,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Carney Chukwuemeka,AUT,MF,20,2003,2.8,1,0,0,4,5,1,1,1,5,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Cole Campbell,USA,FW,18,2006,0.2,0,0,0,1,1,0,1,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Daniel Svensson,SWE,"MF,DF",22,2002,8.7,0,0,0,4,7,1,36,5,11,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Donyell Malen,NED,MF,25,1999,6.8,1,0,0,2,7,3,13,3,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Emre Can,GER,"DF,MF",30,1994,23.4,4,1,0,25,19,0,10,20,27,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Felix Nmecha,GER,MF,23,2000,16.8,3,0,0,22,26,0,6,24,21,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Gio Reyna,USA,MF,21,2002,3.9,3,0,0,8,3,0,15,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Gregor Kobel,SUI,GK,26,1997,32.0,1,0,0,0,2,0,0,2,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Jamie Gittens,ENG,MF,19,2004,19.7,4,0,0,25,44,3,49,10,17,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Julian Brandt,GER,MF,28,1996,25.6,1,0,0,8,9,5,68,14,12,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Julian Ryerson,NOR,"DF,MF",26,1997,25.1,6,1,1,31,23,0,111,23,28,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Julien Duranville,BEL,MF,18,2006,3.1,3,0,0,10,7,2,13,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Karim Adeyemi,GER,"MF,FW",22,2002,15.9,4,0,0,27,18,4,27,8,13,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Kjell-Arik Wätjen,GER,MF,18,2006,0.2,0,0,0,0,1,0,0,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Marcel Sabitzer,AUT,MF,30,1994,18.0,3,0,0,12,9,0,23,10,19,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Maximilian Beier,GER,"MF,FW",21,2002,17.7,2,0,0,17,16,9,18,7,15,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Nico Schlotterbeck,GER,DF,24,1999,22.0,7,2,1,18,19,0,14,15,25,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Niklas Süle,GER,DF,28,1995,11.7,1,0,0,5,2,0,1,3,12,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Pascal Groß,GER,"MF,DF",33,1991,25.9,5,1,0,18,12,0,178,9,29,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Ramy Bensebaini,ALG,DF,29,1995,22.5,6,0,0,28,24,0,35,27,27,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Salih Özcan,TUR,MF,26,1998,4.3,0,0,0,11,7,1,2,10,6,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Serhou Guirassy,GUI,FW,28,1996,28.9,4,0,0,16,53,12,1,5,6,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Waldemar Anton,GER,DF,28,1996,21.7,4,0,0,20,20,1,23,32,21,,,1,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Yan Couto,BRA,"DF,MF",22,2002,9.9,5,0,0,12,7,0,53,10,16,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Dortmund,Yannik Lührs,GER,DF,20,2003,1.4,0,0,0,2,0,0,0,1,1,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Ansgar Knauff,GER,MF,22,2002,17.7,3,0,0,27,28,11,32,11,22,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Arthur Theate,BEL,DF,24,2000,30.0,6,1,1,14,23,1,26,36,24,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Aurèle Amenda,SUI,DF,21,2003,1.1,1,0,0,3,2,0,0,2,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Can Uzun,TUR,MF,18,2005,7.5,1,0,0,8,16,0,17,1,3,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Ellyes Skhiri,TUN,MF,29,1995,24.8,6,0,0,21,19,2,3,34,24,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Elye Wahi,CIV,FW,21,2003,2.2,1,0,0,2,3,4,5,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Fares Chaïbi,ALG,MF,21,2002,11.3,2,0,0,5,7,1,72,10,10,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Hugo Ekitike,FRA,FW,22,2002,28.5,1,0,0,39,17,19,17,5,12,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Hugo Larsson,SWE,MF,20,2004,26.6,2,0,0,21,5,2,8,33,29,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Igor Matanović,CRO,FW,21,2003,3.5,0,0,0,6,11,1,0,1,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Jean Mattéo Bahoya,FRA,MF,19,2005,10.2,3,0,0,9,7,2,31,3,19,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Junior Dina Ebimbe,CMR,MF,23,2000,3.3,0,0,0,10,4,1,8,7,2,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Kauã Santos,BRA,GK,21,2003,8.5,0,0,0,0,2,0,0,0,0,,,1,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Kevin Trapp,GER,GK,34,1990,25.5,0,0,0,0,1,0,0,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Mahmoud Dahoud,GER,MF,28,1996,4.0,2,0,0,10,2,0,4,2,4,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Mario Götze,GER,MF,32,1992,17.1,1,0,0,15,15,1,39,7,28,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Michy Batshuayi,BEL,FW,30,1993,3.3,2,0,0,6,2,4,1,1,1,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Nathaniel Brown,GER,"MF,DF",21,2003,21.6,2,0,0,15,22,0,93,16,42,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Niels Nkounkou,FRA,"MF,DF",23,2000,4.2,1,0,0,5,2,0,23,9,9,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Nnamdi Collins,GER,"DF,MF",20,2004,16.5,4,0,0,26,22,0,17,18,24,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Omar Marmoush,EGY,"FW,MF",25,1999,16.1,2,0,0,9,55,7,78,4,9,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Oscar Højlund,DEN,MF,19,2005,8.0,0,0,0,12,3,0,1,5,12,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Rasmus Kristensen,DEN,"DF,MF",27,1997,27.9,4,0,0,25,12,0,60,20,37,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Robin Koch,GER,DF,28,1996,28.7,3,0,0,23,13,1,1,25,11,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Timothy Chandler,USA,"DF,MF",34,1990,0.3,0,0,0,0,2,0,1,2,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Frankfurt,Tuta,BRA,"DF,MF",25,1999,25.3,8,0,0,30,9,0,2,42,26,,,1,GER,2024-2025,misc,2026-08-06T23:04:16.356689
