league,season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,_league_id,_season,_stat_type,_scraped_at
GER-Bundesliga,2425,Bayern Munich,Aleksandar Pavlovic,GER,MF,20,2004,16.1,2,0,0,17,9,0,5,6,22,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Alphonso Davies,CAN,DF,23,2000,17.3,0,0,0,8,26,3,19,13,16,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Arijon Ibrahimović,GER,MF,18,2005,0.0,0,0,0,0,0,0,0,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Daniel Peretz,ISR,GK,24,2000,3.0,1,0,0,0,2,0,0,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Dayot Upamecano,FRA,DF,25,1998,19.5,6,0,0,20,11,0,6,31,25,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Eric Dier,ENG,DF,30,1994,16.3,1,0,0,16,4,1,2,14,12,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Gabriel Vidovic,CRO,MF,20,2003,0.3,0,0,0,0,1,0,0,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Harry Kane,ENG,FW,31,1993,26.5,5,0,0,9,21,16,14,4,10,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Hiroki Ito,JPN,DF,25,1999,2.8,1,0,0,2,3,0,2,4,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Jamal Musiala,GER,MF,21,2003,20.0,3,0,0,20,55,2,8,7,21,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Jonah Kusi-Asare,SWE,FW,17,2007,0.0,0,0,0,0,0,0,0,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Jonas Urbig,GER,GK,20,2003,8.0,0,0,0,0,0,0,0,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Joshua Kimmich,GER,MF,29,1995,31.6,4,0,0,15,27,2,177,22,28,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Josip Stanišić,CRO,DF,24,2000,9.7,0,0,0,2,4,0,11,5,11,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,João Palhinha,POR,MF,29,1995,7.5,2,1,0,13,10,0,2,4,14,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Kim Min-jae,KOR,DF,27,1996,25.4,2,0,0,25,4,0,0,33,17,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Kingsley Coman,FRA,MF,28,1996,14.2,0,0,0,9,12,8,47,8,11,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Konrad Laimer,AUT,DF,27,1997,18.9,8,0,0,35,12,1,21,5,24,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Leon Goretzka,GER,MF,29,1995,14.7,2,0,0,12,11,0,6,17,9,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Leroy Sané,GER,MF,28,1996,18.2,2,0,0,16,25,6,50,7,14,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Manuel Neuer,GER,GK,38,1986,22.0,0,0,0,0,1,0,0,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Mathys Tel,FRA,MF,19,2005,2.8,0,0,0,5,6,1,5,1,1,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Michael Olise,FRA,MF,22,2001,25.9,3,0,0,22,66,5,134,8,20,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Raphaël Guerreiro,POR,"DF,MF",30,1993,17.5,2,0,0,9,7,0,27,10,14,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Sacha Boey,FRA,DF,23,2000,6.6,1,0,0,7,7,0,12,2,6,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Serge Gnabry,GER,"MF,FW",29,1995,13.8,0,0,0,19,6,8,22,6,10,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Sven Ulreich,GER,GK,35,1988,1.0,0,0,0,0,0,0,0,0,0,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
GER-Bundesliga,2425,Bayern Munich,Thomas Müller,GER,"MF,FW",34,1989,13.6,3,0,0,14,12,3,46,2,6,,,0,GER,2024-2025,misc,2026-08-06T23:04:16.356689
