league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,_league_id,_season,_stat_type,_scraped_at
ITA-Serie A,2526,Como,Alessandro Gabrielloni,ITA,FW,31,1994,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Anastasios Douvikas,GRE,FW,25,1999,38,2273,60,66.5,25.3,25,76,8,13,30,0,1.87,48,20,28,1.11,0.48,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Andréa Le Borgne,FRA,MF,19,2006,1,1,1,0.0,0.0,0,,0,1,1,8,3.0,0,0,0,0.0,-0.95,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Assane Diao,SEN,MF,19,2005,17,1075,63,31.4,11.9,13,72,2,4,36,1,1.71,18,11,7,0.59,-0.53,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Cristiano De Paoli,ITA,DF,17,2008,0,,,,,0,,0,0,,4,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Diego Carlos,BRA,DF,32,1993,27,1949,72,57.0,21.7,21,83,16,6,35,8,2.0,33,15,18,0.83,-0.27,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Edoardo Goldaniga,ITA,DF,31,1993,2,15,8,0.4,0.2,0,,0,2,8,20,3.0,1,0,1,6.0,5.07,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Fellipe Jack,BRA,DF,19,2006,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Henrique Menke,BRA,GK,18,2007,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Ignace Van Der Brempt,BEL,DF,23,2002,20,931,47,27.2,10.3,11,74,4,9,13,14,2.1,20,10,10,0.97,0.03,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Ivan Azón,ESP,FW,22,2002,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Ivan Smolčić,CRO,DF,24,2000,28,1662,59,48.6,18.5,19,77,8,9,22,9,2.0,26,10,16,0.87,-0.16,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Jacobo Ramón,ESP,DF,20,2005,32,2742,86,80.2,30.5,30,88,28,2,45,1,1.84,53,24,29,0.95,0.02,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Jayden Addai,NED,MF,19,2005,12,686,57,20.1,7.6,7,75,2,5,32,6,1.25,11,6,5,0.66,-0.36,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Jean Butez,FRA,GK,30,1995,38,3420,90,100.0,38.0,38,90,38,0,,0,1.87,65,29,36,0.95,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Jesus Rodríguez,ESP,MF,19,2005,31,1731,56,50.6,19.2,18,75,3,13,29,3,1.9,39,12,27,1.4,0.92,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Lorenzo Bonsignori Goggi,ITA,MF,18,2007,0,,,,,0,,0,0,,2,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Lucas Da Cunha,FRA,MF,24,2001,36,2739,76,80.1,30.4,31,83,18,5,36,2,1.86,52,24,28,0.92,-0.14,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Marc-Oliver Kempf,GER,DF,30,1995,34,2326,68,68.0,25.8,27,82,22,7,18,4,1.94,47,20,27,1.04,0.3,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Martin Baturina,CRO,"MF,FW",22,2003,29,1569,54,45.9,17.4,17,77,5,12,22,8,1.76,34,17,17,0.98,0.05,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Mauro Vigorito,ITA,GK,35,1990,0,,,,,0,,0,0,,37,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Maxence Caqueret,FRA,MF,25,2000,30,1485,50,43.4,16.5,17,67,1,13,27,8,1.9,31,10,21,1.27,0.58,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Máximo Perrone,ARG,MF,22,2003,36,2742,76,80.2,30.5,33,80,21,3,32,1,1.89,53,21,32,1.05,0.52,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Mërgim Vojvoda,KVX,"MF,DF",30,1995,30,1591,53,46.5,17.7,19,69,4,11,26,7,1.9,33,14,19,1.07,0.24,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Nicolas-Gerrit Kühn,GER,MF,25,2000,23,665,29,19.4,7.4,6,63,0,17,17,14,1.7,10,6,4,0.54,-0.5,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Nicolás Paz,ARG,MF,20,2004,35,2878,82,84.2,32.0,33,86,22,2,25,1,1.77,49,27,22,0.69,-1.64,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Nikola Čavlina,CRO,GK,23,2002,0,,,,,0,,0,0,,32,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Noel Törnqvist,SWE,GK,23,2002,0,,,,,0,,0,0,,21,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Patrick Cutrone,ITA,FW,27,1998,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Riccardo Cassano,ITA,MF,16,2009,0,,,,,0,,0,0,,2,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Samuele Pisati,ITA,FW,16,2009,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Sergi Roberto,ESP,MF,33,1992,20,544,27,15.9,6.0,5,55,0,15,18,6,1.95,8,7,1,0.17,-0.93,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Stefan Posch,AUT,DF,28,1997,14,393,28,11.5,4.4,3,71,1,11,16,5,2.0,8,3,5,1.15,0.22,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Álex Valle,ESP,DF,21,2004,28,2026,72,59.2,22.5,23,84,18,5,17,8,1.82,34,17,17,0.76,-0.47,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Como,Álvaro Morata,ESP,FW,32,1992,26,930,36,27.2,10.3,9,69,1,17,18,3,1.73,14,6,8,0.77,-0.24,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Adrian Lickūnas,LTU,FW,19,2006,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Adrián Malovec,SVK,GK,17,2007,0,,,,,0,,0,0,,2,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Alberto Grassi,ITA,MF,30,1995,30,1753,58,51.3,19.5,18,76,6,12,33,3,0.97,15,31,-16,-0.82,-0.34,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Alessio Zerbin,ITA,MF,26,1999,32,1646,51,48.1,18.3,17,73,3,15,27,2,0.88,11,24,-13,-0.71,-0.1,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Antonio Sanabria,PAR,FW,29,1996,25,945,38,27.6,10.5,10,65,0,15,20,5,1.04,9,12,-3,-0.29,0.51,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Dachi Lordkipanidze,GEO,MF,20,2005,1,29,29,0.8,0.3,0,,0,1,29,20,1.0,0,0,0,0.0,0.66,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,David Okereke,NGA,"FW,MF",27,1997,10,403,40,11.8,4.5,3,62,0,7,31,2,1.18,7,9,-2,-0.45,0.24,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Davide Pavesi,ITA,DF,17,2008,0,,,,,0,,0,0,,3,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Dennis Johnsen,NOR,"MF,FW",27,1998,11,390,35,11.4,4.3,5,57,0,6,17,10,0.36,3,7,-4,-0.92,-0.3,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Emil Audero,IDN,GK,28,1997,34,3060,90,89.5,34.0,34,90,34,0,,2,0.91,28,50,-22,-0.65,0.1,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Faris Pemi Moumbagna,CMR,FW,25,2000,5,93,19,2.7,1.0,0,,0,5,19,9,0.4,0,1,-1,-0.97,-0.32,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Federico Baschirotto,ITA,DF,28,1996,29,2540,88,74.3,28.2,29,88,28,0,,1,0.86,21,38,-17,-0.6,0.22,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Federico Bonazzoli,ITA,FW,28,1997,35,2510,72,73.4,27.9,31,78,12,4,24,2,0.83,23,45,-22,-0.79,-0.49,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Federico Ceccherini,ITA,DF,33,1992,9,476,53,13.9,5.3,6,67,1,3,25,26,0.67,1,13,-12,-2.27,-1.87,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Filippo Terracciano,ITA,DF,22,2003,36,3011,84,88.0,33.5,33,89,28,3,29,0,0.94,28,45,-17,-0.51,1.25,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Francesco Folino,ITA,DF,23,2002,18,722,40,21.1,8.0,7,87,6,11,10,19,1.0,5,15,-10,-1.25,-0.75,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Franco Vázquez,ARG,"FW,MF",36,1989,15,524,35,15.3,5.8,4,74,1,11,21,5,0.93,5,11,-6,-1.03,-0.44,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Giuseppe Pezzella,ITA,"MF,DF",27,1997,31,2585,83,75.6,28.7,30,85,23,1,34,0,0.84,25,47,-22,-0.77,-0.44,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Jamie Vardy,ENG,FW,38,1987,29,2105,73,61.5,23.4,24,82,15,5,29,1,0.86,19,32,-13,-0.56,0.27,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Jari Vandeputte,BEL,MF,29,1996,32,1944,61,56.8,21.6,23,72,6,9,32,3,1.03,18,28,-10,-0.46,0.45,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Jeremy Sarmiento,ECU,MF,23,2002,7,142,20,4.2,1.6,0,,0,7,20,6,1.0,2,2,0,0.0,0.69,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Lapo Nava,ITA,GK,21,2004,0,,,,,0,,0,0,,38,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Leonardo Sernicola,ITA,"DF,MF",28,1997,0,,,,,0,,0,0,,2,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Manuel De Luca,ITA,FW,27,1998,2,16,8,0.5,0.2,0,,0,2,8,0,3.0,1,0,1,5.63,6.31,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Marco Cassin,ITA,GK,17,2008,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Marco Silvestri,ITA,GK,34,1991,4,360,90,10.5,4.0,4,90,4,0,,34,0.75,4,7,-3,-0.75,-0.1,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Martín Payero,ARG,MF,26,1998,25,1457,58,42.6,16.2,16,75,5,9,29,4,0.96,17,17,0,0.0,1.15,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Matteo Bianchetti,ITA,DF,32,1993,27,2192,81,64.1,24.4,25,84,16,2,50,8,1.15,28,37,-9,-0.37,0.8,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Mattia Valoti,ITA,"FW,MF",31,1993,0,,,,,0,,0,0,,12,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Michele Castagnetti,ITA,MF,35,1989,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Michele Collocolo,ITA,MF,25,1999,8,362,45,10.6,4.0,5,61,3,3,18,4,1.5,6,7,-1,-0.25,0.46,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Mikayil Ngor Faye,SEN,"MF,DF",21,2004,8,254,32,7.4,2.8,2,68,0,6,20,21,0.5,2,3,-1,-0.35,0.33,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Milan Đurić,BIH,FW,35,1990,11,386,35,11.3,4.3,3,69,1,8,22,4,0.42,4,12,-8,-1.87,-1.36,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Morten Thorsby,NOR,MF,29,1996,11,643,58,18.8,7.1,8,74,4,3,17,2,0.91,4,12,-8,-1.12,-0.57,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Nouroudine Faye,ITA,FW,18,2007,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Romano Floriani,ITA,MF,22,2003,28,1168,42,34.2,13.0,12,71,3,16,20,8,0.75,13,23,-10,-0.77,-0.17,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Sebastiano Luperto,ITA,DF,28,1996,15,1307,87,38.2,14.5,15,87,12,0,,0,0.73,11,26,-15,-1.03,-0.61,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Simone Lottici Tessadri,ITA,MF,19,2006,1,6,6,0.2,0.1,0,,0,1,6,2,0.0,0,0,0,0.0,0.66,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Tommaso Barbieri,ITA,MF,22,2002,29,1707,59,49.9,19.0,18,82,10,11,21,5,0.86,19,25,-6,-0.32,0.68,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Tommaso Vigilati,ITA,DF,17,2008,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Warren Bondo,FRA,MF,21,2003,27,1762,65,51.5,19.6,22,73,8,5,33,3,0.85,16,30,-14,-0.72,-0.12,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Cremonese,Youssef Maleh,MAR,MF,26,1998,14,1100,79,32.2,12.2,14,79,7,0,,0,0.71,9,22,-13,-1.06,-0.6,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Abdelhamid Sabiri,MAR,MF,28,1996,1,27,27,0.8,0.3,0,,0,1,27,6,1.0,2,0,2,6.67,6.96,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",28,1997,33,2250,68,65.8,25.0,27,78,9,6,26,2,1.0,29,28,1,0.04,0.81,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Amir Richardson,MAR,MF,23,2002,2,42,21,1.2,0.5,0,,0,2,21,12,0.0,1,1,0,0.0,0.24,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Antonio Pirrò,ITA,MF,17,2008,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Cher Ndour,ITA,MF,21,2004,33,1876,57,54.9,20.8,20,79,9,13,23,5,1.24,18,22,-4,-0.19,0.1,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Christian Kouamé,CIV,"FW,MF",27,1997,2,27,14,0.8,0.3,0,,0,2,14,5,1.5,0,0,0,0.0,0.24,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Daniele Rugani,ITA,DF,31,1994,6,327,55,9.6,3.6,4,79,2,2,6,7,1.83,2,3,-1,-0.28,-0.04,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,David de Gea,ESP,GK,34,1990,37,3330,90,97.4,37.0,37,90,37,0,,1,1.11,40,49,-9,-0.24,-0.24,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Dodô,BRA,"DF,MF",26,1998,36,3134,87,91.6,34.8,36,87,30,0,,0,1.08,39,46,-7,-0.2,0.43,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Eddy Kouadio,CIV,DF,19,2006,3,72,24,2.1,0.8,0,,0,3,24,32,0.67,0,0,0,0.0,0.24,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Edin Džeko,BIH,FW,39,1986,11,244,22,7.1,2.7,2,52,0,9,16,6,0.36,2,6,-4,-1.48,-1.33,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Edoardo Sadotti,ITA,DF,19,2006,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Eman Košpo,BIH,DF,18,2007,0,,,,,0,,0,0,,16,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Fabiano Parisi,ITA,"MF,FW",24,2000,23,1520,66,44.4,16.9,18,77,6,5,25,8,1.26,22,21,1,0.06,0.53,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Giorgio Puzzoli,ITA,FW,19,2006,0,,,,,0,,0,0,,4,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Giovanni Fabbian,ITA,MF,22,2003,15,468,31,13.7,5.2,4,71,2,11,17,2,1.27,3,5,-2,-0.38,-0.17,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Hans Nicolussi Caviglia,ITA,MF,25,2000,11,585,53,17.1,6.5,7,78,3,4,11,10,0.91,7,12,-5,-0.77,-0.64,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Jack Harrison,ENG,"FW,MF",28,1996,15,981,65,28.7,10.9,10,81,6,5,34,2,1.6,13,10,3,0.28,0.72,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Jacopo Fazzini,ITA,"MF,FW",22,2003,20,584,29,17.1,6.5,5,73,0,15,15,10,0.95,6,8,-2,-0.31,-0.09,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Lapo Deli,ITA,MF,19,2006,0,,,,,0,,0,0,,2,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Luca Lezzerini,ITA,GK,30,1995,1,4,4,0.1,0.0,0,,0,1,4,33,1.0,0,0,0,0.0,0.24,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Luca Ranieri,ITA,DF,26,1999,34,2458,72,71.9,27.3,29,83,19,5,12,2,1.21,28,34,-6,-0.22,0.06,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Luís Balbo,VEN,DF,19,2006,6,212,35,6.2,2.4,1,74,0,5,28,11,2.0,3,2,1,0.42,0.71,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Manor Solomon,ISR,"FW,MF",26,1999,16,890,56,26.0,9.9,9,85,5,7,18,0,1.56,11,15,-4,-0.4,-0.23,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Marco Brescianini,ITA,MF,25,2000,17,862,51,25.2,9.6,10,75,4,7,16,1,1.47,15,13,2,0.21,0.6,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Marin Pongračić,CRO,DF,27,1997,35,2918,83,85.3,32.4,33,87,29,2,22,1,1.17,38,41,-3,-0.09,0.98,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Mattia Viti,ITA,"MF,DF",23,2002,10,265,27,7.7,2.9,2,65,0,8,17,7,0.6,1,6,-5,-1.7,-1.58,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Moise Kean,ITA,FW,25,2000,26,2036,78,59.5,22.6,23,86,15,3,19,1,0.92,24,32,-8,-0.35,-0.29,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Niccolò Fortini,ITA,MF,19,2006,16,541,34,15.8,6.0,2,78,1,14,28,15,0.81,9,12,-3,-0.5,-0.31,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Nicolò Fagioli,ITA,MF,24,2001,33,2554,77,74.7,28.4,30,82,14,3,34,4,1.09,31,42,-11,-0.39,-0.6,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Oliver Christensen,DEN,GK,26,1999,1,86,86,2.5,1.0,1,86,0,0,,19,1.0,1,1,0,0.0,0.24,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Pablo Marí,ESP,DF,31,1993,11,808,73,23.6,9.0,9,86,7,2,15,6,0.55,9,19,-10,-1.11,-1.15,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Piergiorgio Bonanno,ITA,MF,18,2007,0,,,,,0,,0,0,,2,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Pietro Comuzzo,ITA,DF,20,2005,27,1696,63,49.6,18.8,18,84,11,9,20,11,1.0,21,28,-7,-0.37,-0.27,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Pietro Leonardelli,ITA,GK,19,2006,0,,,,,0,,0,0,,4,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Riccardo Braschi,ITA,FW,18,2006,2,105,53,3.1,1.2,1,60,0,1,45,11,0.5,0,1,-1,-0.86,-0.64,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Roberto Piccoli,ITA,FW,24,2001,32,1672,52,48.9,18.6,16,83,10,16,21,3,1.22,22,20,2,0.11,0.67,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Robin Gosens,GER,"DF,MF",31,1994,26,1881,72,55.0,20.9,24,77,10,2,20,4,1.12,19,24,-5,-0.24,-0.01,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Rolando Mandragora,ITA,MF,28,1997,34,2421,71,70.8,26.9,30,75,11,4,41,1,1.03,29,33,-4,-0.15,0.3,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Salvatore Cianciulli,ITA,MF,16,2008,0,,,,,0,,0,0,,1,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Simon Sohm,SUI,MF,24,2001,16,708,44,20.7,7.9,9,65,1,7,18,4,0.56,6,15,-9,-1.14,-1.14,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Tariq Lamptey,GHA,MF,24,2000,2,25,13,0.7,0.3,1,21,0,1,4,0,0.0,1,0,1,3.6,3.87,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Fiorentina,Tommaso Martinelli,ITA,GK,19,2006,0,,,,,0,,0,0,,18,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Genoa,Aarón Martín,ESP,"MF,DF",28,1997,33,2156,65,63.0,24.0,26,79,15,7,13,5,1.12,28,37,-9,-0.38,-0.3,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Genoa,Albert Grønbaek,DEN,MF,24,2001,4,103,26,3.0,1.1,1,59,0,3,15,10,1.25,2,0,2,1.75,2.07,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Genoa,Alessandro Marcandalli,ITA,DF,22,2002,32,2597,81,75.9,28.9,29,87,24,3,28,4,1.22,36,36,0,0.0,1.09,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
ITA-Serie A,2526,Genoa,Alin Čelik,SVN,DF,18,2007,0,,,,,0,,0,0,,4,,,,,,,ITA,2025-2026,playing_time,2026-08-08T22:20:46.484347
