league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,_league_id,_season,_stat_type,_scraped_at
GER-Bundesliga,2526,Frankfurt,Hugo Larsson,SWE,MF,21,2004,25,1812,72,59.2,20.1,21,81,10,4,29,3,1.28,33,32,1,0.05,0.41,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Jean Mattéo Bahoya,FRA,"MF,FW",20,2005,27,1331,49,43.5,14.8,15,69,4,12,25,2,1.26,22,28,-6,-0.41,-0.51,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Jens Grahl,GER,GK,36,1988,0,,,,,0,,0,0,,10,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Jessic Ngankam,GER,FW,25,2000,3,62,21,2.0,0.7,0,,0,3,21,2,0.67,1,4,-3,-4.35,-4.32,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Jonathan Burkardt,GER,FW,25,2000,22,1336,61,43.7,14.8,15,80,4,7,20,0,1.36,34,16,18,1.21,2.36,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Kauã Santos,BRA,GK,22,2003,13,1084,83,35.4,12.0,13,83,12,0,,12,1.0,27,32,-5,-0.42,-0.46,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Keita Kosugi,JPN,DF,19,2006,0,,,,,0,,0,0,,7,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Love Arrhov,SWE,MF,17,2008,5,65,13,2.1,0.7,1,45,0,4,5,7,2.2,0,2,-2,-2.77,-2.71,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Mahmoud Dahoud,GER,"MF,FW",29,1996,15,716,48,23.4,8.0,8,68,1,7,25,7,1.2,17,15,2,0.25,0.48,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Mario Götze,GER,MF,33,1992,21,886,42,29.0,9.8,8,67,1,13,27,8,1.48,15,20,-5,-0.51,-0.55,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Marvin Dills,USA,MF,18,2007,0,,,,,0,,0,0,,1,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Michael Zetterer,GER,GK,30,1995,22,1976,90,64.6,22.0,21,90,21,1,86,12,1.55,34,33,1,0.05,0.46,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Michy Batshuayi,BEL,FW,31,1993,6,139,23,4.5,1.5,1,45,0,5,19,5,0.83,3,5,-2,-1.29,-1.23,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Nathaniel Brown,GER,"MF,DF",22,2003,33,2656,80,86.8,29.5,29,86,23,4,41,0,1.33,52,55,-3,-0.1,0.12,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Niels Nkounkou,FRA,"DF,MF",24,2000,0,,,,,0,,0,0,,2,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Nnamdi Collins,GER,DF,21,2004,23,1500,65,49.0,16.7,16,85,12,7,20,3,1.57,38,32,6,0.36,0.94,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Oscar Højlund,DEN,MF,20,2005,24,1089,45,35.6,12.1,12,71,0,12,20,4,1.21,15,23,-8,-0.66,-0.84,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Rasmus Kristensen,DEN,"DF,MF",28,1997,22,1538,70,50.3,17.1,19,79,12,3,15,0,1.36,27,30,-3,-0.18,-0.12,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Ritsu Doan,JPN,MF,27,1998,31,2364,76,77.3,26.3,28,81,11,3,33,1,1.32,50,44,6,0.23,1.52,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Robin Koch,GER,DF,29,1996,32,2833,89,92.6,31.5,32,89,30,0,,0,1.38,57,60,-3,-0.1,0.3,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Timothy Chandler,USA,"DF,MF",35,1990,1,11,11,0.4,0.1,0,,0,1,11,5,1.0,1,0,1,8.18,8.33,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Frankfurt,Younes Ebnoutalib,GER,FW,21,2003,5,133,27,4.3,1.5,2,55,1,3,8,3,1.0,4,5,-1,-0.68,-0.58,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Anthony Jung,GER,DF,33,1991,12,526,44,17.2,5.8,4,86,3,8,23,14,1.17,10,12,-2,-0.34,-0.2,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Christian Günter,GER,DF,32,1993,24,1547,64,50.6,17.2,18,80,9,6,17,10,1.33,21,31,-10,-0.58,-0.82,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Cyriaque Irié,BFA,MF,20,2005,10,347,35,11.3,3.9,3,61,0,7,23,9,0.7,4,7,-3,-0.78,-0.68,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Derry Scherhant,GER,MF,22,2002,31,1301,42,42.5,14.5,12,75,2,19,21,3,1.39,26,24,2,0.14,0.55,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Eren Dinkçi,GER,MF,23,2001,8,248,31,8.1,2.8,3,62,0,5,12,0,1.13,4,7,-3,-1.09,-0.99,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Florian Müller,GER,GK,27,1997,0,,,,,0,,0,0,,33,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Ifechukwu Ogbus,SUI,DF,19,2005,18,1177,65,38.5,13.1,14,80,10,4,16,4,1.33,12,27,-15,-1.15,-1.58,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Igor Matanović,CRO,FW,22,2003,31,1571,51,51.3,17.5,14,84,8,17,23,1,1.52,27,27,0,0.0,0.36,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Jan-Niklas Beste,GER,MF,26,1999,28,1704,61,55.7,18.9,20,77,6,8,21,1,1.54,33,25,8,0.42,1.35,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Jannik Huth,GER,GK,31,1994,0,,,,,0,,0,0,,1,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Johan Manzambi,SUI,MF,19,2005,27,2077,77,67.9,23.1,26,78,8,1,45,1,1.37,36,36,0,0.0,0.55,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Jordy Makengo,FRA,DF,23,2001,20,1178,59,38.5,13.1,12,85,9,8,19,9,1.45,19,20,-1,-0.08,0.16,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Junior Adamu,AUT,FW,24,2001,9,446,50,14.6,5.0,7,61,0,2,9,10,1.44,7,4,3,0.61,0.92,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Karl Steinmann,GER,DF,19,2005,0,,,,,0,,0,0,,6,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Lucas Höler,GER,"FW,MF",31,1994,33,2037,62,66.6,22.6,25,78,10,8,12,1,1.33,28,43,-15,-0.66,-1.45,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Lukas Kübler,GER,DF,32,1992,23,1587,69,51.9,17.6,19,79,9,4,23,4,1.43,33,35,-2,-0.11,0.13,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Matthias Ginter,GER,DF,31,1994,32,2833,89,92.6,31.5,32,89,29,0,,0,1.47,49,51,-2,-0.06,1.52,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Max Rosenfelder,GER,DF,22,2003,12,492,41,16.1,5.5,5,81,3,7,12,2,1.25,6,8,-2,-0.37,-0.23,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Maximilian Eggestein,GER,MF,28,1996,34,3060,90,100.0,34.0,34,90,34,0,,0,1.38,51,57,-6,-0.18,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Maximilian Philipp,GER,"FW,MF",31,1994,2,29,15,0.9,0.3,0,,0,2,15,7,1.5,0,1,-1,-3.1,-2.95,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Merlin Röhl,GER,MF,23,2002,2,66,33,2.2,0.7,0,,0,2,33,0,0.0,1,3,-2,-2.73,-2.61,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Nicolas Höfler,GER,MF,35,1990,13,291,22,9.5,3.2,2,71,0,11,14,17,1.54,8,10,-2,-0.62,-0.49,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Noah Atubolu,GER,GK,23,2002,34,3060,90,100.0,34.0,34,90,34,0,,0,1.38,51,57,-6,-0.18,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Patrick Osterhage,GER,MF,25,2000,20,1189,59,38.9,13.2,13,82,6,7,18,2,1.7,15,17,-2,-0.15,0.04,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Philipp Lienhart,AUT,DF,29,1996,20,1302,65,42.5,14.5,14,81,9,6,28,2,1.5,28,22,6,0.41,1.03,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Philipp Treu,GER,"DF,MF",24,2000,28,2186,78,71.4,24.3,24,87,18,4,27,4,1.32,33,38,-5,-0.21,-0.1,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Rouven Tarnutzer,SUI,FW,18,2007,1,7,7,0.2,0.1,0,,0,1,7,2,0.0,0,1,-1,-12.86,-12.71,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Vincenzo Grifo,ITA,MF,32,1993,33,1710,52,55.9,19.0,21,70,4,12,20,1,1.42,27,33,-6,-0.32,-0.32,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Freiburg,Yuito Suzuki,JPN,MF,23,2001,25,1632,65,53.3,18.1,18,79,6,7,31,4,1.28,31,31,0,0.0,0.38,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Alejo Sarco,ARG,FW,19,2006,3,53,18,1.7,0.6,0,,0,3,18,4,0.33,1,2,-1,-1.7,-1.4,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Charles Herrmann,GER,FW,19,2006,1,5,5,0.2,0.1,0,,0,1,5,5,1.0,1,0,1,18.0,18.35,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Fabio Chiarodia,ITA,DF,20,2005,15,674,45,22.0,7.5,8,72,1,7,14,6,0.8,2,13,-11,-1.47,-1.47,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Fitz Fleck,GER,MF,18,2007,0,,,,,0,,0,0,,2,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Florian Neuhaus,GER,"MF,FW",28,1997,17,930,55,30.4,10.3,11,71,0,6,25,13,1.29,19,9,10,0.97,1.86,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Franck Honorat,FRA,"MF,FW",28,1996,28,1977,71,64.6,22.0,24,78,8,4,29,0,1.18,24,32,-8,-0.36,-0.11,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Gio Reyna,USA,MF,22,2002,19,520,27,17.0,5.8,4,65,0,15,17,6,1.42,9,11,-2,-0.35,-0.03,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Grant Ranos,ARM,FW,22,2003,8,119,15,3.9,1.3,0,,0,8,15,5,0.63,3,2,1,0.76,1.12,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Haris Tabaković,BIH,FW,31,1994,32,2382,74,77.8,26.5,28,81,10,4,29,0,1.19,36,34,2,0.08,1.8,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Hugo Bolin,SWE,"MF,FW",22,2003,13,550,42,18.0,6.1,5,70,0,8,25,1,1.23,9,8,1,0.16,0.59,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Jan Olschowsky,GER,GK,23,2001,0,,,,,0,,0,0,,14,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Jan Urbich,GER,DF,21,2004,3,39,13,1.3,0.4,0,,0,3,13,4,1.33,0,1,-1,-2.31,-2.01,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Jens Castrop,KOR,MF,22,2003,26,1584,61,51.8,17.6,20,74,4,6,17,1,1.0,21,31,-10,-0.57,-0.51,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Joe Scally,USA,"DF,MF",22,2002,32,2608,82,85.2,29.0,29,88,23,3,18,1,1.19,38,40,-2,-0.07,1.72,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Jonas Omlin,SUI,GK,31,1994,0,,,,,0,,0,0,,14,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Kevin Diks,IDN,DF,28,1996,30,2464,82,80.5,27.4,28,87,23,2,18,0,1.2,40,43,-3,-0.11,1.1,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Kevin Stöger,AUT,MF,31,1993,29,1324,46,43.3,14.7,15,73,2,14,17,5,1.0,13,25,-12,-0.82,-0.87,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Kōta Takai,JPN,DF,20,2004,8,342,43,11.2,3.8,3,90,3,5,14,5,0.75,2,10,-8,-2.11,-2.01,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Luca Netz,GER,"MF,DF",22,2003,15,940,63,30.7,10.4,10,86,7,5,17,5,0.93,14,10,4,0.38,1.02,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Lukas Ullrich,GER,"DF,MF",21,2004,23,1305,57,42.6,14.5,14,79,5,9,22,11,0.78,19,29,-10,-0.69,-0.64,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Marvin Friedrich,GER,DF,29,1995,6,152,25,5.0,1.7,1,90,1,5,12,14,1.5,2,5,-3,-1.78,-1.53,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Moritz Nicolas,GER,GK,27,1997,34,3060,90,100.0,34.0,34,90,34,0,,0,1.12,42,53,-11,-0.32,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Nico Elvedi,SUI,DF,28,1996,33,2966,90,96.9,33.0,33,90,32,0,,0,1.15,41,50,-9,-0.27,1.64,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Niklas Swider,GER,MF,18,2007,0,,,,,0,,0,0,,3,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Oscar Fraulo,DEN,MF,21,2003,4,43,11,1.4,0.5,0,,0,4,11,9,1.75,1,0,1,2.09,2.45,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Philipp Sander,GER,"DF,MF",27,1998,30,2445,82,79.9,27.2,29,83,18,1,30,1,1.0,35,39,-4,-0.15,0.88,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Robin Hack,GER,MF,26,1998,8,320,40,10.5,3.6,3,80,2,5,16,2,1.38,3,4,-1,-0.28,0.05,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Rocco Reitz,GER,MF,23,2002,31,2627,85,85.8,29.2,31,85,19,0,,0,1.03,27,46,-19,-0.65,-2.31,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Shuto Machino,JPN,"FW,MF",25,1999,32,1076,34,35.2,12.0,9,79,2,23,16,1,1.16,13,32,-19,-1.59,-1.95,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Tiago Cardoso,LUX,GK,19,2006,0,,,,,0,,0,0,,6,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Tim Kleindienst,GER,FW,29,1995,3,7,2,0.2,0.1,0,,0,3,2,0,2.33,1,0,1,12.86,13.21,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Tobias Sippel,GER,GK,37,1988,0,,,,,0,,0,0,,3,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Wael Mohya,GER,"MF,FW",16,2008,15,552,37,18.0,6.1,6,63,0,9,20,10,1.07,6,9,-3,-0.49,-0.2,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Gladbach,Yannik Engelhardt,GER,MF,24,2001,31,2487,80,81.3,27.6,29,85,22,2,18,0,1.19,38,39,-1,-0.04,1.53,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Aboubaka Soumahoro,FRA,"MF,DF",20,2005,4,136,34,4.4,1.5,2,52,0,2,17,7,1.0,0,5,-5,-3.31,-3.03,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Albert Grønbaek,DEN,MF,24,2001,7,492,70,16.1,5.5,6,78,2,1,24,1,1.14,8,11,-3,-0.55,-0.16,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Albert Sambi Lokonga,BEL,MF,25,1999,26,1710,66,55.9,19.0,20,81,9,6,14,1,1.23,29,29,0,0.0,0.93,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Alexander Røssing-Lelesiit,NOR,"FW,MF",18,2007,11,321,29,10.5,3.6,5,53,0,6,9,4,1.09,1,10,-9,-2.52,-2.36,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Bakery Jatta,GAM,MF,27,1998,15,911,61,29.8,10.1,12,71,2,3,20,1,1.33,16,12,4,0.4,1.15,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Damion Downs,USA,FW,21,2004,12,536,45,17.5,6.0,6,70,0,6,20,3,1.0,4,8,-4,-0.67,-0.32,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Daniel Elfadli,LBY,DF,28,1997,21,1253,60,40.9,13.9,15,77,8,6,17,8,1.14,15,21,-6,-0.43,-0.03,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Daniel Heuer Fernandes,POR,GK,32,1992,33,2970,90,97.1,33.0,33,90,33,0,,1,1.12,39,53,-14,-0.42,-0.42,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Daniel Peretz,ISR,GK,25,2000,0,,,,,0,,0,0,,15,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Emir Sahiti,KVX,FW,26,1998,2,120,60,3.9,1.3,2,60,0,0,,3,0.5,0,1,-1,-0.75,-0.35,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Fabio Baldé,POR,"FW,MF",20,2005,16,448,28,14.6,5.0,3,72,0,13,18,4,1.35,6,15,-9,-1.81,-1.64,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Fabio Vieira,POR,"MF,FW",25,2000,29,2206,76,72.1,24.5,25,84,10,4,24,0,1.14,29,36,-7,-0.29,0.45,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Giorgi Gocholeishvili,GEO,MF,24,2001,24,940,39,30.7,10.4,9,78,1,15,16,6,1.33,9,12,-3,-0.29,0.18,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Guilherme Ramos,POR,DF,27,1997,8,48,6,1.6,0.5,0,,0,8,6,5,0.75,2,1,1,1.87,2.32,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Hannes Hermann,GER,GK,20,2005,0,,,,,0,,0,0,,3,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Immanuel Pherai,SUR,"FW,MF",24,2001,6,35,6,1.1,0.4,0,,0,6,6,4,0.33,0,0,0,0.0,0.42,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Jean-Luc Dompé,FRA,"FW,MF",29,1995,20,1138,57,37.2,12.6,12,81,5,8,21,3,1.05,16,14,2,0.16,0.91,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Jonas Meffert,GER,MF,30,1994,4,145,36,4.7,1.6,1,66,0,3,26,9,1.0,0,4,-4,-2.48,-2.17,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Jordan Torunarigha,GER,DF,27,1997,24,1962,82,64.1,21.8,21,88,16,3,35,5,1.08,23,35,-12,-0.55,-0.39,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Louis Lemke,GER,DF,15,2009,1,1,1,0.0,0.0,0,,0,1,1,1,3.0,0,0,0,0.0,0.41,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Luka Vušković,CRO,DF,18,2007,28,2442,87,79.8,27.1,27,90,26,1,13,1,1.29,35,41,-6,-0.22,0.94,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Miro Muheim,SUI,"MF,DF",27,1998,29,2435,84,79.6,27.1,27,88,23,2,30,0,1.1,33,42,-9,-0.33,0.39,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Nicolai Remberg,GER,MF,25,2000,32,2880,90,94.1,32.0,32,90,32,0,,0,1.16,38,49,-11,-0.34,1.16,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Nicolás Capaldo,ARG,"DF,MF",26,1998,26,2001,77,65.4,22.2,24,82,12,2,14,1,1.04,27,34,-7,-0.31,0.28,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Noah Katterbach,GER,"DF,MF",24,2001,0,,,,,0,,0,0,,4,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Omar Megeed,GER,MF,19,2005,0,,,,,0,,0,0,,5,,,,,,,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Otto Stange,GER,FW,18,2007,10,293,29,9.6,3.3,2,70,0,8,19,6,0.6,3,5,-2,-0.61,-0.22,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Philip Otele,NGA,"MF,FW",26,1999,9,471,52,15.4,5.2,7,65,0,2,7,2,1.33,9,6,3,0.57,1.16,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Ransford Königsdörffer,GHA,"FW,MF",23,2001,33,2329,71,76.1,25.9,29,76,5,4,29,0,1.12,33,44,-11,-0.43,-0.06,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Rayan Philippe,FRA,"FW,MF",24,2000,28,1285,46,42.0,14.3,13,73,1,15,22,4,1.0,15,17,-2,-0.14,0.47,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Robert Glatzel,GER,FW,31,1994,19,612,32,20.0,6.8,7,65,1,12,13,5,1.16,10,13,-3,-0.44,-0.04,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Sander Tangvik,NOR,GK,22,2002,1,90,90,2.9,1.0,1,90,1,0,,15,1.0,1,1,0,0.0,0.42,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Shafiq Nandja,GER,DF,18,2007,2,15,8,0.5,0.2,0,,0,2,8,4,2.0,0,1,-1,-6.0,-5.62,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,Warmed Omari,COM,DF,25,2000,20,1605,80,52.5,17.8,17,87,12,3,45,0,1.1,19,28,-9,-0.5,-0.2,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
GER-Bundesliga,2526,Hamburger SV,William Mikelbrencis,FRA,"MF,DF",21,2004,26,1372,53,44.8,15.2,15,81,5,11,15,6,1.04,17,34,-17,-1.12,-1.28,GER,2025-2026,playing_time,2026-08-08T22:18:38.480313
