country,tournament,tournament_id,season_id,team_name,team_id,position,matches,wins,draws,losses,scores_for,scores_against,points,category,_league_id,_season,_source,_scraped_at
Germany,Bundesliga,35,52608,Bayer 04 Leverkusen,2681,1,34,28,6,0,89,24,90,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,VfB Stuttgart,2677,2,34,23,4,7,78,39,73,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,FC Bayern München,2672,3,34,23,3,8,94,45,72,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,RB Leipzig,36360,4,34,19,8,7,77,39,65,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,Borussia Dortmund,2673,5,34,18,9,7,68,43,63,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,Eintracht Frankfurt,2674,6,34,11,14,9,51,50,47,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,TSG Hoffenheim,2569,7,34,13,7,14,66,66,46,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,1. FC Heidenheim,5885,8,34,10,12,12,50,55,42,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,SV Werder Bremen,2534,9,34,11,9,14,48,54,42,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,SC Freiburg,2538,10,34,11,9,14,45,58,42,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,FC Augsburg,2600,11,34,10,9,15,50,60,39,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,VfL Wolfsburg,2524,12,34,10,7,17,41,56,37,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,1. FSV Mainz 05,2556,13,34,7,14,13,39,51,35,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,Borussia M'gladbach,2527,14,34,7,13,14,56,67,34,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,1. FC Union Berlin,2547,15,34,9,6,19,33,58,33,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,VfL Bochum 1848,2542,16,34,7,12,15,42,74,33,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
Germany,Bundesliga,35,52608,1. FC Köln,2671,17,34,5,12,17,28,60,27,Total,GER,2023-2024,datafc_sofascore,2026-08-09T07:44:00.162519
