tournament_id,season_id,player_name,player_id,team_name,team_id,goals,assists,rating,expectedGoals,expectedAssists,totalShots,shotsOnTarget,keyPasses,successfulDribbles,tackles,yellowCards,redCards,minutesPlayed,appearances,_metric_order,_league_id,_season,_source,_scraped_at
35,77333,Matheo Raab,842718,1. FC Union Berlin,2547,0,0,9.7,,0.0,0,0,0,0,0,0,0,90,1,rating,GER,2025-2026,datafc_sofascore,2026-08-09T01:15:33.051884
35,77333,Sander Tangvik,1030355,Hamburger SV,2676,0,0,8.8,,0.0,0,0,0,0,0,0,0,90,1,rating,GER,2025-2026,datafc_sofascore,2026-08-09T01:15:33.051884
35,77333,Michael Olise,978838,FC Bayern München,2672,15,19,7.87,11.46,17.23,101,50,81,65,24,8,0,2317,32,rating,GER,2025-2026,datafc_sofascore,2026-08-09T01:15:33.051884
35,77333,Harry Kane,108579,FC Bayern München,2672,36,5,7.84,26.87,4.27,119,67,40,32,19,1,0,2382,31,rating,GER,2025-2026,datafc_sofascore,2026-08-09T01:15:33.051884
35,77333,Frank Feller,1083359,1. FC Heidenheim,5885,0,0,7.77,,0.01,0,0,0,0,1,0,0,270,3,rating,GER,2025-2026,datafc_sofascore,2026-08-09T01:15:33.051884
35,77333,Yan Diomande,2087085,RB Leipzig,36360,12,8,7.72,7.14,10.12,53,26,56,118,29,2,0,2476,33,rating,GER,2025-2026,datafc_sofascore,2026-08-09T01:15:33.051884
35,77333,Joshua Kimmich,259117,FC Bayern München,2672,2,8,7.71,2.65,10.24,28,10,58,11,32,4,0,2280,29,rating,GER,2025-2026,datafc_sofascore,2026-08-09T01:15:33.051884
35,77333,Nico Schlotterbeck,940871,Borussia Dortmund,2673,5,1,7.67,3.72,2.69,32,9,12,15,50,8,0,2520,28,rating,GER,2025-2026,datafc_sofascore,2026-08-09T01:15:33.051884
35,77333,Sven Ulreich,26768,FC Bayern München,2672,0,0,7.6,,0.0,0,0,0,0,0,1,0,90,1,rating,GER,2025-2026,datafc_sofascore,2026-08-09T01:15:33.051884
35,77333,Karl Hein,991591,SV Werder Bremen,2534,0,0,7.6,,0.0,0,0,0,1,0,0,0,180,2,rating,GER,2025-2026,datafc_sofascore,2026-08-09T01:15:33.051884
35,77333,Dan Zagadou,826205,VfB Stuttgart,2677,0,0,7.53,0.34,0.12,6,1,1,1,5,0,0,210,3,rating,GER,2025-2026,datafc_sofascore,2026-08-09T01:15:33.051884
35,77333,Mick Schmetgens,1568521,SV Werder Bremen,2534,0,0,7.5,,0.11,0,0,0,0,1,0,0,36,2,rating,GER,2025-2026,datafc_sofascore,2026-08-09T01:15:33.051884
35,77333,Aleix García,796047,Bayer 04 Leverkusen,2681,3,8,7.45,2.29,6.65,30,5,51,4,26,6,0,2676,33,rating,GER,2025-2026,datafc_sofascore,2026-08-09T01:15:33.051884
35,77333,Leo Scienza,1386651,1. FC Heidenheim,5885,1,0,7.45,0.13,0.36,4,1,3,3,2,0,0,180,2,rating,GER,2025-2026,datafc_sofascore,2026-08-09T01:15:33.051884
