player_id,player_name,date_of_birth,age,nationality,nationality_id,height,weight,preferred_foot,jersey_number,position,position_detailed,market_value,market_currency,team_id,team_name,_league_id,_season,_source,_scraped_at
1086417,Rasmus Højlund,2003-02-04,23,Denmark,,191.0,,Left,19,F,['ST'],66000000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
78893,Romelu Lukaku,1993-05-13,33,Belgium,,191.0,94.0,Left,9,F,['ST'],5800000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
875136,Noa Lang,1999-06-17,27,Netherlands,,173.0,,Right,70,F,['LW'],24000000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
850993,David Neres,1997-03-03,29,Brazil,,175.0,66.0,Left,7,F,"['RW', 'LW']",22000000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
1122835,Alisson Santos,2002-09-27,23,Brazil,,177.0,,Right,27,F,['LW'],29000000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
1170773,Giovane,2003-11-24,22,Brazil,,184.0,,Left,23,F,['ST'],12600000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
962364,Lorenzo Lucca,2000-09-10,25,Italy,,201.0,,Right,17,F,['ST'],22000000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
917485,Walid Cheddira,1998-01-22,28,Morocco,,187.0,,Right,77,F,['ST'],1900000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
1069560,Antonio Vergara,2003-01-16,23,Italy,,182.0,,Left,26,F,['AM'],13600000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
877037,Cyril Ngonge,2000-05-26,26,Belgium,,179.0,,Left,26,F,"['RW', 'AM']",6800000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
996829,Antonio Cioffi,2002-12-19,23,Italy,,180.0,,Right,,F,"['ST', 'LW', 'AM']",190000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
2485657,Milton Pereyra,2008-05-13,18,Argentina,,176.0,,Right,23,F,,,,829592,Napoli U20,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
70996,Kevin De Bruyne,1991-06-28,35,Belgium,,181.0,68.0,Right,11,M,"['AM', 'MC']",8300000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
879346,Scott McTominay,1996-12-08,29,Scotland,,193.0,88.0,Right,8,M,"['MC', 'AM', 'DM']",38000000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
787941,Frank Anguissa,1995-11-16,30,Cameroon,,184.0,78.0,Right,99,M,"['MC', 'DM']",14600000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
150383,Stanislav Lobotka,1994-11-25,31,Slovakia,,170.0,64.0,Both,68,M,"['MC', 'DM']",10300000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
235672,Matteo Politano,1993-08-03,33,Italy,,171.0,68.0,Left,21,M,"['RW', 'MR']",5300000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
907668,Billy Gilmour,2001-06-11,25,Scotland,,169.0,,Right,6,M,"['MC', 'DM']",18800000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
947929,Jesper Lindstrøm,2000-02-29,26,Denmark,,182.0,,Right,29,M,"['AM', 'RW']",4300000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
869795,Michael Folorunsho,1998-02-07,28,Italy,,190.0,,Right,90,M,"['MC', 'AM']",4600000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
377512,Pasquale Mazzocchi,1995-07-27,31,Italy,,183.0,78.0,Right,30,M,"['MR', 'DR']",1400000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
857671,Jens-Lys Cajuste,1999-08-10,27,Sweden,,188.0,77.0,Right,24,M,"['MC', 'DM']",6600000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
2082486,Francisco Barido,2008-01-01,18,Argentina,,175.0,,Left,18,M,['AM'],755000.0,EUR,1130438,Napoli U18,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
1931514,Vincenzo Prisco,2008-08-07,18,Italy,,165.0,,Left,95,M,['MC'],,,829592,Napoli U20,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
996834,Gennaro Iaccarino,2003-07-01,23,Italy,,170.0,,Right,78,M,"['MC', 'DM']",185000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
1397174,Lorenzo Russo,2005-04-19,21,Italy,,182.0,,Left,,M,['MC'],53000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
153257,Giovanni Di Lorenzo,1993-08-04,33,Italy,,182.0,,Right,22,D,"['DR', 'DC']",6800000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
870263,Alessandro Buongiorno,1999-06-06,27,Italy,,191.0,82.0,Left,4,D,"['DC', 'DL']",32000000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
805078,Mathías Olivera,1997-10-31,28,Uruguay,,184.0,78.0,Left,17,D,"['DL', 'DC']",14500000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
148899,Leonardo Spinazzola,1993-03-25,33,Italy,,185.0,73.0,Right,37,D,"['ML', 'DL']",3400000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
332155,Amir Rrahmani,1994-02-24,32,Kosovo,,190.0,,Both,13,D,['DC'],10600000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
984623,Rafa Marín,2002-05-19,24,Spain,,190.0,,Right,16,D,['DC'],11600000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
898815,Sam Beukema,1998-11-17,27,Netherlands,,188.0,,Right,31,D,"['DC', 'DR']",24000000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
1165371,Luca Marianucci,2004-07-23,22,Italy,,186.0,,Right,35,D,['DC'],7500000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
1068241,Nosa Edward Obaretin,2003-01-26,23,Italy,,193.0,,Left,5,D,"['DC', 'DL', 'DR']",1400000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
1587205,Christian Garofalo,2007-01-04,19,Italy,,182.0,,Left,56,D,['DC'],260000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
356160,Vanja Milinković-Savić,1997-02-20,29,Serbia,,202.0,92.0,Right,32,G,['GK'],18600000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
592794,Alex Meret,1997-03-22,29,Italy,,190.0,77.0,Left,1,G,['GK'],7200000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
352728,Nikita Contini,1996-05-21,30,Italy,,190.0,82.0,Right,14,G,['GK'],390000.0,EUR,2714,SSC Napoli,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
2220248,Claudio Pugliese,2008-04-15,18,Italy,,,,Left,12,G,['GK'],,,829592,Napoli U20,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
960080,Boulaye Dia,1996-11-16,29,Senegal,,180.0,,Both,19,F,"['ST', 'AM']",4900000.0,EUR,2699,Lazio,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
293581,Mattia Zaccagni,1995-06-16,31,Italy,,176.0,68.0,Right,10,F,['LW'],6800000.0,EUR,2699,Lazio,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
976381,Gustav Isaksen,2001-04-19,25,Denmark,,181.0,,Left,18,F,['RW'],16399999.0,EUR,2699,Lazio,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
1101942,Petar Ratkov,2003-08-18,22,Serbia,,193.0,,Right,20,F,['ST'],8400000.0,EUR,2699,Lazio,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
1017649,Matteo Cancellieri,2002-02-12,24,Italy,,185.0,,Left,22,F,['RW'],7200000.0,EUR,2699,Lazio,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
1069244,Tijjani Noslin,1999-07-07,27,Netherlands,,177.0,,Right,14,F,"['RW', 'ST']",7200000.0,EUR,2699,Lazio,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
1513787,Saná Fernandes,2006-03-10,20,Portugal,,165.0,,Right,31,F,"['LW', 'ST']",470000.0,EUR,2699,Lazio,ITA,2022-2023,datafc_sofascore,2026-08-11 18:11:49
