league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,_league_id,_season,_stat_type,_source,_scraped_at
ESP-La Liga,2526,Alavés,Denis Suárez,ESP,MF,31,1994,30,1406,47,41.1,15.6,15,69,0,15,24,2,1.07,21,21,0,0.0,0.54,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Diego Morcillo,ESP,FW,22,2003,1,10,10,0.3,0.1,0,,0,1,10,5,0.0,0,0,0,0.0,0.32,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Egoitz Muñoz,ESP,DF,20,2005,0,,,,,0,,0,0,,8,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Facundo Garcés,MAS,DF,25,1999,10,793,79,23.2,8.8,8,90,8,2,37,1,1.2,8,11,-3,-0.34,-0.03,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Grégoire Swiderski,CAN,GK,19,2005,0,,,,,0,,0,0,,13,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Ibrahim Diabaté,CIV,FW,25,1999,10,578,58,16.9,6.4,6,69,0,4,41,4,1.5,14,8,6,0.93,1.5,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Izei Hernandez,ESP,FW,18,2007,0,,,,,0,,0,0,,2,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Jon Guridi,ESP,"MF,FW",30,1995,28,1238,44,36.2,13.8,15,66,1,13,19,9,1.11,15,25,-10,-0.73,-0.64,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Jon Pacheco,ESP,DF,24,2001,22,1735,79,50.7,19.3,20,85,17,2,13,11,1.14,17,29,-12,-0.62,-0.62,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Jonny Castro,ESP,DF,31,1994,34,2994,88,87.5,33.3,34,88,30,0,,3,1.06,39,52,-13,-0.39,-0.6,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Lander Pinillos,ESP,MF,21,2003,1,2,2,0.1,0.0,0,,0,1,2,7,0.0,0,0,0,0.0,0.32,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Lucas Boyé,ARG,FW,29,1996,29,1958,68,57.3,21.8,22,80,15,7,27,0,1.21,25,32,-7,-0.32,-0.01,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Mariano,DOM,FW,31,1993,10,288,29,8.4,3.2,3,56,0,7,17,17,0.8,2,4,-2,-0.62,-0.34,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Moussa Diarra,MLI,DF,24,2000,3,216,72,6.3,2.4,3,72,0,0,,11,1.33,3,3,0,0.0,0.34,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Nahuel Tenaglia,ARG,DF,29,1996,36,3239,90,94.7,36.0,36,90,35,0,,2,1.08,41,53,-12,-0.33,-0.33,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Nikola Maraš,SRB,DF,29,1995,0,,,,,0,,0,0,,1,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Pablo Ibáñez,ESP,MF,26,1998,37,2236,60,65.4,24.8,28,71,6,9,27,0,1.16,22,33,-11,-0.44,-0.37,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Paco Sanz,ESP,DF,20,2004,0,,,,,0,,0,0,,1,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Raúl Fernández,ESP,GK,37,1988,0,,,,,0,,0,0,,38,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Rubén Montero,ESP,GK,19,2005,0,,,,,0,,0,0,,7,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Toni Martínez,ESP,FW,28,1997,37,2714,73,79.4,30.2,32,80,12,5,28,1,1.08,40,41,-1,-0.03,1.37,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Victor Parada,ESP,DF,23,2002,30,2146,72,62.7,23.8,25,82,15,5,18,6,1.23,30,38,-8,-0.34,-0.05,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Ville Koski,FIN,DF,23,2002,5,282,56,8.2,3.1,3,90,3,2,6,7,2.0,3,3,0,0.0,0.34,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Xanet Olaiz,ESP,DF,20,2005,0,,,,,0,,0,0,,2,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Youssef Lekhedim,ESP,"DF,MF",19,2005,25,1335,53,39.0,14.8,13,83,7,12,21,11,1.15,19,22,-3,-0.2,0.19,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Alavés,Ángel Pérez,ESP,"MF,DF",22,2002,16,1288,81,37.7,14.3,14,88,10,2,30,1,1.13,22,25,-3,-0.21,0.17,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Adama Boiro,ESP,DF,23,2002,14,815,58,23.8,9.1,8,83,6,6,26,24,0.86,8,20,-12,-1.33,-1.22,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Aitor Paredes,ESP,DF,25,2000,19,1630,86,47.7,18.1,18,90,18,1,10,15,1.32,26,28,-2,-0.11,0.54,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Alejandro Rego,ESP,MF,22,2003,29,1279,44,37.4,14.2,11,76,5,18,25,7,1.31,20,23,-3,-0.21,0.29,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Alex Padilla,ESP,GK,21,2003,1,90,90,2.6,1.0,1,90,1,0,,33,1.5,4,4,0,0.0,0.41,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Andoni Gorosabel,ESP,DF,28,1996,24,1360,57,39.8,15.1,15,78,8,9,21,13,1.21,19,26,-7,-0.46,-0.11,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Asier Hierro,ESP,FW,20,2005,1,34,34,1.0,0.4,0,,0,1,34,2,0.0,0,0,0,0.0,0.4,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Aymeric Laporte,ESP,DF,31,1994,25,2058,82,60.2,22.9,24,85,20,1,27,2,1.24,24,35,-11,-0.48,-0.22,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Beñat Prados,ESP,MF,24,2001,2,85,43,2.5,0.9,1,61,0,1,24,1,3.0,1,0,1,1.06,1.49,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Daniel Vivian,ESP,DF,26,1999,31,2564,83,75.0,28.5,28,87,26,3,40,1,1.06,28,44,-16,-0.56,-0.67,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Eder García,ESP,FW,21,2004,2,38,19,1.1,0.4,0,,0,2,19,3,1.5,1,0,1,2.37,2.79,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Elijah Gift,ESP,MF,19,2006,0,,,,,0,,0,0,,1,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Endika Buján,ESP,FW,22,2003,0,,,,,0,,0,0,,2,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Gorka Guruzeta,ESP,FW,28,1996,35,2363,68,69.1,26.3,28,77,13,7,29,2,1.2,31,37,-6,-0.23,0.54,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Ibon Sánchez,ESP,MF,21,2004,0,,,,,0,,0,0,,1,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Iker Monreal,ESP,DF,20,2005,0,,,,,0,,0,0,,14,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Iñaki Williams,GHA,"MF,FW",31,1994,30,2157,72,63.1,24.0,25,78,10,5,39,0,1.2,25,34,-9,-0.38,0.05,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Iñigo Lekue,ESP,DF,32,1993,11,600,55,17.5,6.7,8,70,4,3,14,17,1.25,10,14,-4,-0.6,-0.25,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Iñigo Ruiz de Galarreta,ESP,MF,31,1993,34,2206,65,64.5,24.5,30,68,4,4,45,1,1.15,28,37,-9,-0.37,0.08,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Jesús Areso,ESP,DF,26,1999,26,1506,58,44.0,16.7,14,83,7,12,29,11,1.12,18,23,-5,-0.3,0.17,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Jon de Luis,ESP,DF,21,2003,0,,,,,0,,0,0,,6,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Maroan Sannadi,MAR,FW,24,2001,10,288,29,8.4,3.2,2,56,0,8,22,4,1.3,4,8,-4,-1.25,-0.93,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Mikel Jauregizar,ESP,MF,21,2003,36,2831,79,82.8,31.5,34,82,19,2,29,0,1.17,30,45,-15,-0.48,-0.48,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Mikel Santos,ESP,GK,20,2004,0,,,,,0,,0,0,,3,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Mikel Vesga,ESP,MF,32,1993,23,465,20,13.6,5.2,1,45,0,22,19,13,1.13,6,13,-7,-1.35,-1.11,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Nico Williams,ESP,MF,23,2002,25,1674,67,48.9,18.6,20,74,2,5,40,0,1.32,24,27,-3,-0.16,0.46,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Nicolás Serrano,ESP,MF,22,2003,16,366,23,10.7,4.1,4,60,0,12,11,20,1.31,5,6,-1,-0.25,0.17,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Oihan Sancet,ESP,MF,25,2000,28,1788,64,52.3,19.9,22,71,2,6,37,0,1.0,17,25,-8,-0.4,-0.02,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Roberto Navarro,ESP,MF,23,2002,32,1307,41,38.2,14.5,10,70,3,22,28,3,1.19,23,23,0,0.0,0.64,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Selton Sánchez,ESP,MF,18,2007,7,196,28,5.7,2.2,2,54,0,5,18,13,1.43,3,4,-1,-0.46,-0.07,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Unai Eguíluz,ESP,DF,23,2002,0,,,,,0,,0,0,,2,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Unai Gómez,ESP,MF,22,2003,26,936,36,27.4,10.4,12,53,0,14,21,10,1.31,9,24,-15,-1.44,-1.44,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Unai Simón,ESP,GK,28,1997,37,3330,90,97.4,37.0,37,90,37,0,,1,1.22,41,54,-13,-0.35,1.65,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Unai Vencedor Paris,ESP,MF,24,2000,0,,,,,0,,0,0,,1,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Urko Izeta,ESP,FW,25,1999,13,193,15,5.6,2.1,1,56,0,12,11,21,1.08,5,4,1,0.47,0.91,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Yeray Álvarez,ESP,DF,30,1995,7,513,73,15.0,5.7,6,78,4,1,45,2,1.0,7,9,-2,-0.35,0.05,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Yuri Berchiche,ESP,DF,35,1990,32,2705,85,79.1,30.1,31,86,27,1,45,2,1.38,36,40,-4,-0.13,1.25,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Athletic Club,Álex Berenguer,ESP,MF,30,1995,31,2154,69,63.0,23.9,25,78,10,6,32,1,0.97,24,31,-7,-0.29,0.28,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Ademola Lookman,NGA,"FW,MF",27,1997,12,617,51,18.0,6.9,9,60,0,3,24,2,1.5,9,11,-2,-0.29,-0.93,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Aleksa Puric,SRB,DF,22,2003,2,46,23,1.3,0.5,0,,0,2,23,6,1.5,0,1,-1,-1.96,-2.46,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Alexander Sørloth,NOR,FW,29,1995,35,1980,57,57.9,22.0,20,76,9,15,31,0,1.8,35,27,8,0.36,-0.26,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Alvaro Moreno,ESP,GK,19,2006,0,,,,,0,,0,0,,1,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Antoine Griezmann,FRA,FW,34,1991,34,1481,44,43.3,16.5,13,70,4,21,27,1,1.86,32,23,9,0.55,0.13,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Carlos Martín,ESP,"FW,MF",23,2002,0,,,,,0,,0,0,,18,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Clément Lenglet,FRA,DF,30,1995,19,1391,73,40.7,15.5,17,80,12,2,19,15,1.63,24,21,3,0.19,-0.47,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Conor Gallagher,ENG,MF,25,2000,19,679,36,19.9,7.5,4,65,1,15,28,0,2.0,15,7,8,1.06,0.73,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Daniel Martinez,ESP,DF,21,2004,1,90,90,2.6,1.0,1,90,1,0,,3,0.0,1,2,-1,-1.0,-1.51,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Dávid Hancko,SVK,DF,27,1997,30,2432,81,71.1,27.0,27,87,24,3,25,4,1.9,48,31,17,0.63,0.54,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Gerónimo Spina,ARG,DF,20,2005,0,,,,,0,,0,0,,1,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Giacomo Raspadori,ITA,FW,25,2000,12,236,20,6.9,2.6,1,61,0,11,16,7,1.83,5,4,1,0.38,-0.1,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Giuliano Simeone,ARG,"MF,FW",22,2002,31,2099,68,61.4,23.3,25,75,7,6,35,2,1.9,42,26,16,0.69,0.55,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Iker Luque,ESP,DF,20,2005,1,28,28,0.8,0.3,0,,0,1,28,6,3.0,2,0,2,6.43,6.0,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Ilias Kostis,GRE,DF,22,2003,0,,,,,0,,0,0,,1,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Jan Oblak,SVN,GK,32,1993,30,2700,90,78.9,30.0,30,90,30,0,,3,1.9,51,31,20,0.67,0.92,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Jano Monserrate,ESP,MF,19,2006,2,23,12,0.7,0.3,0,,0,2,12,7,0.5,0,0,0,0.0,-0.48,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Javi Galán,ESP,DF,30,1994,5,134,27,3.9,1.5,1,72,0,4,16,13,2.2,2,2,0,0.0,-0.49,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Javi Morcillo,ESP,MF,19,2006,5,172,34,5.0,1.9,1,62,0,4,28,3,1.2,0,1,-1,-0.52,-1.05,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Javier Boñar,ESP,DF,20,2005,4,299,75,8.7,3.3,3,90,2,1,30,6,0.75,5,5,0,0.0,-0.52,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Javier Serrano,ESP,MF,22,2003,0,,,,,0,,0,0,,1,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Johnny Cardoso,USA,MF,23,2001,15,887,59,25.9,9.9,12,66,3,3,31,9,1.47,15,13,2,0.2,-0.37,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,José María Giménez,URU,DF,30,1995,16,1178,74,34.4,13.1,13,85,12,3,26,4,1.88,20,14,6,0.46,-0.02,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Juan Musso,ARG,GK,31,1994,8,720,90,21.1,8.0,8,90,8,0,,28,1.5,11,13,-2,-0.25,-0.92,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Julio Diaz,ESP,DF,20,2005,4,310,78,9.1,3.4,4,78,2,0,,11,1.5,6,4,2,0.58,0.12,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Julián Álvarez,ARG,FW,25,2000,29,1895,65,55.4,21.1,22,74,6,7,38,3,1.97,35,20,15,0.71,0.54,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Koke,ESP,MF,33,1992,34,2219,65,64.9,24.7,24,79,14,10,32,2,2.0,43,28,15,0.61,0.38,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Marc Pubill,ESP,DF,22,2003,19,1381,73,40.4,15.3,15,85,13,4,25,16,2.0,26,16,10,0.65,0.3,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Marcos Llorente,ESP,"DF,MF",30,1995,29,2181,75,63.8,24.2,25,83,19,4,28,1,1.97,45,26,19,0.78,0.86,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Mario de Luis,ESP,GK,23,2002,0,,,,,0,,0,0,,5,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Matteo Ruggeri,ITA,DF,23,2002,26,1774,68,51.9,19.7,20,81,13,6,27,11,1.69,33,23,10,0.51,0.07,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Miguel Cubo,ESP,FW,17,2008,2,50,25,1.5,0.6,0,,0,2,25,4,1.5,2,0,2,3.6,3.17,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Nahuel Molina,ARG,"DF,MF",27,1998,26,1331,51,38.9,14.8,13,84,11,13,19,9,1.88,20,18,2,0.14,-0.55,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Nicolás González,ARG,"MF,DF",27,1998,24,1448,60,42.3,16.1,18,70,5,6,31,0,2.0,28,15,13,0.81,0.58,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Obed Vargas,MEX,MF,19,2005,12,740,62,21.6,8.2,8,80,5,4,24,4,1.25,12,14,-2,-0.24,-0.91,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Pablo Barrios,ESP,MF,22,2003,23,1661,72,48.6,18.5,20,78,13,3,34,0,1.96,30,16,14,0.76,0.55,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Rayane Belaid,ESP,"MF,FW",20,2005,2,132,66,3.9,1.5,2,66,0,0,,5,1.5,1,2,-1,-0.68,-1.2,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Robin Le Normand,ESP,DF,28,1996,28,1789,64,52.3,19.9,17,84,14,11,33,4,1.82,33,20,13,0.65,0.38,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Rodrigo Mendoza,ESP,MF,20,2005,8,434,54,12.7,4.8,8,54,0,0,,2,1.5,5,8,-3,-0.62,-1.26,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Salvi Esquivel,ESP,GK,19,2005,0,,,,,0,,0,0,,27,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
ESP-La Liga,2526,Atlético Madrid,Sergio Esteban,ESP,FW,18,2007,0,,,,,0,,0,0,,1,,,,,,,ESP,2025-2026,playing_time,fbref_soccerdata,2026-08-10 21:48:40
