league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,_league_id,_season,_stat_type,_source,_scraped_at
ESP-La Liga,2425,Rayo Vallecano,Morro,ESP,GK,23,2000,0,,,,,0,,0,0,,1,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Rayo Vallecano,Pathé Ciss,SEN,"MF,DF",30,1994,33,2140,65,62.6,23.8,25,78,10,8,25,3,1.33,24,32,-8,-0.34,-0.62,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Rayo Vallecano,Pedro Díaz,ESP,MF,26,1998,26,1211,47,35.4,13.5,12,73,3,14,24,12,1.27,15,17,-2,-0.15,-0.07,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Rayo Vallecano,Pelayo Fernandez,ESP,DF,21,2003,2,98,49,2.9,1.1,1,90,1,1,8,23,3.0,2,0,2,1.84,2.0,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Rayo Vallecano,Pep Chavarría,ESP,DF,26,1998,34,2585,76,75.6,28.7,28,87,24,6,26,2,1.38,31,35,-4,-0.14,-0.14,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Rayo Vallecano,Randy Nteka,ANG,FW,26,1997,24,1129,47,33.0,12.5,16,62,0,8,17,9,1.17,10,16,-6,-0.48,-0.56,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Rayo Vallecano,Raúl de Tomás,ESP,FW,29,1994,2,22,11,0.6,0.2,0,,0,2,11,18,0.0,0,2,-2,-8.18,-8.13,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Rayo Vallecano,Sergi Guardiola,ESP,FW,33,1991,16,362,23,10.6,4.0,1,54,0,15,21,18,1.25,6,4,2,0.5,0.67,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Rayo Vallecano,Sergio Camello,ESP,FW,23,2001,23,1134,49,33.2,12.6,14,64,0,9,27,2,1.52,14,14,0,0.0,0.16,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Rayo Vallecano,Sergio Lozano,ESP,DF,18,2006,0,,,,,0,,0,0,,1,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Rayo Vallecano,Unai López,ESP,MF,28,1995,32,1707,53,49.9,19.0,23,65,2,9,23,1,1.56,21,22,-1,-0.05,0.1,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Rayo Vallecano,Álvaro García,ESP,"MF,FW",31,1992,36,2559,71,74.8,28.4,28,83,14,8,30,0,1.33,28,33,-5,-0.18,-0.28,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Rayo Vallecano,Óscar Trejo,ARG,MF,36,1988,19,496,26,14.5,5.5,6,61,0,13,10,19,1.11,6,5,1,0.18,0.34,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Rayo Vallecano,Óscar Valentín,ESP,MF,29,1994,34,1835,54,53.7,20.4,18,79,9,16,26,2,1.46,24,23,1,0.05,0.33,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Abde Ezzalzouli,MAR,MF,22,2001,32,1984,62,58.0,22.0,23,75,2,9,28,1,1.47,31,31,0,0.0,-0.44,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Adrián,ESP,GK,37,1987,19,1710,90,50.0,19.0,19,90,19,0,,17,1.95,39,27,12,0.63,0.89,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Aitor Ruibal,ESP,"DF,FW",28,1996,29,1313,45,38.4,14.6,13,75,5,16,21,2,1.66,24,20,4,0.27,0.15,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Alcázar,ESP,DF,22,2002,0,,,,,0,,0,0,,5,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Antony,BRA,MF,24,2000,17,1362,80,39.8,15.1,15,85,10,2,40,0,1.88,34,20,14,0.93,1.23,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Assane Diao,SEN,FW,18,2005,10,277,28,8.1,3.1,2,62,0,8,19,8,1.6,3,4,-1,-0.32,-0.55,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Carlos Guirao,ESP,MF,21,2003,2,110,55,3.2,1.2,2,55,0,0,,1,0.0,1,6,-5,-4.09,-4.42,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Cucho,COL,FW,25,1999,15,1139,76,33.3,12.7,14,78,3,1,45,1,2.07,28,15,13,1.03,1.26,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Cédric Bakambu,COD,FW,33,1991,25,710,28,20.8,7.9,6,57,0,19,19,7,1.46,15,8,7,0.89,0.89,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Diego Llorente,ESP,DF,30,1993,30,2519,84,73.7,28.0,29,86,26,1,12,1,1.6,36,32,4,0.14,-0.16,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Ezequiel Ávila,ARG,"MF,FW",30,1994,19,677,36,19.8,7.5,6,62,1,13,23,5,1.63,9,7,2,0.27,0.1,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Fran Vieites,ESP,GK,25,1999,4,360,90,10.5,4.0,4,90,4,0,,30,1.25,5,5,0,0.0,-0.21,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Germán García,ESP,GK,20,2004,0,,,,,0,,0,0,,6,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Giovani Lo Celso,ARG,MF,28,1996,25,1457,58,42.6,16.2,15,78,7,10,29,0,1.4,22,20,2,0.12,-0.11,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Guilherme Fernandes,POR,GK,23,2001,0,,,,,0,,0,0,,11,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Héctor Bellerín,ESP,DF,29,1995,9,580,64,17.0,6.4,6,83,5,3,28,10,2.11,10,6,4,0.62,0.53,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Iker Losada,ESP,MF,22,2001,10,336,34,9.8,3.7,3,67,0,7,19,11,1.5,4,8,-4,-1.07,-1.39,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Isco,ESP,MF,32,1992,22,1547,70,45.2,17.2,17,82,9,5,31,0,1.77,35,24,11,0.64,0.83,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Jesus Rodríguez,ESP,MF,18,2005,21,1111,53,32.5,12.3,15,67,0,6,17,3,1.71,20,14,6,0.49,0.45,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Johnny Cardoso,USA,MF,22,2001,28,2144,77,62.7,23.8,24,86,19,4,18,3,1.61,39,32,7,0.29,0.29,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Juanmi,ESP,MF,31,1993,11,244,22,7.1,2.7,2,60,0,9,14,9,0.91,3,3,0,0.0,-0.2,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Manu González,ESP,GK,17,2007,0,,,,,0,,0,0,,8,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Marc Bartra,ESP,DF,33,1991,25,2099,84,61.4,23.3,23,89,19,2,29,6,1.72,41,29,12,0.51,0.86,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Marc Roca,ESP,MF,27,1996,14,906,65,26.5,10.1,11,76,5,3,25,1,1.36,12,10,2,0.2,0.02,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Marcos Fernández,ESP,FW,21,2003,0,,,,,0,,0,0,,1,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Mateo Flores,ESP,MF,20,2004,6,153,26,4.5,1.7,1,75,0,5,16,15,1.17,2,3,-1,-0.59,-0.81,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Nabil Fekir,FRA,MF,31,1993,2,180,90,5.3,2.0,2,90,2,0,,0,1.0,1,1,0,0.0,-0.19,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Natan,BRA,DF,23,2001,31,2175,70,63.6,24.2,23,90,23,8,13,5,1.55,36,36,0,0.0,-0.51,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Nobel Mendy,SEN,DF,19,2004,2,108,54,3.2,1.2,1,90,1,1,18,11,0.5,1,5,-4,-3.33,-3.63,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Pablo Busto,ESP,DF,18,2005,0,,,,,0,,0,0,,1,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Pablo Fornals,ESP,MF,28,1996,26,1827,70,53.4,20.3,22,78,7,4,28,2,1.54,26,24,2,0.1,-0.18,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Pablo Garcia,ESP,FW,18,2006,3,38,13,1.1,0.4,0,,0,3,13,4,1.67,1,0,1,2.37,2.21,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Ricardo Rodríguez,SUI,DF,31,1992,18,1274,71,37.3,14.2,15,79,9,3,30,17,1.83,21,16,5,0.35,0.27,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Rodri,ESP,MF,24,2000,3,118,39,3.5,1.3,1,71,0,2,24,0,0.67,0,2,-2,-1.53,-1.77,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Romain Perraud,FRA,DF,26,1997,28,2002,72,58.5,22.2,22,85,19,6,22,8,1.25,34,31,3,0.13,-0.12,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Rudy Kohon,FRA,DF,20,2004,0,,,,,0,,0,0,,1,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Rui Silva,POR,GK,30,1994,15,1350,90,39.5,15.0,15,90,15,0,,0,1.33,16,18,-2,-0.13,-0.52,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Sergi Altimira,ESP,MF,22,2001,32,1972,62,57.7,21.9,22,77,9,10,27,6,1.63,32,33,-1,-0.05,-0.54,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Sergio Arribas,ESP,DF,21,2003,1,90,90,2.6,1.0,1,90,1,0,,2,3.0,1,0,1,1.0,0.84,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Vitor Roque,BRA,FW,19,2005,22,1235,56,36.1,13.7,14,74,3,8,24,0,1.45,18,23,-5,-0.36,-0.86,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,William Carvalho,POR,MF,32,1992,14,484,35,14.2,5.4,6,60,1,8,15,1,1.5,3,5,-2,-0.37,-0.65,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Xavi Pleguezuelo,ESP,DF,21,2003,0,,,,,0,,0,0,,1,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Youssouf Sabaly,SEN,DF,31,1993,22,1581,72,46.2,17.6,20,77,10,2,23,7,1.68,20,24,-4,-0.23,-0.77,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Betis,Ángel Ortíz,ESP,DF,20,2004,5,353,71,10.3,3.9,4,86,3,1,9,2,1.4,8,6,2,0.51,0.36,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Andriy Lunin,UKR,GK,25,1999,7,630,90,18.4,7.0,7,90,7,0,,29,2.57,15,7,8,1.14,0.11,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Antonio Rüdiger,GER,DF,31,1993,29,2291,79,67.0,25.5,26,87,24,3,14,1,2.21,54,25,29,1.14,0.26,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Arda Güler,TUR,"MF,FW",19,2005,28,1250,45,36.5,13.9,14,73,2,14,16,10,2.36,28,17,11,0.79,-0.41,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Aurélien Tchouaméni,FRA,"DF,MF",24,2000,32,2689,84,78.6,29.9,31,86,27,1,10,0,2.06,56,31,25,0.84,-1.01,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Brahim Díaz,MAR,"MF,FW",24,1999,31,1385,45,40.5,15.4,16,68,5,15,20,0,2.1,43,15,28,1.82,1.29,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Chema,ESP,MF,19,2005,2,12,6,0.4,0.1,0,,0,2,6,5,3.0,0,0,0,0.0,-1.06,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Dani Carvajal,ESP,DF,32,1992,8,609,76,17.8,6.8,7,85,5,1,15,0,2.25,12,3,9,1.33,0.34,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Dani Ceballos,ESP,MF,27,1996,23,1215,53,35.5,13.5,15,74,4,8,13,6,2.43,30,11,19,1.41,0.55,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Daniel Yáñez,ESP,MF,17,2007,1,2,2,0.1,0.0,0,,0,1,2,0,3.0,0,0,0,0.0,-1.05,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,David Alaba,AUT,DF,32,1992,7,317,45,9.3,3.5,4,66,1,3,17,5,2.14,6,4,2,0.57,-0.53,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,David Jiménez,ESP,DF,20,2004,0,,,,,0,,0,0,,2,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Diego Aguado,ESP,DF,17,2007,0,,,,,0,,0,0,,4,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Eduardo Camavinga,FRA,"MF,DF",21,2002,19,1102,58,32.2,12.2,11,84,8,8,22,1,2.21,24,11,13,1.06,0.01,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Endrick,BRA,FW,18,2006,22,363,17,10.6,4.0,3,64,0,19,9,15,2.18,6,5,1,0.25,-0.9,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Federico Valverde,URU,"MF,DF",26,1998,36,3032,84,88.7,33.7,34,88,28,2,21,1,2.25,69,31,38,1.13,0.66,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Ferland Mendy,FRA,DF,29,1995,14,1005,72,29.4,11.2,12,80,5,2,21,11,1.93,16,13,3,0.27,-1.11,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Fran,ESP,GK,19,2005,1,90,90,2.6,1.0,1,90,1,0,,24,0.0,1,2,-1,-1.0,-2.11,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Fran Garcia,ESP,DF,24,1999,31,2171,70,63.5,24.1,24,87,19,7,13,7,2.1,54,23,31,1.29,0.64,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Gonzalo García,ESP,FW,20,2004,3,56,19,1.6,0.6,0,,0,3,19,3,3.0,4,0,4,6.43,5.47,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Jacobo Ramón,ESP,DF,19,2005,3,204,68,6.0,2.3,2,90,2,1,24,13,3.0,4,3,1,0.44,-0.65,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Jesús Vallejo,ESP,DF,27,1997,4,138,35,4.0,1.5,1,65,0,3,24,27,3.0,3,2,1,0.65,-0.42,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Jude Bellingham,ENG,MF,21,2003,31,2488,80,72.7,27.6,29,84,19,2,28,0,2.19,60,33,27,0.98,-0.28,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Kylian Mbappé,FRA,FW,25,1998,34,2907,86,85.0,32.3,34,86,22,0,,0,2.24,67,32,35,1.08,0.21,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Lorenzo Aguado,ESP,DF,21,2002,2,5,3,0.1,0.1,0,,0,2,3,6,3.0,0,0,0,0.0,-1.05,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Lucas Vázquez,ESP,DF,33,1991,32,2189,68,64.0,24.3,25,84,14,7,11,3,2.13,52,33,19,0.78,-0.75,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Luka Modrić,CRO,MF,38,1985,35,1827,52,53.4,20.3,17,84,8,18,22,2,2.14,42,21,21,1.03,-0.04,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Mario Rivas,ESP,DF,17,2007,0,,,,,0,,0,0,,2,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Raúl Asencio,ESP,DF,21,2003,23,1670,73,48.8,18.6,18,84,13,5,32,3,2.43,37,16,21,1.13,0.15,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Rodrygo,BRA,"MF,FW",23,2001,30,1928,64,56.4,21.4,22,76,5,8,33,1,2.2,42,17,25,1.17,0.26,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Sergio Mestre,ESP,GK,19,2005,0,,,,,0,,0,0,,21,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Thibaut Courtois,BEL,GK,32,1992,30,2700,90,78.9,30.0,30,90,30,0,,2,2.2,62,29,33,1.1,0.23,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Victor Valdepeñas,ESP,DF,17,2006,0,,,,,0,,0,0,,1,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Vinicius Júnior,BRA,"FW,MF",24,2000,30,2253,75,65.9,25.0,24,86,12,6,31,0,2.1,44,24,20,0.8,-0.74,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Víctor Muñoz,ESP,MF,21,2003,2,36,18,1.1,0.4,0,,0,2,18,2,1.5,2,0,2,5.0,3.99,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Youssef Lekhedim,ESP,DF,18,2005,0,,,,,0,,0,0,,6,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Madrid,Éder Militão,BRA,DF,26,1998,12,938,78,27.4,10.4,11,83,9,1,20,0,2.25,20,9,11,1.06,0.0,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Aihen Muñoz,ESP,DF,26,1997,21,1098,52,32.1,12.2,13,72,6,8,21,14,1.1,10,13,-3,-0.25,0.06,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Aitor Fraga,ESP,GK,21,2003,0,,,,,0,,0,0,,11,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Alex Marchal,ESP,MF,16,2007,0,,,,,0,,0,0,,3,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Ander Barrenetxea,ESP,MF,22,2001,30,1263,42,36.9,14.0,14,58,0,16,28,3,1.17,15,23,-8,-0.57,-0.44,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Aritz Elustondo,ESP,DF,30,1994,22,1457,66,42.6,16.2,16,82,12,6,25,8,1.32,22,23,-1,-0.06,0.4,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Arkaitz Mariezkurrena,ESP,FW,19,2005,9,241,27,7.0,2.7,1,70,0,8,21,5,0.78,2,4,-2,-0.75,-0.49,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Arsen Zakharyan,RUS,MF,21,2003,3,73,24,2.1,0.8,1,45,0,2,14,4,1.0,2,0,2,2.47,2.82,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Beñat Turrientes,ESP,MF,22,2002,21,942,45,27.5,10.5,11,65,2,10,23,13,1.05,8,13,-5,-0.48,-0.26,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Brais Méndez,ESP,"MF,FW",27,1997,27,1531,57,44.8,17.0,19,71,4,8,23,5,1.3,19,16,3,0.18,0.84,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Daniel Díaz,ESP,FW,18,2006,1,10,10,0.3,0.1,0,,0,1,10,1,3.0,0,1,-1,-9.0,-8.74,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Egoitz Arana,ESP,GK,22,2002,0,,,,,0,,0,0,,6,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Hamari Traoré,MLI,DF,32,1992,11,700,64,20.5,7.8,9,71,1,2,29,6,1.09,8,7,1,0.13,0.53,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Igor Zubeldia,ESP,DF,27,1997,28,2269,81,66.3,25.2,27,82,22,1,45,1,1.14,22,28,-6,-0.24,0.15,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Iñaki Rupérez,ESP,DF,21,2003,0,,,,,0,,0,0,,1,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Javi López,ESP,DF,22,2002,29,1936,67,56.6,21.5,21,80,12,8,32,7,1.31,22,31,-9,-0.42,-0.3,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Jon Aramburu,VEN,DF,22,2002,35,2460,70,71.9,27.3,28,83,19,7,20,2,1.31,26,35,-9,-0.33,-0.14,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Jon Balda,ESP,DF,22,2002,0,,,,,0,,0,0,,1,,,,,,,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Jon Magunazelaia,ESP,MF,23,2001,2,7,4,0.2,0.1,0,,0,2,4,14,3.0,1,0,1,12.86,13.17,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Jon Martin,ESP,DF,18,2006,13,904,70,26.4,10.0,6,90,6,7,52,24,0.69,6,19,-13,-1.29,-1.37,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Jon Pacheco,ESP,DF,23,2001,14,854,61,25.0,9.5,9,80,7,5,27,15,0.86,4,13,-9,-0.95,-0.88,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
ESP-La Liga,2425,Real Sociedad,Luka Sučić,CRO,MF,21,2002,29,1792,62,52.4,19.9,21,78,10,8,20,3,1.21,16,27,-11,-0.55,-0.55,ESP,2024-2025,playing_time,fbref_soccerdata,2026-08-10 21:47:31
