league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,_league_id,_season,_stat_type,_source,_scraped_at
GER-Bundesliga,2425,Gladbach,Tomáš Čvančara,CZE,"MF,FW",23,2000,28,7,831,9.2,2,0,2,2,0,0,5,1,0.22,0.0,0.22,0.22,0.22,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Adrian Beck,GER,"MF,FW",27,1997,32,18,1598,17.8,4,1,5,4,0,0,1,0,0.23,0.06,0.28,0.23,0.28,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Benedikt Gimber,GER,DF,27,1997,32,32,2671,29.7,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Budu Zivzivadze,GEO,FW,30,1994,15,10,958,10.6,2,3,5,2,0,0,0,0,0.19,0.28,0.47,0.19,0.47,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Denis Thomalla,GER,"FW,MF",31,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Frank Feller,GER,GK,20,2004,2,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Frans Krätzig,GER,"MF,DF",21,2003,16,15,1217,13.5,1,2,3,1,0,0,1,0,0.07,0.15,0.22,0.07,0.22,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Jan Schöppner,GER,MF,25,1999,33,32,2681,29.8,4,3,7,4,0,0,8,0,0.13,0.1,0.23,0.13,0.23,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Jonas Föhrenbach,GER,"DF,MF",28,1996,27,22,1832,20.4,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Julian Niehues,GER,MF,23,2001,8,0,154,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Kevin Müller,GER,GK,33,1991,33,33,2939,32.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Lennard Maloney,USA,"MF,DF",24,1999,11,10,760,8.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Luca Kerber,GER,MF,22,2002,23,7,783,8.7,2,0,2,2,0,0,4,0,0.23,0.0,0.23,0.23,0.23,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Léo Scienza,BRA,"MF,FW",25,1998,25,13,1153,12.8,3,3,6,3,0,0,1,0,0.23,0.23,0.47,0.23,0.47,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Marnon Busch,GER,"DF,MF",29,1994,23,15,1396,15.5,0,1,1,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Marvin Pieringer,GER,FW,24,1999,31,26,2206,24.5,7,4,11,4,3,3,7,0,0.29,0.16,0.45,0.16,0.33,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Mathias Honsak,AUT,"MF,FW",27,1996,22,12,1181,13.1,5,1,6,5,0,0,1,0,0.38,0.08,0.46,0.38,0.46,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Maximilian Breunig,GER,FW,23,2000,13,2,350,3.9,2,0,2,1,1,1,0,0,0.51,0.0,0.51,0.26,0.26,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Mikkel Kaufmann,DEN,"FW,MF",23,2001,9,3,372,4.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Niklas Dorsch,GER,MF,26,1998,22,19,1335,14.8,2,2,4,2,0,0,5,1,0.13,0.13,0.27,0.13,0.27,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Norman Theuerkauf,GER,"DF,MF",37,1987,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Omar Traoré,GER,"DF,MF",26,1998,30,30,2616,29.1,0,1,1,0,0,0,7,0,0.0,0.03,0.03,0.0,0.03,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Patrick Mainka,GER,DF,29,1994,34,34,3060,34.0,1,1,2,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Paul Wanner,AUT,"MF,FW",18,2005,29,20,1771,19.7,3,2,5,2,1,1,2,0,0.15,0.1,0.25,0.1,0.2,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Sirlord Conteh,GER,"MF,FW",28,1996,29,4,892,9.9,1,1,2,1,0,0,2,0,0.1,0.1,0.2,0.1,0.2,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Stefan Schimmer,GER,FW,30,1994,13,0,247,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Thomas Keller,GER,"MF,DF",24,1999,6,2,148,1.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Heidenheim,Tim Siersleben,GER,DF,24,2000,16,14,1182,13.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Adam Hložek,CZE,"FW,MF",22,2002,27,22,1871,20.8,8,4,12,8,0,0,2,0,0.38,0.19,0.58,0.38,0.58,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Alexander Prass,AUT,"MF,DF",23,2001,23,19,1566,17.4,0,1,1,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Andrej Kramarić,CRO,MF,33,1991,32,32,2767,30.7,11,8,19,8,3,3,4,0,0.36,0.26,0.62,0.26,0.52,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Anton Stach,GER,"MF,DF",25,1998,30,29,2585,28.7,1,2,3,1,0,0,8,0,0.03,0.07,0.1,0.03,0.1,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Arthur Chaves,BRA,DF,23,2001,26,24,2185,24.3,1,0,1,1,0,0,8,0,0.04,0.0,0.04,0.04,0.04,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Bazoumana Touré,CIV,"MF,FW",18,2006,13,7,609,6.8,0,3,3,0,0,0,1,0,0.0,0.44,0.44,0.0,0.44,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,David Jurásek,CZE,"DF,MF",23,2000,14,6,619,6.9,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,David Mokwa,FRA,FW,20,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Dennis Geiger,GER,MF,26,1998,20,7,734,8.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Diadie Samassékou,MLI,MF,28,1996,8,6,290,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Erencan Yardimci,TUR,FW,22,2002,8,3,313,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Finn Ole Becker,GER,MF,24,2000,13,7,670,7.4,0,1,1,0,0,0,1,0,0.0,0.13,0.13,0.0,0.13,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Florian Grillitsch,AUT,"MF,DF",28,1995,8,8,601,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Florian Micheler,AUT,MF,19,2005,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Gift Orban,NGA,FW,22,2002,13,7,687,7.6,4,0,4,4,0,0,2,0,0.52,0.0,0.52,0.52,0.52,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Grischa Prömel,GER,MF,29,1995,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Hannes Behrens,GER,DF,19,2005,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Haris Tabaković,BIH,FW,30,1994,22,6,821,9.1,3,1,4,3,0,0,0,0,0.33,0.11,0.44,0.33,0.44,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Ihlas Bebou,TOG,"FW,MF",30,1994,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Jacob Bruun Larsen,DEN,"MF,FW",25,1998,12,3,400,4.4,2,2,4,2,0,0,0,0,0.45,0.45,0.9,0.45,0.9,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Kevin Akpoguma,NGA,DF,29,1995,32,23,2220,24.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Leo Østigård,NOR,DF,24,1999,11,11,927,10.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Luca Philipp,GER,GK,23,2000,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Marius Bülter,GER,"MF,FW",31,1993,25,22,1729,19.2,7,2,9,7,0,0,4,0,0.36,0.1,0.47,0.36,0.47,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Max Moerstedt,GER,"FW,MF",18,2006,12,5,451,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Mergim Berisha,GER,FW,26,1998,11,3,333,3.7,1,1,2,1,0,0,1,0,0.27,0.27,0.54,0.27,0.54,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Oliver Baumann,GER,GK,34,1990,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
GER-Bundesliga,2425,Hoffenheim,Paul Hennrich,GER,MF,19,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,2024-2025,standard,fbref_soccerdata,2026-08-10 21:51:51
