league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,_league_id,_season,_stat_type,_source,_scraped_at
FRA-Ligue 1,2526,Angers,Hervé Koffi,BFA,GK,28,1996,30,30,2658,29.5,36,1.22,157,120,77.1,9,9,12,10,33.3,6,3,2,1,40.0,FRA,2025-2026,keeper,fbref_soccerdata,2026-08-10 22:05:47
FRA-Ligue 1,2526,Angers,Melvin Zinga,FRA,GK,23,2002,3,2,222,2.5,5,2.03,13,8,61.5,0,0,2,0,0.0,0,0,0,0,,FRA,2025-2026,keeper,fbref_soccerdata,2026-08-10 22:05:47
FRA-Ligue 1,2526,Angers,Oumar Pona,FRA,GK,19,2006,2,2,180,2.0,7,3.5,13,6,46.2,0,0,2,0,0.0,0,0,0,0,,FRA,2025-2026,keeper,fbref_soccerdata,2026-08-10 22:05:47
FRA-Ligue 1,2526,Auxerre,Donovan Léon,GUF,GK,32,1992,29,29,2460,27.3,35,1.28,130,95,73.1,7,9,13,9,31.0,3,2,1,0,33.3,FRA,2025-2026,keeper,fbref_soccerdata,2026-08-10 22:05:47
FRA-Ligue 1,2526,Auxerre,Théo De Percin,MTQ,GK,24,2001,8,5,598,6.6,9,1.35,24,15,62.5,1,1,3,1,20.0,2,1,1,0,50.0,FRA,2025-2026,keeper,fbref_soccerdata,2026-08-10 22:05:47
FRA-Ligue 1,2526,Brest,Grégoire Coudert,FRA,GK,26,1999,25,24,2192,24.4,40,1.64,116,76,65.5,9,5,10,6,25.0,4,3,1,0,25.0,FRA,2025-2026,keeper,fbref_soccerdata,2026-08-10 22:05:47
FRA-Ligue 1,2526,Brest,Radosław Majecki,POL,GK,25,1999,10,10,864,9.6,18,1.87,44,26,59.1,1,4,5,3,30.0,1,1,0,0,0.0,FRA,2025-2026,keeper,fbref_soccerdata,2026-08-10 22:05:47
FRA-Ligue 1,2526,Le Havre,Lionel Mpasi,COD,GK,30,1994,4,3,315,3.5,2,0.57,17,15,88.2,0,2,1,1,33.3,0,0,0,0,,FRA,2025-2026,keeper,fbref_soccerdata,2026-08-10 22:05:47
FRA-Ligue 1,2526,Le Havre,Mory Diaw,SEN,GK,32,1993,30,30,2655,29.5,41,1.39,121,80,66.1,6,12,12,7,23.3,8,6,2,0,25.0,FRA,2025-2026,keeper,fbref_soccerdata,2026-08-10 22:05:47
FRA-Ligue 1,2526,Le Havre,Paul Argney,FRA,GK,19,2006,1,1,90,1.0,1,1.0,3,2,66.7,1,0,0,0,0.0,0,0,0,0,,FRA,2025-2026,keeper,fbref_soccerdata,2026-08-10 22:05:47
FRA-Ligue 1,2526,Lens,Mathieu Gorgelin,FRA,GK,34,1990,1,1,90,1.0,0,0.0,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,FRA,2025-2026,keeper,fbref_soccerdata,2026-08-10 22:05:47
