league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,_league_id,_season,_stat_type,_source,_scraped_at
FRA-Ligue 1,2324,Brest,Achraf Dari,MAR,DF,24,1999,4,121,30,4.0,1.3,1,90,1,3,10,11,1.0,0,2,-2,-1.49,-2.13,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Adrien Lebeau,FRA,MF,24,1999,7,54,8,1.8,0.6,0,,0,7,8,20,2.43,1,0,1,1.67,1.13,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Antonin Cartillier,FRA,DF,19,2004,0,,,,,0,,0,0,,10,,,,,,,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Axel Camblan,FRA,FW,19,2003,7,90,13,2.9,1.0,0,,0,7,13,15,1.57,0,1,-1,-1.0,-1.61,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Bilal Brahimi,ALG,FW,23,2000,18,221,12,7.2,2.5,1,59,0,17,10,8,1.56,2,0,2,0.81,0.28,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Bradley Locko,FRA,DF,21,2002,33,2959,90,96.7,32.9,33,90,31,0,,0,1.76,50,34,16,0.49,-2.19,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Brendan Chardonnet,FRA,DF,28,1994,33,2970,90,97.1,33.0,33,90,33,0,,1,1.82,52,33,19,0.58,0.58,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Christophe Hérelle,MTQ,DF,30,1992,0,,,,,0,,0,0,,3,,,,,,,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Djibrili Konté,FRA,FW,20,2002,0,,,,,0,,0,0,,1,,,,,,,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Grégoire Coudert,FRA,GK,24,1999,3,181,60,5.9,2.0,2,90,2,1,1,31,2.33,4,0,4,1.99,1.52,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Hianga'a Mbock,FRA,MF,23,1999,2,9,5,0.3,0.1,0,,0,2,5,1,1.5,0,0,0,0.0,-0.56,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Hugo Magnetti,FRA,MF,25,1998,33,2340,71,76.5,26.0,30,76,8,3,23,0,1.76,33,29,4,0.15,-1.72,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Jonas Martin,FRA,MF,33,1990,31,1208,39,39.5,13.4,9,80,3,22,22,0,1.87,23,10,13,0.97,0.68,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Jordan Amavi,FRA,DF,29,1994,2,91,46,3.0,1.0,1,90,1,1,1,12,2.0,3,0,3,2.97,2.48,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Julien Le Cardinal,FRA,DF,25,1997,12,473,39,15.5,5.3,5,88,4,7,5,13,1.83,9,8,1,0.19,-0.44,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Jérémy Le Douaron,FRA,"FW,MF",25,1998,33,1618,49,52.9,18.0,19,72,2,14,18,0,1.82,24,19,5,0.28,-0.6,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Kamory Doumbia,MLI,MF,20,2003,25,879,35,28.7,9.8,7,69,1,18,22,0,1.8,22,7,15,1.54,1.37,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Karamoko Dembélé,ENG,"FW,MF",20,2003,1,16,16,0.5,0.2,0,,0,1,16,2,0.0,0,0,0,0.0,-0.56,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Kenny Lala,MAD,DF,31,1991,33,2970,90,97.1,33.0,33,90,33,0,,0,1.85,50,30,20,0.61,1.61,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Lilian Brassier,FRA,DF,23,1999,30,2677,89,87.5,29.7,30,89,28,0,,0,1.9,49,29,20,0.67,0.91,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Luck Zogbé,CIV,DF,18,2005,1,11,11,0.4,0.1,0,,0,1,11,13,0.0,0,1,-1,-8.18,-8.77,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Mahdi Camara,FRA,MF,25,1998,32,2020,63,66.0,22.4,26,72,1,6,24,0,1.81,30,24,6,0.27,-0.86,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Marco Bizot,NED,GK,32,1991,32,2876,90,94.0,32.0,32,90,31,0,,0,1.72,49,34,15,0.47,-1.49,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Martin Satriano,URU,"FW,MF",22,2001,33,1864,56,60.9,20.7,21,77,4,12,20,0,1.82,36,19,17,0.82,0.67,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Mathias Pereira Lage,POR,"MF,FW",26,1996,30,1187,40,38.8,13.2,12,73,0,18,18,1,1.77,18,9,9,0.68,0.2,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Pierre Lees-Melou,FRA,MF,30,1993,29,2517,87,82.3,28.0,29,87,25,0,,0,1.83,47,29,18,0.64,0.48,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Romain Del Castillo,FRA,"MF,FW",27,1996,33,2497,76,81.6,27.7,30,81,3,3,22,0,1.82,45,31,14,0.5,-0.29,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Steve Mounié,BEN,FW,28,1994,32,1769,55,57.8,19.7,20,76,5,12,21,0,1.72,33,24,9,0.46,-0.24,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Tommy Le Verge,FRA,DF,17,2005,0,,,,,0,,0,0,,1,,,,,,,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Brest,Yan Marillat,FRA,GK,28,1994,0,,,,,0,,0,0,,2,,,,,,,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Abdellah Baallal,MAR,MF,18,2004,1,4,4,0.1,0.0,0,,0,1,4,3,1.0,0,0,0,0.0,1.0,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Alan Virginius,FRA,"MF,FW",20,2003,14,934,67,30.5,10.4,12,73,0,2,30,0,0.93,10,19,-9,-0.87,0.19,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Alidu Seidu,GHA,DF,23,2000,14,1131,81,37.0,12.6,13,86,12,1,7,0,0.64,8,19,-11,-0.88,0.2,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Andy Pelmard,MAD,DF,23,2000,34,2989,88,97.7,33.2,33,90,33,1,19,0,0.74,26,57,-31,-0.93,2.87,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Aïman Maurer,MAR,MF,18,2004,5,56,11,1.8,0.6,0,,0,5,11,5,0.8,0,3,-3,-4.82,-3.89,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Bilal Boutobba,FRA,"MF,FW",24,1998,27,926,34,30.3,10.3,10,75,1,17,10,6,0.74,6,20,-14,-1.36,-0.52,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Cheick Konaté,MLI,"MF,DF",19,2004,19,1068,56,34.9,11.9,12,81,5,7,14,2,0.68,8,18,-10,-0.84,0.24,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Chrislain Matsima,FRA,DF,21,2002,14,1180,84,38.6,13.1,13,90,13,1,10,0,0.71,8,27,-19,-1.45,-0.73,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Elba Rashani,KVX,"MF,FW",30,1993,24,1175,49,38.4,13.1,14,70,3,10,20,0,0.83,9,22,-13,-1.0,0.01,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Florent Ogier,FRA,DF,34,1989,14,943,67,30.8,10.5,9,89,8,5,29,17,0.79,9,17,-8,-0.76,0.34,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Grejohn Kyei,FRA,FW,27,1995,26,1026,39,33.5,11.4,10,75,1,16,17,5,0.58,9,19,-10,-0.88,0.18,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Habib Keita,MLI,MF,21,2002,27,1278,47,41.8,14.2,12,82,4,15,20,7,0.85,12,18,-6,-0.42,0.99,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Ilhan Fakili,FRA,MF,17,2006,3,94,31,3.1,1.0,1,58,0,2,18,0,0.0,0,4,-4,-3.83,-2.92,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Jim Allevinah,GAB,MF,28,1995,29,1861,64,60.8,20.7,22,76,5,7,27,1,0.72,17,32,-15,-0.73,0.7,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Johan Gastien,FRA,MF,35,1988,28,2260,81,73.9,25.1,28,81,14,0,,0,0.75,22,41,-19,-0.76,0.93,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Joshua M'Bahia,CIV,DF,18,2005,1,14,14,0.5,0.2,0,,0,1,14,2,0.0,0,1,-1,-6.43,-5.45,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Jérémie Bela,ANG,MF,30,1993,12,203,17,6.6,2.3,1,61,0,11,13,9,0.25,1,8,-7,-3.1,-2.25,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Jérémy Jacquet,FRA,DF,18,2005,6,253,42,8.3,2.8,2,90,2,4,18,7,1.17,1,8,-7,-2.49,-1.62,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Komnen Andrić,SRB,FW,28,1995,7,169,24,5.5,1.9,1,67,0,6,17,6,0.29,1,5,-4,-2.13,-1.2,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
FRA-Ligue 1,2324,Clermont Foot,Massamba Ndiaye,SEN,GK,21,2001,4,360,90,11.8,4.0,4,90,4,0,,30,1.25,4,6,-2,-0.5,0.57,FRA,2023-2024,playing_time,fbref_soccerdata,2026-08-10 22:01:03
