league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,_league_id,_season,_stat_type,_source,_scraped_at
FRA-Ligue 1,2425,Angers,Melvin Zinga,FRA,GK,22,2002,1,1,90,1.0,2,2.0,4,2,50.0,0,0,1,0,0.0,1,1,0,0,0.0,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Angers,Yahia Fofana,CIV,GK,23,2000,33,33,2970,33.0,51,1.55,187,136,72.7,10,6,17,7,21.2,4,3,0,1,0.0,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Auxerre,Donovan Léon,GUF,GK,31,1992,32,32,2880,32.0,48,1.5,169,121,71.6,11,8,13,9,28.1,6,5,1,0,16.7,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Auxerre,Théo De Percin,MTQ,GK,23,2001,2,2,180,2.0,3,1.5,8,5,62.5,0,1,1,1,50.0,2,1,1,0,50.0,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Brest,Grégoire Coudert,FRA,GK,25,1999,2,2,180,2.0,5,2.5,14,9,64.3,1,0,1,0,0.0,0,0,0,0,,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Brest,Marco Bizot,NED,GK,33,1991,32,32,2880,32.0,54,1.69,130,76,58.5,14,5,13,10,31.3,10,8,1,1,11.1,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Le Havre,Arthur Desmas,FRA,GK,30,1994,18,18,1620,18.0,38,2.11,94,56,59.6,5,0,13,3,16.7,3,2,1,0,33.3,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Le Havre,Mathieu Gorgelin,FRA,GK,33,1990,16,16,1440,16.0,33,2.06,83,50,60.2,5,4,7,1,6.3,3,3,0,0,0.0,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Lens,Brice Samba,FRA,GK,30,1994,15,15,1350,15.0,14,0.93,54,40,74.1,6,6,3,7,46.7,4,4,0,0,0.0,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Lens,Hervé Koffi,BFA,GK,27,1996,5,5,450,5.0,8,1.6,26,18,69.2,1,0,4,0,0.0,2,2,0,0,0.0,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Lens,Mathew Ryan,AUS,GK,32,1992,14,14,1260,14.0,17,1.21,60,43,71.7,8,1,5,6,42.9,3,2,1,0,33.3,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Lille,Lucas Chevalier,FRA,GK,22,2001,34,34,3060,34.0,36,1.06,127,94,71.7,17,9,8,11,32.4,4,4,0,0,0.0,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Lyon,Lucas Perri,BRA,GK,26,1997,33,33,2970,33.0,44,1.33,160,116,72.5,17,6,10,10,30.3,3,3,0,0,0.0,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Lyon,Rémy Descamps,FRA,GK,28,1996,1,1,90,1.0,2,2.0,6,4,66.7,0,0,1,0,0.0,0,0,0,0,,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Marseille,Gerónimo Rulli,ARG,GK,32,1992,34,34,3060,34.0,47,1.38,136,89,65.4,20,5,9,5,14.7,6,3,3,0,50.0,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
FRA-Ligue 1,2425,Monaco,Philipp Köhn,SUI,GK,26,1998,19,19,1710,19.0,19,1.0,64,45,70.3,11,5,3,8,42.1,1,1,0,0,0.0,FRA,2024-2025,keeper,fbref_soccerdata,2026-08-10 22:04:54
