league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,_league_id,_season,_stat_type,_source,_scraped_at
FRA-Ligue 1,2324,Le Havre,Alois Confais,FRA,"DF,MF",26,1996,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,FRA,2023-2024,standard,fbref_soccerdata,2026-08-10 22:00:23
FRA-Ligue 1,2324,Le Havre,André Ayew,GHA,"FW,MF",33,1989,19,12,1104,12.3,5,0,5,5,0,0,2,1,0.41,0.0,0.41,0.41,0.41,FRA,2023-2024,standard,fbref_soccerdata,2026-08-10 22:00:23
FRA-Ligue 1,2324,Le Havre,Antoine Joujou,FRA,"MF,FW",20,2003,23,6,779,8.7,0,2,2,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23,FRA,2023-2024,standard,fbref_soccerdata,2026-08-10 22:00:23
FRA-Ligue 1,2324,Le Havre,Arouna Sangante,SEN,DF,21,2002,30,30,2687,29.9,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,FRA,2023-2024,standard,fbref_soccerdata,2026-08-10 22:00:23
FRA-Ligue 1,2324,Le Havre,Arthur Desmas,FRA,GK,29,1994,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,FRA,2023-2024,standard,fbref_soccerdata,2026-08-10 22:00:23
FRA-Ligue 1,2324,Le Havre,Christopher Opéri,CIV,"DF,MF",26,1997,28,28,2445,27.2,3,4,7,3,0,0,6,0,0.11,0.15,0.26,0.11,0.26,FRA,2023-2024,standard,fbref_soccerdata,2026-08-10 22:00:23
FRA-Ligue 1,2324,Le Havre,Daler Kuzyaev,RUS,MF,30,1993,30,24,2090,23.2,2,2,4,2,0,0,1,0,0.09,0.09,0.17,0.09,0.17,FRA,2023-2024,standard,fbref_soccerdata,2026-08-10 22:00:23
FRA-Ligue 1,2324,Le Havre,Elysée Logbo,FRA,FW,19,2004,10,2,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,FRA,2023-2024,standard,fbref_soccerdata,2026-08-10 22:00:23
FRA-Ligue 1,2324,Le Havre,Emmanuel Sabbi,USA,"MF,FW",25,1997,30,18,1584,17.6,5,1,6,3,2,2,5,0,0.28,0.06,0.34,0.17,0.23,FRA,2023-2024,standard,fbref_soccerdata,2026-08-10 22:00:23
FRA-Ligue 1,2324,Le Havre,Etienne Youte Kinkoue,FRA,DF,21,2002,22,22,1941,21.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,FRA,2023-2024,standard,fbref_soccerdata,2026-08-10 22:00:23
FRA-Ligue 1,2324,Le Havre,Gautier Lloris,FRA,DF,28,1995,31,31,2778,30.9,2,0,2,2,0,0,2,0,0.06,0.0,0.06,0.06,0.06,FRA,2023-2024,standard,fbref_soccerdata,2026-08-10 22:00:23
FRA-Ligue 1,2324,Le Havre,Issa Soumaré,SEN,"FW,MF",22,2000,7,3,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,FRA,2023-2024,standard,fbref_soccerdata,2026-08-10 22:00:23
FRA-Ligue 1,2324,Le Havre,Josué Casimir,HAI,"MF,FW",21,2001,30,25,2016,22.4,0,5,5,0,0,0,6,0,0.0,0.22,0.22,0.0,0.22,FRA,2023-2024,standard,fbref_soccerdata,2026-08-10 22:00:23
