tournament_id,season_id,player_name,player_id,team_name,team_id,rating,goals,assists,expectedGoals,expectedAssists,shotsOnTarget,totalShots,bigChancesCreated,bigChancesMissed,accuratePasses,accuratePassesPercentage,keyPasses,accurateLongBalls,accurateLongBallsPercentage,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,clearances,possessionLost,minutesPlayed,appearances,yellowCards,redCards,_league_id,_season,_source,_scraped_at
23,52760,Simone Perilli,253369,Hellas Verona,2701,8.1,0,0,0.0,0.01,0,0,0,0,15,42.86,0,8,28.57,0,0.0,0,0,0,21,90,1,0,0,ITA,2023-2024,datafc_sofascore,2026-08-12 07:01:10
23,52760,Hakan Çalhanoğlu,135700,Inter,2697,7.68,13,3,10.15,5.83,23,62,5,0,1986,92.37,53,148,76.29,7,50.0,66,24,21,312,2576,32,5,0,ITA,2023-2024,datafc_sofascore,2026-08-12 07:01:10
23,52760,Davide Biraschi,233252,Genoa,2713,7.6,1,0,0.1,0.01,1,1,0,0,25,83.33,0,3,100.0,1,100.0,3,2,3,6,90,1,0,0,ITA,2023-2024,datafc_sofascore,2026-08-12 07:01:10
23,52760,Raffaele Di Gennaro,301162,Inter,2697,7.6,0,0,,0.0,0,0,0,0,12,92.31,0,1,50.0,0,0.0,0,0,0,2,23,1,0,0,ITA,2023-2024,datafc_sofascore,2026-08-12 07:01:10
23,52760,Nicolas Haas,587126,Empoli,2705,7.6,0,0,0.1,0.04,1,1,0,0,46,90.2,0,4,100.0,0,0.0,5,1,1,6,90,1,1,0,ITA,2023-2024,datafc_sofascore,2026-08-12 07:01:10
23,52760,Mile Svilar,793986,AS Roma,2702,7.51,0,0,,0.02,0,0,0,0,449,85.04,1,59,43.38,1,100.0,0,0,7,79,1350,15,1,0,ITA,2023-2024,datafc_sofascore,2026-08-12 07:01:10
23,52760,Lautaro Martínez,823984,Inter,2697,7.5,24,3,17.64,1.96,47,108,7,13,601,79.08,36,21,65.63,19,32.76,22,20,9,331,2668,33,5,0,ITA,2023-2024,datafc_sofascore,2026-08-12 07:01:10
23,52760,Khvicha Kvaratskhelia,889259,SSC Napoli,2714,7.48,11,6,11.15,5.4,45,128,11,14,921,85.67,63,63,73.26,101,50.75,42,13,7,452,2750,34,8,0,ITA,2023-2024,datafc_sofascore,2026-08-12 07:01:10
23,52760,Michele Di Gregorio,844609,Monza,2729,7.45,0,0,0.0,0.05,0,0,0,0,854,74.39,0,243,45.94,3,100.0,1,1,25,299,2874,33,0,0,ITA,2023-2024,datafc_sofascore,2026-08-12 07:01:10
23,52760,Domenico Berardi,253367,Sassuolo,2793,7.42,9,3,6.54,2.53,24,51,4,2,391,69.95,27,49,55.68,11,44.0,17,13,8,303,1438,17,6,0,ITA,2023-2024,datafc_sofascore,2026-08-12 07:01:10
23,52760,Paulo Dybala,256219,AS Roma,2702,7.42,13,9,10.59,4.05,23,59,10,5,755,84.26,51,42,73.68,28,39.44,22,3,6,369,1977,28,3,0,ITA,2023-2024,datafc_sofascore,2026-08-12 07:01:10
23,52760,Rafael Leão,851284,AC Milan,2692,7.42,9,9,10.02,8.11,25,70,18,7,714,79.96,59,28,68.29,77,55.8,16,9,15,446,2523,34,5,0,ITA,2023-2024,datafc_sofascore,2026-08-12 07:01:10
23,52760,Federico Dimarco,284361,Inter,2697,7.35,5,6,2.9,7.46,19,51,14,2,855,85.24,62,48,57.83,6,33.33,42,9,24,349,2105,30,0,0,ITA,2023-2024,datafc_sofascore,2026-08-12 07:01:10
23,52760,Alessandro Bastoni,826188,Inter,2697,7.35,1,3,1.23,3.12,6,15,10,1,1598,89.83,23,141,64.38,10,55.56,46,23,43,295,2283,28,5,0,ITA,2023-2024,datafc_sofascore,2026-08-12 07:01:10
