league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,_league_id,_season,_stat_type,_source,_scraped_at
GER-Bundesliga,2526,Augsburg,Aiman Dardari,LUX,MF,20,2005,3,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Alexis Claude-Maurice,FRA,"MF,FW",27,1998,29,25,2097,23.3,5,4,9,4,1,2,3,0,0.21,0.17,0.39,0.17,0.34,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Anton Kade,GER,"MF,FW",21,2004,28,18,1743,19.4,6,0,6,6,0,0,3,0,0.31,0.0,0.31,0.31,0.31,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Arne Maier,GER,MF,26,1999,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Arthur Chaves,BRA,DF,24,2001,11,9,829,9.2,2,0,2,2,0,0,1,0,0.22,0.0,0.22,0.22,0.22,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Cedric Zesiger,SUI,DF,27,1998,27,20,1816,20.2,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Chrislain Matsima,FRA,DF,23,2002,18,17,1489,16.5,1,1,2,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Dimitris Giannoulis,GRE,MF,29,1995,27,25,1888,21.0,2,5,7,2,0,0,8,0,0.1,0.24,0.33,0.1,0.33,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Elias Saad,TUN,"MF,FW",25,1999,10,7,497,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Elvis Rexhbeçaj,KVX,MF,27,1997,26,10,1118,12.4,2,0,2,2,0,0,4,0,0.16,0.0,0.16,0.16,0.16,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Fabian Rieder,SUI,MF,23,2002,32,28,2343,26.0,6,3,9,4,2,2,4,0,0.23,0.12,0.35,0.15,0.27,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Finn Dahmen,GER,GK,27,1998,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Han-Noah Massengo,FRA,MF,24,2001,33,29,2427,27.0,2,1,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Ismaël Gharbi,TUN,MF,21,2004,6,0,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Jeffrey Gouweleeuw,NED,DF,34,1991,11,10,848,9.4,0,1,1,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Keven Schlotterbeck,GER,DF,28,1997,24,22,2031,22.6,0,1,1,0,0,1,7,1,0.0,0.04,0.04,0.0,0.04,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Kristijan Jakić,CRO,"MF,DF",28,1997,26,18,1653,18.4,2,1,3,2,0,0,5,0,0.11,0.05,0.16,0.11,0.16,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Mads Pedersen,DEN,MF,28,1996,7,1,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Marius Wolf,GER,MF,30,1995,29,12,1019,11.3,1,1,2,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Mert Kömür,GER,"MF,FW",20,2005,28,17,1464,16.3,2,4,6,2,0,0,1,0,0.12,0.25,0.37,0.12,0.37,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
GER-Bundesliga,2526,Augsburg,Michael Gregoritsch,AUT,FW,31,1994,17,11,913,10.1,6,2,8,5,1,1,2,0,0.59,0.2,0.79,0.49,0.69,GER,2025-2026,standard,fbref_soccerdata,2026-08-10 21:53:45
