league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,_league_id,_season,_stat_type,_source,_scraped_at
ITA-Serie A,2425,Atalanta,Juan Musso,ARG,GK,30,1994,1,1,90,1.0,0,0.0,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,ITA,2024-2025,keeper,fbref_soccerdata,2026-08-10 21:58:39
ITA-Serie A,2425,Atalanta,Marco Carnesecchi,ITA,GK,24,2000,34,34,3060,34.0,34,1.0,132,98,74.2,19,7,8,13,38.2,2,2,0,0,0.0,ITA,2024-2025,keeper,fbref_soccerdata,2026-08-10 21:58:39
ITA-Serie A,2425,Atalanta,Rui Patrício,POR,GK,36,1988,3,3,270,3.0,3,1.0,14,11,78.6,2,1,0,1,33.3,0,0,0,0,,ITA,2024-2025,keeper,fbref_soccerdata,2026-08-10 21:58:39
ITA-Serie A,2425,Bologna,Federico Ravaglia,ITA,GK,24,1999,12,11,1056,11.7,14,1.19,24,10,41.7,5,2,4,4,36.4,1,1,0,0,0.0,ITA,2024-2025,keeper,fbref_soccerdata,2026-08-10 21:58:39
ITA-Serie A,2425,Bologna,Łukasz Skorupski,POL,GK,33,1991,27,27,2364,26.3,33,1.26,83,51,60.2,11,12,4,8,29.6,2,1,1,0,50.0,ITA,2024-2025,keeper,fbref_soccerdata,2026-08-10 21:58:39
ITA-Serie A,2425,Cagliari,Alen Sherri,ALB,GK,26,1997,7,7,621,6.9,11,1.59,31,20,64.5,1,2,4,1,14.3,0,0,0,0,,ITA,2024-2025,keeper,fbref_soccerdata,2026-08-10 21:58:39
ITA-Serie A,2425,Cagliari,Elia Caprile,ITA,GK,22,2001,18,18,1620,18.0,22,1.22,68,46,67.6,5,4,9,5,27.8,1,1,0,0,0.0,ITA,2024-2025,keeper,fbref_soccerdata,2026-08-10 21:58:39
ITA-Serie A,2425,Cagliari,Giuseppe Ciocci,ITA,GK,22,2002,1,0,9,0.1,0,0.0,0,0,,0,0,0,0,,0,0,0,0,,ITA,2024-2025,keeper,fbref_soccerdata,2026-08-10 21:58:39
ITA-Serie A,2425,Cagliari,Simone Scuffet,ITA,GK,28,1996,13,13,1170,13.0,23,1.77,56,33,58.9,3,3,7,1,7.7,5,5,0,0,0.0,ITA,2024-2025,keeper,fbref_soccerdata,2026-08-10 21:58:39
ITA-Serie A,2425,Como,Emil Audero,IDN,GK,27,1997,8,8,720,8.0,18,2.25,35,17,48.6,2,2,4,0,0.0,4,4,0,0,0.0,ITA,2024-2025,keeper,fbref_soccerdata,2026-08-10 21:58:39
