league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,_league_id,_season,_stat_type,_source,_scraped_at
ITA-Serie A,2526,Bologna,Babis Lykogiannis,GRE,DF,31,1993,7.0,0,7,2,28.6,1.0,0.29,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Benjamín Domínguez,ARG,MF,21,2003,6.1,0,12,2,16.7,1.97,0.33,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Ciro Immobile,ITA,FW,35,1990,2.1,0,2,0,0.0,0.93,0.0,0.0,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Eivind Helland,NOR,DF,20,2005,5.4,0,1,0,0.0,0.19,0.0,0.0,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Emil Holm,SWE,DF,25,2000,7.3,1,8,1,12.5,1.1,0.14,0.13,1.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Federico Bernardeschi,ITA,"MF,FW",31,1994,13.5,4,39,13,33.3,2.88,0.96,0.08,0.23,1,1,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Federico Ravaglia,ITA,GK,25,1999,16.3,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Giovanni Fabbian,ITA,MF,22,2003,7.8,2,14,4,28.6,1.79,0.51,0.14,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Ibrahim Sulemana,GHA,MF,22,2003,0.5,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Jens Odgaard,DEN,MF,26,1999,15.3,5,35,13,37.1,2.29,0.85,0.14,0.38,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Jhon Lucumí,COL,DF,27,1998,25.4,1,8,2,25.0,0.31,0.08,0.13,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Jonathan Rowe,ENG,"MF,FW",22,2003,17.8,3,48,17,35.4,2.69,0.95,0.06,0.18,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,João Mário Lopes,POR,"DF,MF",25,2000,8.2,1,4,2,50.0,0.49,0.24,0.25,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Juan Miranda,ESP,DF,25,2000,28.6,1,13,5,38.5,0.45,0.17,0.08,0.2,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Lewis Ferguson,SCO,MF,25,1999,17.8,1,13,2,15.4,0.73,0.11,0.08,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Lorenzo De Silvestri,ITA,DF,37,1988,5.5,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Martin Vitík,CZE,DF,22,2003,14.7,0,8,2,25.0,0.54,0.14,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Massimo Pessina,ITA,GK,17,2007,3.9,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Nadir Zortea,ITA,DF,26,1999,20.2,0,11,1,9.1,0.54,0.05,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Nicolò Cambiaghi,ITA,"MF,FW",24,2000,16.9,3,24,6,25.0,1.42,0.36,0.13,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Nicolò Casale,ITA,DF,27,1998,7.5,0,5,0,0.0,0.66,0.0,0.0,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Nikola Moro,CRO,MF,27,1998,20.0,2,21,2,9.5,1.05,0.1,0.1,1.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Remo Freuler,SUI,MF,33,1992,24.6,1,8,1,12.5,0.33,0.04,0.13,1.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Riccardo Orsolini,ITA,"MF,FW",28,1997,23.5,10,82,31,37.8,3.5,1.32,0.07,0.19,4,6,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Santiago Castro,ARG,FW,20,2004,26.2,7,63,20,31.7,2.4,0.76,0.11,0.35,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Simon Sohm,SUI,MF,24,2001,8.0,0,4,1,25.0,0.5,0.13,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Thijs Dallinga,NED,FW,24,2000,9.0,2,24,5,20.8,2.66,0.55,0.08,0.4,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Tommaso Pobega,ITA,MF,26,1999,15.9,3,25,10,40.0,1.57,0.63,0.12,0.3,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Torbjørn Heggem,NOR,DF,26,1999,23.5,0,11,2,18.2,0.47,0.09,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Bologna,Łukasz Skorupski,POL,GK,34,1991,17.7,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Adam Obert,SVK,"DF,MF",22,2002,30.8,0,10,3,30.0,0.32,0.1,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Agustín Albarracín,URU,FW,19,2005,0.4,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Alberto Dossena,ITA,DF,26,1998,9.5,0,7,2,28.6,0.73,0.21,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Alessandro Deiola,ITA,"MF,DF",29,1995,15.9,0,22,7,31.8,1.38,0.44,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Alessandro Di Pardo,ITA,"DF,MF",26,1999,0.6,0,1,0,0.0,1.67,0.0,0.0,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Andrea Belotti,ITA,FW,31,1993,2.5,2,6,4,66.7,2.44,1.63,0.17,0.25,1,1,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Elia Caprile,ITA,GK,23,2001,38.0,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Gabriele Zappa,ITA,"DF,MF",25,1999,17.7,0,11,2,18.2,0.62,0.11,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Gennaro Borrelli,ITA,FW,25,2000,14.2,5,30,12,40.0,2.12,0.85,0.17,0.42,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Gianluca Gaetano,ITA,"MF,FW",25,2000,21.2,2,34,11,32.4,1.6,0.52,0.06,0.18,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Ibrahim Sulemana,GHA,MF,22,2003,9.6,1,11,2,18.2,1.15,0.21,0.09,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Joseph Liteta,ZAM,MF,19,2006,2.9,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Juan Rodríguez,URU,DF,20,2005,14.6,1,3,2,66.7,0.21,0.14,0.33,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Leonardo Pavoletti,ITA,FW,36,1988,2.5,1,6,1,16.7,2.38,0.4,0.17,1.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Luca Mazzitelli,ITA,MF,29,1995,8.5,2,15,5,33.3,1.76,0.59,0.13,0.4,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Marco Palestra,ITA,"MF,DF",20,2005,34.2,1,29,7,24.1,0.85,0.2,0.03,0.14,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Matteo Prati,ITA,MF,21,2003,14.1,1,19,1,5.3,1.35,0.07,0.05,1.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Mattia Felici,ITA,MF,24,2001,4.6,2,9,6,66.7,1.97,1.31,0.22,0.33,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Michael Folorunsho,ITA,"MF,FW",27,1998,22.2,2,36,9,25.0,1.62,0.41,0.06,0.22,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Michel Ndary Adopo,FRA,MF,25,2000,33.9,1,28,11,39.3,0.83,0.32,0.04,0.09,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Nicolò Cavuoti,ITA,MF,22,2003,0.5,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Othniel Raterink,NED,DF,19,2006,0.1,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Paul Mendy,SEN,FW,18,2007,3.7,2,15,3,20.0,4.03,0.81,0.13,0.67,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Riyad Idrissi,ITA,"MF,DF",20,2005,8.7,2,6,6,100.0,0.69,0.69,0.33,0.33,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Sebastiano Esposito,ITA,"FW,MF",23,2002,29.7,7,57,16,28.1,1.92,0.54,0.11,0.38,1,1,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Sebastiano Luperto,ITA,DF,28,1996,19.0,1,7,3,42.9,0.37,0.16,0.14,0.33,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Semih Kılıçsoy,TUR,FW,19,2005,10.8,4,17,8,47.1,1.57,0.74,0.24,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Yael Trepy,,FW,,,1.0,1,7,2,28.6,6.92,1.98,0.14,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Yerry Mina,COL,DF,30,1994,23.9,2,10,3,30.0,0.42,0.13,0.2,0.67,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Zito Luvumbo,ANG,"MF,FW",23,2002,3.7,0,12,6,50.0,3.28,1.64,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cagliari,Zé Pedro Figueiredo,POR,DF,28,1997,18.9,0,7,0,0.0,0.37,0.0,0.0,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Alberto Moreno,ESP,DF,33,1992,13.7,2,11,4,36.4,0.8,0.29,0.18,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Anastasios Douvikas,GRE,FW,25,1999,25.3,14,65,30,46.2,2.57,1.19,0.2,0.43,1,1,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Andréa Le Borgne,FRA,MF,19,2006,0.0,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Assane Diao,SEN,MF,19,2005,11.9,2,31,10,32.3,2.6,0.84,0.06,0.2,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Diego Carlos,BRA,DF,32,1993,21.7,1,8,2,25.0,0.37,0.09,0.13,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Edoardo Goldaniga,ITA,DF,31,1993,0.2,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Ignace Van Der Brempt,BEL,DF,23,2002,10.3,0,3,0,0.0,0.29,0.0,0.0,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Ivan Smolčić,CRO,DF,24,2000,18.5,0,12,4,33.3,0.65,0.22,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Jacobo Ramón,ESP,DF,20,2005,30.5,2,39,9,23.1,1.28,0.3,0.05,0.22,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Jayden Addai,NED,MF,19,2005,7.6,3,13,6,46.2,1.71,0.79,0.23,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Jean Butez,FRA,GK,30,1995,38.0,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Jesus Rodríguez,ESP,MF,19,2005,19.2,2,45,12,26.7,2.34,0.62,0.04,0.17,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Lucas Da Cunha,FRA,MF,24,2001,30.4,6,42,16,38.1,1.38,0.53,0.05,0.13,4,4,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Marc-Oliver Kempf,GER,DF,30,1995,25.8,4,21,6,28.6,0.81,0.23,0.19,0.67,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Martin Baturina,CRO,"MF,FW",22,2003,17.4,6,28,9,32.1,1.61,0.52,0.21,0.67,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Maxence Caqueret,FRA,MF,25,2000,16.5,2,18,4,22.2,1.09,0.24,0.11,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Máximo Perrone,ARG,MF,22,2003,30.5,3,18,9,50.0,0.59,0.3,0.17,0.33,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Mërgim Vojvoda,KVX,"MF,DF",30,1995,17.7,2,18,7,38.9,1.02,0.4,0.11,0.29,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Nicolas-Gerrit Kühn,GER,MF,25,2000,7.4,1,8,3,37.5,1.08,0.41,0.13,0.33,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Nicolás Paz,ARG,MF,20,2004,32.0,12,121,48,39.7,3.78,1.5,0.1,0.25,0,2,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Sergi Roberto,ESP,MF,33,1992,6.0,0,7,2,28.6,1.16,0.33,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Stefan Posch,AUT,DF,28,1997,4.4,1,8,3,37.5,1.83,0.69,0.13,0.33,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Álex Valle,ESP,DF,21,2004,22.5,1,11,2,18.2,0.49,0.09,0.09,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Como,Álvaro Morata,ESP,FW,32,1992,10.3,0,23,8,34.8,2.23,0.77,0.0,0.0,0,1,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cremonese,Alberto Grassi,ITA,MF,30,1995,19.5,0,13,4,30.8,0.67,0.21,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cremonese,Alessio Zerbin,ITA,MF,26,1999,18.3,0,21,7,33.3,1.15,0.38,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cremonese,Antonio Sanabria,PAR,FW,29,1996,10.5,1,12,4,33.3,1.14,0.38,0.08,0.25,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cremonese,Dachi Lordkipanidze,GEO,MF,20,2005,0.3,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cremonese,David Okereke,NGA,"FW,MF",27,1997,4.5,2,8,5,62.5,1.79,1.12,0.25,0.4,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cremonese,Dennis Johnsen,NOR,"MF,FW",27,1998,4.3,1,5,2,40.0,1.15,0.46,0.2,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cremonese,Emil Audero,IDN,GK,28,1997,34.0,0,0,0,,0.0,0.0,,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cremonese,Faris Pemi Moumbagna,CMR,FW,25,2000,1.0,0,2,0,0.0,1.94,0.0,0.0,,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cremonese,Federico Baschirotto,ITA,DF,28,1996,28.2,2,12,5,41.7,0.43,0.18,0.17,0.4,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cremonese,Federico Bonazzoli,ITA,FW,28,1997,27.9,10,75,32,42.7,2.69,1.15,0.09,0.22,3,3,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cremonese,Federico Ceccherini,ITA,DF,33,1992,5.3,0,5,2,40.0,0.95,0.38,0.0,0.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cremonese,Filippo Terracciano,ITA,DF,22,2003,33.5,2,14,4,28.6,0.42,0.12,0.14,0.5,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
ITA-Serie A,2526,Cremonese,Francesco Folino,ITA,DF,23,2002,8.0,1,2,1,50.0,0.25,0.12,0.5,1.0,0,0,ITA,2025-2026,shooting,fbref_soccerdata,2026-08-10 21:59:01
