league,season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,_league_id,_season,_stat_type,_source,_scraped_at
FRA-Ligue 1,2526,Angers,Abdoulaye Bamba,CIV,DF,35,1990,2.8,1,0,0,3,5,0,1,6,6,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Amine Sbai,MAR,"MF,FW",24,2000,20.2,3,1,1,15,24,5,59,4,10,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Bane Diatta,FRA,MF,17,2008,0.1,0,0,0,0,0,0,0,0,1,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Branco van den Boomen,NED,MF,30,1995,13.8,3,0,0,19,9,0,69,7,15,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Carlens Arcus,HAI,DF,29,1996,22.7,7,0,0,33,16,0,38,29,29,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Dan Sinaté,FRA,DF,19,2006,0.4,0,0,0,0,0,0,1,0,0,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Emmanuel Biumla,FRA,DF,20,2005,4.3,0,0,0,8,6,0,1,2,5,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Esteban Lepaul,FRA,FW,25,2000,1.9,0,0,0,2,1,1,0,0,0,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Florent Hanin,ALG,"DF,MF",35,1990,9.6,0,0,0,8,8,0,26,13,8,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Goduine Koyalipou,CTA,FW,25,2000,7.4,0,0,0,4,5,5,3,1,2,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Haris Belkebla,ALG,MF,31,1994,31.9,7,0,0,24,54,0,5,30,44,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Harouna Djibrin,CMR,MF,18,2006,3.7,2,0,0,9,8,0,8,5,4,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Hervé Koffi,BFA,GK,28,1996,29.5,1,0,0,1,11,0,0,0,2,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Himad Abdelli,ALG,MF,25,1999,10.5,1,0,0,16,12,1,9,13,17,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Jacques Ekomie,GAB,"DF,MF",21,2003,24.9,3,0,0,30,31,6,65,31,32,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Jim Allevinah,GAB,MF,30,1995,1.5,0,0,0,0,4,1,1,0,1,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Jordan Lefort,MTN,DF,31,1993,34.0,2,0,0,22,19,2,23,47,33,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Justin-Noël Kalumba,FRA,"FW,MF",20,2004,2.5,0,0,0,3,3,0,15,1,3,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Lanroy Machine,FRA,FW,19,2005,5.8,1,0,0,9,5,4,5,0,4,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Lilian Raolisoa,FRA,"MF,DF",25,2000,21.8,3,0,0,27,17,1,99,14,31,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Louis Mouton,FRA,MF,23,2002,21.0,2,1,0,20,16,4,31,12,26,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Marius Courcoul,FRA,MF,18,2007,4.2,0,0,0,6,3,0,0,3,9,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Marius Louer,FRA,DF,18,2007,6.0,1,0,0,7,3,0,9,2,16,,,1,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Melvin Zinga,FRA,GK,23,2002,2.5,0,0,0,0,0,0,0,0,1,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Oumar Pona,FRA,GK,19,2006,2.0,1,0,0,0,2,0,0,0,0,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Ousmane Camara,MLI,DF,22,2003,30.2,4,0,0,22,7,1,3,34,29,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Pierrick Capelle,FRA,MF,38,1987,7.2,2,0,0,15,11,0,12,7,13,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Prosper Peter,NGA,FW,17,2007,14.1,0,0,0,30,30,15,0,4,3,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Sidiki Cherif,FRA,"FW,MF",18,2006,12.9,3,0,0,15,16,11,6,6,3,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Angers,Yassin Belkhdim,FRA,MF,23,2002,23.7,5,0,0,29,29,2,42,32,43,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Auxerre,Assane Dioussé,SEN,MF,27,1997,2.4,3,0,0,7,3,0,6,6,1,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Auxerre,Bryan Okoh,SUI,DF,22,2003,11.2,2,0,0,13,8,0,0,26,9,,,0,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
FRA-Ligue 1,2526,Auxerre,Clément Akpa,CIV,DF,23,2001,21.6,4,1,1,12,30,1,30,23,19,,,2,FRA,2025-2026,misc,fbref_soccerdata,2026-08-10 22:05:29
