league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,_league_id,_season,_stat_type,_source,_scraped_at
ESP-La Liga,2324,Alavés,Antonio Sivera,ESP,GK,26,1996,34,34,3060,34.0,38,1.12,125,87,69.6,11,8,15,9,26.5,8,8,0,0,0.0,ESP,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:46:03
ESP-La Liga,2324,Alavés,Jesús Owono,EQG,GK,22,2001,4,4,360,4.0,8,2.0,24,16,66.7,1,2,1,1,25.0,0,0,0,0,,ESP,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:46:03
ESP-La Liga,2324,Almería,Diego Mariño,ESP,GK,33,1990,1,1,90,1.0,2,2.0,4,2,50.0,0,0,1,0,0.0,2,2,0,0,0.0,ESP,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:46:03
ESP-La Liga,2324,Almería,Fernando,ESP,GK,33,1990,4,4,360,4.0,10,2.5,23,13,56.5,1,1,2,0,0.0,0,0,0,0,,ESP,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:46:03
ESP-La Liga,2324,Almería,Luís Maximiano,POR,GK,24,1999,33,33,2970,33.0,63,1.91,171,112,63.2,2,11,20,3,9.1,7,4,1,2,20.0,ESP,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:46:03
ESP-La Liga,2324,Athletic Club,Julen Agirrezabala,ESP,GK,22,2000,4,2,238,2.6,4,1.51,12,8,66.7,1,0,1,1,50.0,0,0,0,0,,ESP,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:46:03
ESP-La Liga,2324,Athletic Club,Unai Simón,ESP,GK,26,1997,36,36,3182,35.4,33,0.93,121,91,72.7,18,11,7,15,41.7,5,1,3,1,75.0,ESP,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:46:03
ESP-La Liga,2324,Atlético Madrid,Jan Oblak,SVN,GK,30,1993,38,38,3420,38.0,43,1.13,144,101,70.1,24,4,10,11,28.9,2,1,0,1,0.0,ESP,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:46:03
ESP-La Liga,2324,Barcelona,Iñaki Peña,ESP,GK,24,1999,10,10,900,10.0,17,1.7,39,22,56.4,6,2,2,2,20.0,0,0,0,0,,ESP,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:46:03
ESP-La Liga,2324,Barcelona,Marc-André ter Stegen,GER,GK,31,1992,28,28,2520,28.0,27,0.96,102,75,73.5,20,5,3,12,42.9,2,2,0,0,0.0,ESP,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:46:03
ESP-La Liga,2324,Celta Vigo,Iván Villar,ESP,GK,26,1997,12,12,1014,11.3,18,1.6,45,27,60.0,2,4,6,0,0.0,3,2,1,0,33.3,ESP,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:46:03
ESP-La Liga,2324,Celta Vigo,Vicente Guaita,ESP,GK,36,1987,27,26,2403,26.7,39,1.46,122,83,68.0,8,7,11,2,7.7,5,4,0,1,0.0,ESP,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:46:03
ESP-La Liga,2324,Cádiz,David Gil,ESP,GK,29,1994,5,4,372,4.1,8,1.94,25,17,68.0,0,3,1,1,25.0,0,0,0,0,,ESP,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:46:03
ESP-La Liga,2324,Cádiz,Jeremías Ledesma,ARG,GK,30,1993,34,34,3048,33.9,47,1.39,152,105,69.1,6,12,16,7,20.6,2,2,0,0,0.0,ESP,2023-2024,keeper,fbref_soccerdata,2026-08-10 21:46:03
