league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,_league_id,_season,_stat_type,_source,_scraped_at
ESP-La Liga,2526,Alavés,Antonio Sivera,ESP,GK,28,1996,38,38,3420,38.0,56,1.47,153,97,63.4,11,10,17,5,13.2,5,5,0,0,0.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Athletic Club,Alex Padilla,ESP,GK,21,2003,1,1,90,1.0,4,4.0,8,4,50.0,0,0,1,0,0.0,0,0,0,0,,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Athletic Club,Unai Simón,ESP,GK,28,1997,37,37,3330,37.0,54,1.46,151,97,64.2,13,6,18,6,16.2,6,3,2,1,40.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Atlético Madrid,Jan Oblak,SVN,GK,32,1993,30,30,2700,30.0,31,1.03,106,75,70.8,17,6,7,11,36.7,3,2,0,1,0.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Atlético Madrid,Juan Musso,ARG,GK,31,1994,8,8,720,8.0,13,1.62,35,22,62.9,4,0,4,3,37.5,3,3,0,0,0.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Barcelona,Joan García,ESP,GK,24,2001,30,30,2700,30.0,21,0.7,95,74,77.9,27,1,2,15,50.0,3,3,0,0,0.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Barcelona,Wojciech Szczęsny,POL,GK,35,1990,8,8,720,8.0,15,1.87,37,22,59.5,4,0,4,0,0.0,2,1,1,0,50.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Celta Vigo,Ionuț Radu,ROU,GK,28,1997,38,38,3420,38.0,48,1.26,159,111,69.8,14,12,12,10,26.3,11,6,2,3,25.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Elche,Iñaki Peña,ESP,GK,26,1999,16,16,1440,16.0,28,1.75,83,55,66.3,3,4,9,4,25.0,2,2,0,0,0.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Elche,Matías Dituro,ARG,GK,38,1987,22,22,1980,22.0,29,1.32,93,64,68.8,7,9,6,4,18.2,5,4,0,1,0.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Espanyol,Fortuño,ESP,GK,23,2001,1,1,90,1.0,1,1.0,3,2,66.7,0,1,0,0,0.0,0,0,0,0,,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Espanyol,Marko Dmitrović,SRB,GK,33,1992,37,37,3330,37.0,54,1.46,187,133,71.1,12,9,16,10,27.0,5,5,0,0,0.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Getafe,David Soria,ESP,GK,32,1993,38,38,3420,38.0,38,1.0,154,115,75.3,15,6,17,12,31.6,4,1,2,1,66.7,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Girona,Marc-André ter Stegen,GER,GK,33,1992,2,2,180,2.0,2,1.0,6,4,66.7,0,1,1,0,0.0,0,0,0,0,,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Girona,Paulo Gazzaniga,ARG,GK,33,1992,35,35,3102,34.5,47,1.36,162,115,71.0,9,13,13,6,17.1,5,4,0,1,0.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Girona,Vladyslav Krapyvtsov,UKR,GK,20,2005,2,1,136,1.5,6,3.97,10,4,40.0,0,0,1,0,0.0,1,1,0,0,0.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Levante,Mathew Ryan,AUS,GK,33,1992,36,36,3240,36.0,56,1.56,180,124,68.9,11,9,16,9,25.0,4,3,1,0,25.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Levante,Pablo Cuñat,ESP,GK,23,2002,2,2,180,2.0,5,2.5,16,11,68.8,0,0,2,0,0.0,0,0,0,0,,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Mallorca,Leo Román,ESP,GK,25,2000,33,33,2970,33.0,50,1.52,149,99,66.4,10,7,16,4,12.1,8,6,1,1,14.3,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Mallorca,Lucas Bergström,FIN,GK,22,2002,5,5,450,5.0,7,1.4,22,15,68.2,1,2,2,2,40.0,0,0,0,0,,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Osasuna,Aitor Fernández,ESP,GK,34,1991,2,1,136,1.5,3,1.99,12,9,75.0,0,0,1,0,0.0,1,1,0,0,0.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Osasuna,Sergio Herrera,ESP,GK,32,1993,37,37,3284,36.5,47,1.29,160,113,70.6,11,9,17,7,18.9,8,8,0,0,0.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Oviedo,Aarón Escandell,ESP,GK,29,1995,36,36,3240,36.0,56,1.56,201,145,72.1,6,11,19,10,27.8,7,5,2,0,28.6,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Oviedo,Horaţiu Moldovan,ROU,GK,27,1998,2,2,180,2.0,4,2.0,8,4,50.0,0,0,2,0,0.0,0,0,0,0,,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Rayo Vallecano,Augusto Batalla,ARG,GK,29,1996,34,34,3060,34.0,37,1.09,128,91,71.1,10,13,11,11,32.4,6,5,1,0,16.7,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Rayo Vallecano,Dani Cárdenas,ESP,GK,28,1997,4,4,360,4.0,7,1.75,26,19,73.1,2,1,1,1,25.0,2,1,1,0,50.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Real Betis,Adrián,ESP,GK,38,1987,1,1,90,1.0,1,1.0,7,6,85.7,1,0,0,0,0.0,0,0,0,0,,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Real Betis,Pau López,ESP,GK,30,1994,9,9,810,9.0,11,1.22,40,29,72.5,4,2,3,2,22.2,1,0,1,0,100.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Real Betis,Álvaro Vallés,ESP,GK,28,1997,28,28,2520,28.0,36,1.29,123,87,70.7,10,13,5,8,28.6,6,4,1,1,20.0,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
ESP-La Liga,2526,Real Madrid,Andriy Lunin,UKR,GK,26,1999,6,6,540,6.0,7,1.17,23,16,69.6,3,2,1,1,16.7,0,0,0,0,,ESP,2025-2026,keeper,fbref_soccerdata,2026-08-10 21:49:34
